quiz,submission_date,submission_time,submission_id,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05v1,Q05v2,Q05v3,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13,Q13_corr,Q14v1,Q14v2,Q14v3,Q14_corr,Q15v1,Q15v2,Q15v3,Q15v4,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W02Q01,08-Sep-13,1:33:00 PM,13294,3803831,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,4,0,1,1,5,0,4,9997,9997,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,1:34:00 PM,13297,4405972,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,4,0,5,0,5,9997,0,1,1,4,0,1,1,9997,2,9997,0,2,0,9997,9997,1,1,9997,9997,1,9997,1,3,0,4,0,1,1,3,0,2,0
W02Q01,08-Sep-13,1:35:00 PM,13298,3792460,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,9999,0,1,1,1,1
W02Q01,08-Sep-13,1:38:00 PM,13299,3293143,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,2,9997,9997,0,3,0,9997,9997,2,0,9997,9997,9997,5,0,3,0,5,0,5,0,4,0,1,1
W02Q01,08-Sep-13,1:54:00 PM,13305,3516770,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,5,0,5,0,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,1:57:00 PM,13307,4285966,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,5,0,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,2,0
W02Q01,08-Sep-13,1:58:00 PM,13308,4263021,1,1,9999,0,5,0,1,1,9997,1,9997,1,1,9997,1,4,0,9997,1,1,1,1,1,1,5,0,4,9997,9997,0,2,0,9997,9997,3,0,9997,4,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,1:59:00 PM,13311,4416810,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,4,0,1,1,2,0,9997,5,9997,0,1,1,9997,9997,1,1,9997,4,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:00:00 PM,13312,2223470,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,4,0,1,1,1,1,9997,9997,5,0,1,1,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:02:00 PM,13313,4461565,1,1,1,1,4,0,1,1,2,9997,9997,0,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,3,9997,9997,0,5,0,9997,1,9997,1,4,9997,9997,9997,0,3,0,4,0,1,1,1,1,1,1
W02Q01,08-Sep-13,2:03:00 PM,13314,4365349,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,3,0,9997,1,1,4,0,1,1,1,1,9997,9997,1,1,5,0,9997,9997,1,1,9997,4,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:03:00 PM,13315,455803,1,1,4,0,3,0,1,1,9997,9997,5,0,2,9997,0,1,1,9997,1,1,1,1,4,0,1,1,9997,1,9997,1,5,0,9997,3,9997,0,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:07:00 PM,13316,3041958,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,1,1,9997,1,9997,1,4,0,9997,9997,1,1,9997,9997,9997,5,0,1,1,4,0,1,1,1,1,5,0
W02Q01,08-Sep-13,2:07:00 PM,13318,2452088,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,5,0,9997,5,9997,0,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,5,0
W02Q01,08-Sep-13,2:08:00 PM,13319,3629381,1,1,3,0,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,3,0,1,1,5,9997,9997,0,3,0,1,9997,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,2:09:00 PM,13321,2234038,1,1,3,0,1,1,1,1,9997,1,9997,1,1,9997,1,4,0,9997,1,1,1,1,1,1,1,1,4,9997,9997,0,5,0,9997,9997,3,0,9997,9997,9997,5,0,3,0,3,0,1,1,1,1,2,0
W02Q01,08-Sep-13,2:15:00 PM,13327,873448,1,1,4,0,1,1,1,1,9999,9999,9999,0,9997,4,0,1,1,9997,1,1,1,1,4,0,1,1,9997,4,9997,0,3,0,9997,9997,1,1,9997,9997,1,9997,1,2,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:19:00 PM,13330,3168469,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,4,0,1,1,1,1,9997,1,9997,1,3,0,9997,9997,1,1,9997,9997,9997,5,0,4,0,3,0,1,1,3,0,1,1
W02Q01,08-Sep-13,2:19:00 PM,13331,4497621,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,3,0,9997,1,9997,1,9997,1,9997,9997,1,3,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:22:00 PM,13333,4138519,1,1,3,0,3,0,1,1,9997,9997,1,1,2,9997,0,1,1,9997,1,1,4,0,4,0,2,0,5,9997,9997,0,5,0,9997,1,9997,1,9997,9997,1,9997,1,3,0,1,1,1,1,5,0,1,1
W02Q01,08-Sep-13,2:24:00 PM,13334,2337728,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,4,0,1,1,9997,1,1,1,1,4,0,1,1,4,9997,9997,0,5,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,3,0,1,1,1,1
W02Q01,08-Sep-13,2:25:00 PM,13335,4408398,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,9997,5,0,3,0,1,1,3,0,1,1,1,1
W02Q01,08-Sep-13,2:28:00 PM,13338,1328436,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,5,0,3,0,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:31:00 PM,13340,4287878,1,1,1,1,4,0,1,1,9997,5,9997,0,1,9997,1,1,1,4,9997,0,1,1,5,0,4,0,2,9997,9997,0,1,1,3,9997,9997,0,9997,9997,9997,5,0,1,1,4,0,5,0,1,1,4,0
W02Q01,08-Sep-13,2:35:00 PM,13342,4224927,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,3,9997,0,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:38:00 PM,13346,1261172,1,1,1,1,1,1,1,1,9997,1,9997,1,2,9997,0,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:41:00 PM,13349,4360273,1,1,3,0,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,3,9997,9997,0,5,0,9997,3,9997,0,9997,9997,9997,1,1,1,1,1,1,3,0,1,1,1,1
W02Q01,08-Sep-13,2:41:00 PM,13350,36348,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,4,0,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,9997,3,9997,0,9997,4,9997,9997,0,1,1,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,2:42:00 PM,13352,4114361,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,3,0,9997,9997,1,1,9997,9997,2,9997,0,3,0,1,1,1,1,3,0,5,0
W02Q01,08-Sep-13,2:42:00 PM,13353,2632762,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,5,0,3,0,1,9997,9997,1,9997,9997,9997,1,1,3,0,1,1,1,1,1,1,5,0
W02Q01,08-Sep-13,2:42:00 PM,13354,3186651,2,0,3,0,4,0,1,1,9997,4,9997,0,9997,2,0,1,1,9997,1,1,1,1,1,1,1,1,4,9997,9997,0,1,1,9997,9997,1,1,9997,1,9997,9997,1,3,0,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,2:44:00 PM,13356,3521407,1,1,9999,0,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,5,0,9997,1,9997,1,2,0,9997,9997,1,1,9997,9997,9997,1,1,1,1,2,0,1,1,1,1,1,1
W02Q01,08-Sep-13,2:46:00 PM,13360,3715840,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,2,0,9997,9997,4,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,4,0,1,1,3,0,3,0,1,1
W02Q01,08-Sep-13,2:46:00 PM,13361,1045543,1,1,3,0,1,1,1,1,9997,1,9997,1,9997,5,0,9999,0,1,9997,1,2,0,4,0,5,0,9997,9997,4,0,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,1,5,0,1,1,4,0,5,0
W02Q01,08-Sep-13,2:49:00 PM,13364,2927901,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,3,9997,9997,0,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:49:00 PM,13365,399672,1,1,1,1,1,1,1,1,9997,9997,4,0,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,9997,9997,1,1,2,0,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:50:00 PM,13366,3574685,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,4,0,4,9997,0,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,9997,9997,9997,4,0,3,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,2:51:00 PM,13367,3030144,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,3,0,4,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,2:55:00 PM,13370,4229748,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,2:56:00 PM,13371,3854713,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,3,0,1,9997,1,4,0,1,1,2,0,2,9997,9997,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,3,0,2,0,1,1,1,1
W02Q01,08-Sep-13,2:57:00 PM,13373,2935422,1,1,1,1,1,1,1,1,1,9997,9997,1,2,9997,0,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,2,0,1,1,1,9997,9997,1,9997,1,9997,9997,1,3,0,4,0,3,0,3,0,1,1
W02Q01,08-Sep-13,2:57:00 PM,13376,2582744,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,3,0,1,1,9997,5,9997,0,1,1,9997,9997,3,0,9997,9997,9997,4,0,1,1,5,0,3,0,2,0,5,0
W02Q01,08-Sep-13,3:01:00 PM,13379,3475422,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,5,0,1,1,9997,1,1,4,0,1,1,2,0,3,9997,9997,0,1,1,9997,9997,1,1,9997,9997,2,9997,0,1,1,1,1,1,1,5,0,4,0
W02Q01,08-Sep-13,3:04:00 PM,13381,3666161,1,1,2,0,3,0,3,0,9997,3,9997,0,9997,2,0,3,0,9997,5,0,3,0,1,1,1,1,9997,5,9997,0,4,0,9997,9997,5,0,9997,1,9997,9997,1,3,0,2,0,5,0,2,0,2,0
W02Q01,08-Sep-13,3:04:00 PM,13382,241029,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,1,9997,1,9997,9997,1,9997,1,4,0,1,1,1,1,3,0,2,0
W02Q01,08-Sep-13,3:05:00 PM,13383,3551688,1,1,1,1,3,0,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,2,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:05:00 PM,13384,1007244,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,2,0,4,0,1,1,1,9997,9997,1,1,1,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:08:00 PM,13385,764831,1,1,1,1,1,1,1,1,9997,4,9997,0,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,5,0,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:13:00 PM,13386,4142590,1,1,1,1,1,1,1,1,9997,9997,2,0,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,3,0,2,0,9997,2,9997,0,9997,4,9997,9997,0,3,0,2,0,3,0,1,1,1,1
W02Q01,08-Sep-13,3:17:00 PM,13390,4363688,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,3,9997,9997,0,3,0,1,9997,9997,1,1,9997,9997,9997,1,2,0,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,3:18:00 PM,13391,2965328,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,3,9997,9997,0,5,0,1,9997,9997,1,9997,4,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,3:18:00 PM,13393,941500,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,5,0,4,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,5,0,2,0,1,1,1,1
W02Q01,08-Sep-13,3:20:00 PM,13396,2095198,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,2,0,1,1,4,0,2,0,4,9997,9997,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,5,0,3,0,1,1,1,1
W02Q01,08-Sep-13,3:20:00 PM,13398,4393981,2,0,1,1,1,1,2,0,2,9997,9997,0,9997,1,1,1,1,9997,1,1,4,0,1,1,5,0,4,9997,9997,0,3,0,9997,2,9997,0,9997,3,9997,9997,0,2,0,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,3:21:00 PM,13399,3205986,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:22:00 PM,13400,1595053,1,1,1,1,4,0,2,0,1,9997,9997,1,1,9997,1,4,0,9997,1,1,1,1,3,0,5,0,9997,9997,2,0,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,4,0,1,1,1,1
W02Q01,08-Sep-13,3:23:00 PM,13401,4162384,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,3,0,1,9997,9997,1,3,0,2,9997,9997,0,9997,9997,9997,5,0,3,0,5,0,1,1,1,1,5,0
W02Q01,08-Sep-13,3:26:00 PM,13404,4249158,1,1,1,1,3,0,1,1,9997,9997,2,0,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,9997,5,9997,0,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,3,0,1,1,1,1,5,0
W02Q01,08-Sep-13,3:26:00 PM,13406,4485384,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:26:00 PM,13407,2984632,1,1,3,0,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:29:00 PM,13410,1521438,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,1,9997,1,3,0,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:30:00 PM,13412,3286060,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,1,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:30:00 PM,13413,3349375,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,1,1,5,9997,9997,0,5,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:31:00 PM,13416,3378401,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:37:00 PM,13421,4370104,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,2,0,1,1,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:39:00 PM,13423,4167444,1,1,2,0,1,1,1,1,9997,9997,1,1,2,9997,0,4,0,9997,1,1,1,1,4,0,5,0,9997,5,9997,0,3,0,9997,9997,4,0,9997,9997,9997,2,0,4,0,1,1,1,1,3,0,1,1
W02Q01,08-Sep-13,3:39:00 PM,13424,1863691,1,1,2,0,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,3,9997,0,1,1,1,9997,9997,1,9997,9997,9997,4,0,3,0,2,0,1,1,1,1,1,1
W02Q01,08-Sep-13,3:41:00 PM,13425,4404694,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,5,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:42:00 PM,13428,4141916,1,1,1,1,4,0,1,1,9997,9997,3,0,1,9997,1,1,1,5,9997,0,1,1,1,1,1,1,1,9997,9997,1,4,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,3,0,3,0,5,0
W02Q01,08-Sep-13,3:42:00 PM,13429,3819277,4,0,3,0,1,1,1,1,4,9997,9997,0,9997,5,0,4,0,4,9997,0,4,0,2,0,4,0,9997,9997,3,0,3,0,9997,1,9997,1,9997,2,9997,9997,0,4,0,1,1,5,0,2,0,2,0
W02Q01,08-Sep-13,3:43:00 PM,13430,4448065,1,1,1,1,1,1,1,1,1,9997,9997,1,2,9997,0,1,1,9997,1,1,1,1,3,0,1,1,9997,4,9997,0,1,1,9997,1,9997,1,9997,9997,3,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:46:00 PM,13434,843980,1,1,1,1,4,0,1,1,9997,9997,3,0,9997,1,1,5,0,9997,1,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,3,0,4,0,1,1
W02Q01,08-Sep-13,3:46:00 PM,13435,4296250,1,1,3,0,1,1,1,1,9997,1,9997,1,9997,5,0,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,5,0,9997,1,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:46:00 PM,13436,1042311,1,1,4,0,1,1,1,1,1,9997,9997,1,1,9997,1,5,0,5,9997,0,1,1,4,0,1,1,2,9997,9997,0,1,1,9997,9997,1,1,9997,1,9997,9997,1,3,0,5,0,1,1,3,0,5,0
W02Q01,08-Sep-13,3:48:00 PM,13439,4648824,5,0,5,0,1,1,1,1,9997,3,9997,0,1,9997,1,4,0,9997,1,1,3,0,3,0,2,0,9997,2,9997,0,3,0,9997,3,9997,0,9997,1,9997,9997,1,3,0,2,0,5,0,5,0,1,1
W02Q01,08-Sep-13,3:48:00 PM,13441,3195471,1,1,1,1,4,0,1,1,1,9997,9997,1,9999,9999,0,1,1,1,9997,1,1,1,1,1,2,0,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,3:49:00 PM,13443,3821622,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,5,0,2,9997,9997,0,5,0,1,9997,9997,1,9997,1,9997,9997,1,3,0,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,3:51:00 PM,13445,4507332,1,1,3,0,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,5,9997,0,4,0,1,9997,9997,1,4,9997,9997,9997,0,1,1,5,0,1,1,1,1,5,0
W02Q01,08-Sep-13,3:57:00 PM,13449,4437904,2,0,3,0,4,0,1,1,9997,3,9997,0,1,9997,1,1,1,9997,1,1,1,1,4,0,1,1,3,9997,9997,0,4,0,9997,9997,1,1,9997,9997,9997,5,0,2,0,5,0,1,1,5,0,1,1
W02Q01,08-Sep-13,3:59:00 PM,13453,1054888,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,4,0,1,1,9997,1,1,1,1,4,0,1,1,1,9997,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,2,0,1,1,1,1,1,1
W02Q01,08-Sep-13,4:00:00 PM,13455,2475519,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,4,0,1,1,5,9997,0,1,1,1,1,2,0,9997,9997,2,0,1,1,9997,1,9997,1,4,9997,9997,9997,0,4,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:05:00 PM,13459,4401728,1,1,3,0,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,4,9997,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:06:00 PM,13460,4306895,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,4,0,9997,1,1,1,1,4,0,2,0,4,9997,9997,0,3,0,9997,9997,4,0,9997,9997,9997,1,1,3,0,1,1,3,0,1,1,5,0
W02Q01,08-Sep-13,4:08:00 PM,13463,3629273,1,1,3,0,3,0,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,1,9997,9997,1,1,1,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:08:00 PM,13464,3240855,1,1,3,0,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:10:00 PM,13468,4235951,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,5,9997,9997,0,1,1,9997,9997,3,0,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,3,0
W02Q01,08-Sep-13,4:11:00 PM,13469,4007543,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,5,0,1,9997,1,1,1,1,1,1,1,9997,4,9997,0,5,0,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:13:00 PM,13471,4380259,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,3,0,5,0,9997,1,1,1,1,1,1,2,0,4,9997,9997,0,1,1,9997,1,9997,1,9997,9997,9997,5,0,1,1,5,0,1,1,1,1,1,1
W02Q01,08-Sep-13,4:15:00 PM,13472,3312625,1,1,4,0,1,1,1,1,3,9997,9997,0,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,5,9997,0,5,0,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,3,0,2,0
W02Q01,08-Sep-13,4:16:00 PM,13473,4512149,1,1,3,0,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,5,9997,9997,0,2,0,9997,9997,3,0,9997,9997,9997,5,0,4,0,5,0,3,0,1,1,5,0
W02Q01,08-Sep-13,4:17:00 PM,13475,4430952,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,4,0,1,1,2,0,9997,9997,3,0,3,0,1,9997,9997,1,9997,9997,1,9997,1,1,1,5,0,3,0,1,1,1,1
W02Q01,08-Sep-13,4:17:00 PM,13476,4398691,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,3,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:18:00 PM,13477,4497629,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,1,9997,9997,1,1,1,9997,4,9997,0,9997,9997,9997,1,1,3,0,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:21:00 PM,13479,4415725,1,1,3,0,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,4,9997,9997,0,3,0,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,08-Sep-13,4:23:00 PM,13480,2539951,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,3,0,9997,9997,1,1,9997,9997,1,9997,1,3,0,1,1,1,1,1,1,1,1
