quiz,submission_date,submission_time,submission_id,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05v1,Q05v2,Q05v3,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13,Q13_corr,Q14v1,Q14v2,Q14v3,Q14_corr,Q15v1,Q15v2,Q15v3,Q15v4,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W02Q01,04-Sep-13,8:45:00 PM,11339,3505432,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,4,0,1,1,2,0,9997,9997,5,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,4,0,1,1,1,1,4,0
W02Q01,04-Sep-13,9:04:00 PM,11342,773066,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,2,0,9997,9997,1,1,3,0,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,04-Sep-13,9:14:00 PM,11343,4074415,1,1,3,0,4,0,2,0,9997,9997,4,0,1,9997,1,1,1,1,9997,1,1,1,1,1,5,0,4,9997,9997,0,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,4,0,2,0,3,0,1,1
W02Q01,04-Sep-13,10:36:00 PM,11356,4223310,1,1,3,0,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,3,9997,9997,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,5,0,3,0,1,1,1,1
W02Q01,04-Sep-13,10:49:00 PM,11359,3564084,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,3,0,9997,1,1,1,1,1,1,1,1,4,9997,9997,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,4,0,1,1,1,1,1,1
W02Q01,04-Sep-13,10:51:00 PM,11361,3158578,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,2,0,1,1,1,9997,1,1,1,1,1,2,0,9997,1,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,04-Sep-13,10:57:00 PM,11363,4553834,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,5,9997,0,5,0,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,04-Sep-13,11:35:00 PM,11369,4227860,1,1,3,0,4,0,1,1,3,9997,9997,0,1,9997,1,1,1,1,9997,1,1,1,5,0,2,0,9997,1,9997,1,2,0,9997,9997,4,0,9997,1,9997,9997,1,3,0,1,1,1,1,3,0,1,1
W02Q01,04-Sep-13,11:44:00 PM,11370,4564804,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,5,0,1,9997,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,04-Sep-13,11:48:00 PM,11371,4270200,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,1,9997,1,1,1,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,04-Sep-13,11:52:00 PM,11372,4311953,1,1,1,1,4,0,1,1,9997,9997,5,0,9997,1,1,1,1,3,9997,0,1,1,3,0,1,1,9997,5,9997,0,3,0,9997,9997,1,1,1,9997,9997,9997,1,1,1,5,0,1,1,3,0,1,1
W02Q01,05-Sep-13,12:11:00 AM,11376,4103888,1,1,1,1,4,0,1,1,9997,9997,2,0,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,3,0,9999,0,9997,1,9997,1,9997,9997,1,9997,1,4,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,12:24:00 AM,11378,2898355,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,2,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,4,0,1,1,1,1,1,1
W02Q01,05-Sep-13,12:28:00 AM,11379,3259592,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,5,9997,9997,0,3,0,1,9997,9997,1,9997,9997,9997,5,0,1,1,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,12:30:00 AM,11380,943036,1,1,3,0,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,3,9997,0,1,1,1,1,1,1,9997,1,9997,1,5,0,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,12:33:00 AM,11381,3137036,2,0,1,1,4,0,1,1,2,9997,9997,0,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,3,0,9997,9997,1,1,4,9997,9997,9997,0,1,1,5,0,3,0,1,1,1,1
W02Q01,05-Sep-13,1:08:00 AM,11386,4293300,1,1,1,1,1,1,2,0,1,9997,9997,1,9997,4,0,1,1,9997,2,0,1,1,1,1,1,1,9997,5,9997,0,4,0,9997,9997,3,0,9997,1,9997,9997,1,4,0,4,0,1,1,1,1,1,1
W02Q01,05-Sep-13,1:15:00 AM,11388,4599768,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,4,9997,9997,0,3,0,1,9997,9997,1,9997,9997,9997,1,1,1,1,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,1:18:00 AM,11389,4493582,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,9997,5,9997,0,1,1,1,9997,9997,1,9997,9997,5,9997,0,1,1,1,1,5,0,1,1,1,1
W02Q01,05-Sep-13,1:30:00 AM,11394,660808,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,5,9997,9997,0,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,5,0,3,0,1,1
W02Q01,05-Sep-13,1:31:00 AM,11395,4510643,1,1,5,0,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,4,0,1,1,5,0,4,0,9997,5,9997,0,2,0,9997,3,9997,0,9997,4,9997,9997,0,3,0,1,1,1,1,5,0,4,0
W02Q01,05-Sep-13,1:33:00 AM,11396,3770319,1,1,1,1,4,0,1,1,9997,9997,5,0,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,1:59:00 AM,11399,1368787,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,2,0,9997,1,9997,1,3,0,9997,1,9997,1,4,9997,9997,9997,0,1,1,1,1,3,0,1,1,1,1
W02Q01,05-Sep-13,2:17:00 AM,11407,4445569,1,1,1,1,1,1,1,1,9997,9997,1,1,2,9997,0,1,1,9997,1,1,1,1,4,0,1,1,1,9997,9997,1,3,0,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,2,0,1,1,1,1
W02Q01,05-Sep-13,2:21:00 AM,11408,4431543,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,4,0,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,5,0,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,1,1,3,0,5,0
W02Q01,05-Sep-13,2:21:00 AM,11409,4463520,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:29:00 AM,11410,3216281,1,1,1,1,4,0,1,1,9997,9997,5,0,2,9997,0,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,1,1,1,1,5,9997,9997,0,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:29:00 AM,11411,1692055,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,5,0,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,5,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,3,0,1,1
W02Q01,05-Sep-13,2:32:00 AM,11414,3323297,4,0,3,0,4,0,1,1,9997,9997,2,0,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9997,5,9997,0,5,0,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:46:00 AM,11417,4563397,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:57:00 AM,11420,4388929,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:59:00 AM,11422,4539687,1,1,5,0,4,0,4,0,2,9997,9997,0,2,9997,0,3,0,9997,1,1,1,1,1,1,2,0,4,9997,9997,0,1,1,9999,9999,9999,0,9999,9999,9999,9999,0,9999,0,9999,0,2,0,2,0,1,1
W02Q01,05-Sep-13,3:36:00 AM,11432,3555413,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,3,9997,9997,0,3,0,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,3:47:00 AM,11434,4364581,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,9999,0,9997,1,9997,1,9997,9997,5,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,4:17:00 AM,11440,4125285,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,9997,9997,1,1,3,0,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,4:18:00 AM,11441,4082054,1,1,3,0,1,1,2,0,9997,1,9997,1,1,9997,1,5,0,4,9997,0,1,1,4,0,5,0,9997,9997,3,0,4,0,4,9997,9997,0,9997,9997,9997,4,0,3,0,3,0,2,0,5,0,1,1
W02Q01,05-Sep-13,4:24:00 AM,11442,2697631,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,4,9997,9997,0,3,0,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,4:27:00 AM,11443,4436734,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,4,0,2,0,9997,9997,4,0,4,0,9997,1,9997,1,9997,4,9997,9997,0,1,1,3,0,1,1,1,1,1,1
W02Q01,05-Sep-13,4:48:00 AM,11447,3802132,1,1,3,0,4,0,1,1,1,9997,9997,1,9997,4,0,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,2,0,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,4:54:00 AM,11448,2888391,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,1,9997,1,9997,4,9997,9997,0,1,1,1,1,2,0,1,1,1,1
W02Q01,05-Sep-13,5:01:00 AM,11450,4111830,1,1,3,0,1,1,1,1,1,9997,9997,1,1,9997,1,4,0,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,5:06:00 AM,11451,4430911,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,4,0,2,0,9997,4,9997,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,5:18:00 AM,11452,2087769,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,2,0,1,1,1,1,1,1,9997,1,9997,1,5,0,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,5:28:00 AM,11454,3547627,1,1,3,0,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,2,0,9997,5,9997,0,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,5,0,2,0
W02Q01,05-Sep-13,5:41:00 AM,11455,2818267,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,5,0,9997,3,9997,0,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,6:14:00 AM,11462,4122998,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,5,0,9997,9997,1,1,9997,1,9997,9997,1,3,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,6:14:00 AM,11463,4277159,1,1,1,1,1,1,1,1,9997,9997,5,0,9997,1,1,5,0,9997,1,1,1,1,1,1,1,1,9997,9997,3,0,2,0,1,9997,9997,1,9997,1,9997,9997,1,3,0,5,0,1,1,5,0,5,0
W02Q01,05-Sep-13,6:34:00 AM,11464,4154103,1,1,1,1,4,0,4,0,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,5,0,9997,9997,5,0,5,0,9997,3,9997,0,9997,9997,5,9997,0,4,0,1,1,1,1,1,1,5,0
W02Q01,05-Sep-13,6:56:00 AM,11472,4228312,1,1,4,0,4,0,1,1,9997,9997,1,1,2,9997,0,4,0,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,4,0,1,9997,9997,1,4,9997,9997,9997,0,3,0,1,1,3,0,1,1,1,1
W02Q01,05-Sep-13,7:19:00 AM,11479,712013,4,0,4,0,1,1,2,0,9997,5,9997,0,9997,1,1,1,1,5,9997,0,1,1,5,0,3,0,9997,4,9997,0,2,0,9997,9997,1,1,9999,9999,9999,9999,0,3,0,1,1,1,1,1,1,5,0
W02Q01,05-Sep-13,8:15:00 AM,11485,1625352,1,1,3,0,4,0,1,1,9997,2,9997,0,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,9997,9997,2,0,3,0,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,8:38:00 AM,11489,4299707,2,0,9999,0,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,1,9997,9997,1,2,0,9997,9997,1,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,8:50:00 AM,11491,4197483,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,8:52:00 AM,11492,4193515,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,5,9997,9997,0,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,5,0,4,0,4,0
W02Q01,05-Sep-13,8:57:00 AM,11494,4494633,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,3,0,1,1,1,1
W02Q01,05-Sep-13,9:16:00 AM,11495,4261860,2,0,1,1,1,1,1,1,9997,4,9997,0,2,9997,0,1,1,1,9997,1,2,0,1,1,1,1,3,9997,9997,0,1,1,9997,9997,1,1,9997,9997,9997,3,0,3,0,4,0,1,1,4,0,1,1
W02Q01,05-Sep-13,9:25:00 AM,11497,3374956,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,4,0,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,1,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,9:35:00 AM,11498,3650682,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,9:38:00 AM,11499,4496096,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9999,9999,9999,9999,0,1,1,5,0,1,1,3,0,1,1
W02Q01,05-Sep-13,10:00:00 AM,11505,4184452,1,1,1,1,4,0,1,1,9997,9997,5,0,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,9997,9997,1,1,3,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,5,0,3,0,1,1,1,1
W02Q01,05-Sep-13,10:20:00 AM,11512,2475073,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,4,0,1,1,1,1,9997,9997,1,1,4,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,2,0,1,1
W02Q01,05-Sep-13,10:23:00 AM,11514,3122582,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,5,9997,0,5,0,1,9997,9997,1,9997,1,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,10:25:00 AM,11515,2568474,1,1,1,1,1,1,1,1,9997,9997,5,0,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,1,9997,1,2,0,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,3,0,1,1
W02Q01,05-Sep-13,10:45:00 AM,11521,2538272,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,4,0,1,1,1,9997,9997,1,1,1,1,9997,9997,1,9997,9997,1,9997,1,3,0,4,0,1,1,1,1,1,1
W02Q01,05-Sep-13,10:53:00 AM,11523,4533914,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,3,0,9997,9997,1,1,3,0,1,9997,9997,1,9997,9997,9997,5,0,4,0,4,0,1,1,3,0,5,0
W02Q01,05-Sep-13,10:59:00 AM,11527,4214092,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,4,0,3,0,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,11:11:00 AM,11529,1938210,1,1,1,1,4,0,1,1,2,9997,9997,0,9997,1,1,1,1,9997,1,1,1,1,4,0,1,1,9997,9997,1,1,5,0,9997,9997,1,1,9997,9997,9997,1,1,4,0,1,1,1,1,3,0,1,1
W02Q01,05-Sep-13,11:51:00 AM,11536,3520003,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,9997,1,9997,1,5,0,5,9997,9997,0,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,11:55:00 AM,11538,4450480,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,3,0,9997,1,9997,1,4,9997,9997,9997,0,3,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,11:58:00 AM,11540,3827308,1,1,3,0,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,5,0
W02Q01,05-Sep-13,12:30:00 PM,11546,584445,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,4,0,1,1,3,0,9997,1,9997,1,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,12:39:00 PM,11548,4090804,1,1,3,0,1,1,1,1,9997,1,9997,1,9997,1,1,5,0,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,5,0,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,5,0
W02Q01,05-Sep-13,12:44:00 PM,11549,2525189,1,1,3,0,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,2,0,1,1,1,1,2,9997,9997,0,5,0,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,12:45:00 PM,11550,2799120,1,1,4,0,4,0,1,1,9997,9997,2,0,2,9997,0,1,1,9997,1,1,1,1,1,1,3,0,9997,9997,1,1,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,2,0
W02Q01,05-Sep-13,12:56:00 PM,11551,3055246,1,1,1,1,1,1,1,1,9997,9997,2,0,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,4,9997,9997,0,3,0,9997,1,9997,1,4,9997,9997,9997,0,3,0,5,0,5,0,5,0,1,1
W02Q01,05-Sep-13,12:57:00 PM,11552,2973178,5,0,4,0,4,0,1,1,9997,1,9997,1,9997,1,1,4,0,1,9997,1,1,1,1,1,1,1,9997,9997,2,0,5,0,1,9997,9997,1,9997,9997,9997,1,1,3,0,4,0,1,1,2,0,1,1
W02Q01,05-Sep-13,12:59:00 PM,11553,1816779,1,1,1,1,3,0,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,3,0,1,1,1,1
W02Q01,05-Sep-13,1:03:00 PM,11554,2947859,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,3,0,9997,5,9997,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,3,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,1:07:00 PM,11555,4130347,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,5,0,9997,9997,1,1,1,9997,9997,9997,1,1,1,1,1,2,0,1,1,1,1
W02Q01,05-Sep-13,1:26:00 PM,11558,178319,1,1,1,1,4,0,1,1,9997,9997,2,0,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,3,9997,9997,0,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,1:34:00 PM,11561,9378,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,3,0,1,1,1,1
W02Q01,05-Sep-13,1:46:00 PM,11567,3511931,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,1,9997,1,9997,9997,9997,4,0,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,1:58:00 PM,11571,4189748,2,0,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,2,0,4,9997,9997,0,1,1,9997,9997,1,1,9997,1,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,05-Sep-13,2:00:00 PM,11572,4431682,1,1,1,1,4,0,1,1,9997,4,9997,0,2,9997,0,1,1,1,9997,1,4,0,1,1,2,0,4,9997,9997,0,4,0,9997,9997,1,1,9997,9997,1,9997,1,3,0,1,1,1,1,3,0,4,0
W02Q01,05-Sep-13,2:04:00 PM,11575,4577104,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,5,0,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:07:00 PM,11577,4117008,2,0,4,0,1,1,2,0,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,3,9997,9997,0,3,0,5,9997,9997,0,1,9997,9997,9997,1,1,1,1,1,1,1,3,0,1,1
W02Q01,05-Sep-13,2:30:00 PM,11584,664193,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,5,9997,0,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,2,0,3,0,4,0,1,1
W02Q01,05-Sep-13,2:31:00 PM,11585,4051132,1,1,1,1,1,1,1,1,9997,4,9997,0,9997,4,0,1,1,1,9997,1,2,0,1,1,1,1,1,9997,9997,1,1,1,9997,9997,1,1,1,9997,9997,9997,1,3,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:48:00 PM,11588,4392717,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,4,0,1,1,9997,9997,1,1,1,1,1,9997,9997,1,9997,9997,9997,5,0,3,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:51:00 PM,11590,1135181,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,5,0,1,9997,1,1,1,1,1,2,0,9997,9997,3,0,1,1,1,9997,9997,1,9997,9997,1,9997,1,4,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,2:51:00 PM,11591,4602107,1,1,9999,0,1,1,1,1,9999,9999,9999,0,1,9997,1,3,0,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,4,0,5,0,1,1,3,0,1,1
W02Q01,05-Sep-13,2:52:00 PM,11592,609048,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,5,0,9997,3,9997,0,5,0,1,9997,9997,1,1,9997,9997,9997,1,1,1,5,0,3,0,1,1,1,1
W02Q01,05-Sep-13,2:55:00 PM,11593,3076233,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,4,0,1,1,1,1,9997,9997,1,1,3,0,1,9997,9997,1,9997,4,9997,9997,0,3,0,1,1,1,1,3,0,1,1
W02Q01,05-Sep-13,3:05:00 PM,11597,3951732,1,1,1,1,4,0,2,0,9997,9997,1,1,2,9997,0,1,1,9997,1,1,1,1,5,0,5,0,9997,1,9997,1,5,0,4,9997,9997,0,9997,9997,9997,4,0,4,0,1,1,1,1,1,1,1,1
W02Q01,05-Sep-13,3:12:00 PM,11601,3204853,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,4,0,1,1,1,1,9997,9997,1,1,3,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
