quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02v1,Q02v2,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11v1,Q11v2,Q11_corr,Q12v1,Q12v2,Q12_corr,Q13v1,Q13v2,Q13_corr,Q14v1,Q14v2,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W06Q01,23501,30-Sep-13,6:31:00 PM,3764826,1,1,1,9997,1,1,1,5,0,9997,1,1,5,9997,0,1,1,1,9997,1,9997,1,1,2,9997,0,9997,3,0,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23511,30-Sep-13,7:01:00 PM,3204853,1,1,9997,5,0,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,4,0,9997,3,0,1,9997,1,9997,1,1,1,9997,1,2,0,5,0,1,1,1,1,3,0,4,0
W06Q01,23512,30-Sep-13,7:04:00 PM,3246763,1,1,9997,1,1,1,1,5,0,9997,1,1,9997,4,0,2,0,9997,3,0,9997,4,0,2,9997,0,3,9997,0,9997,1,1,5,9997,0,9997,4,0,2,0,5,0,2,0,3,0,1,1,5,0
W06Q01,23518,30-Sep-13,7:30:00 PM,4497629,1,1,9997,1,1,1,1,5,0,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,5,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23519,30-Sep-13,7:31:00 PM,2430889,1,1,1,9997,1,2,0,1,1,1,9997,1,1,9997,1,1,1,3,9997,0,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23521,30-Sep-13,7:37:00 PM,3496713,1,1,9997,1,1,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,3,9997,0,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23527,30-Sep-13,8:12:00 PM,3502692,1,1,1,9997,1,1,1,5,0,1,9997,1,9997,1,1,1,1,3,9997,0,1,9997,1,3,9997,0,1,9997,1,9997,5,0,5,9997,0,1,9997,1,4,0,5,0,5,0,2,0,1,1,2,0
W06Q01,23534,30-Sep-13,8:45:00 PM,4286658,1,1,9997,5,0,1,1,5,0,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,5,9997,0,4,9997,0,9997,1,1,9997,5,0,9997,1,1,3,0,1,1,3,0,3,0,5,0,1,1
W06Q01,23535,30-Sep-13,9:05:00 PM,2294712,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,9997,4,0,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23538,30-Sep-13,9:22:00 PM,809288,2,0,1,9997,1,1,1,5,0,3,9997,0,9997,1,1,5,0,9997,4,0,4,9997,0,9997,5,0,3,9997,0,4,9997,0,3,9997,0,5,9997,0,2,0,1,1,1,1,4,0,4,0,1,1
W06Q01,23540,30-Sep-13,9:27:00 PM,4435293,1,1,1,9997,1,1,1,5,0,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23546,30-Sep-13,10:28:00 PM,4168258,1,1,1,9997,1,1,1,5,0,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,4,9997,0,9997,4,0,9997,1,1,9997,4,0,1,9997,1,1,1,1,1,1,1,1,1,1,1,4,0
W06Q01,23548,30-Sep-13,10:37:00 PM,2873216,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,1,5,0,1,1,1,1,1,1,1,1
W06Q01,23557,01-Oct-13,12:55:00 AM,4176407,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23558,01-Oct-13,12:58:00 AM,3820464,2,0,9997,1,1,1,1,2,0,3,9997,0,4,9997,0,4,0,5,9997,0,4,9997,0,9997,2,0,9997,1,1,4,9997,0,5,9997,0,9999,9999,0,5,0,1,1,3,0,3,0,5,0,2,0
W06Q01,23578,01-Oct-13,4:17:00 AM,4028568,1,1,9997,3,0,4,0,5,0,3,9997,0,9997,4,0,2,0,2,9997,0,2,9997,0,5,9997,0,3,9997,0,3,9997,0,9997,4,0,1,9997,1,5,0,1,1,3,0,5,0,4,0,4,0
W06Q01,23582,01-Oct-13,4:40:00 AM,2360596,1,1,1,9997,1,2,0,1,1,9997,2,0,9997,1,1,2,0,1,9997,1,9997,1,1,5,9997,0,1,9997,1,1,9997,1,1,9997,1,9997,1,1,4,0,3,0,1,1,1,1,1,1,4,0
W06Q01,23583,01-Oct-13,4:45:00 AM,585471,1,1,3,9997,0,1,1,1,1,4,9997,0,2,9997,0,4,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,2,0,1,9997,1,4,0,2,0,1,1,3,0,2,0,5,0
W06Q01,23586,01-Oct-13,4:52:00 AM,3352568,1,1,1,9997,1,1,1,5,0,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,2,9997,0,9997,1,1,1,9997,1,9997,1,1,1,1,4,0,1,1,2,0,1,1,4,0
W06Q01,23588,01-Oct-13,5:00:00 AM,958005,1,1,1,9997,1,2,0,5,0,3,9997,0,9997,1,1,2,0,9997,2,0,1,9997,1,1,9997,1,9997,4,0,9997,1,1,9997,2,0,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23597,01-Oct-13,7:45:00 AM,2295477,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,2,0,1,1,1,1,1,1,1,1
W06Q01,23599,01-Oct-13,8:05:00 AM,523057,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23600,01-Oct-13,8:11:00 AM,4648824,3,0,1,9997,1,4,0,3,0,2,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,9997,2,0,1,9997,1,9997,4,0,9997,1,1,9997,1,1,3,0,2,0,5,0,5,0,3,0,5,0
W06Q01,23601,01-Oct-13,8:16:00 AM,1113424,1,1,1,9997,1,2,0,5,0,9997,2,0,1,9997,1,1,1,1,9997,1,1,9997,1,5,9997,0,1,9997,1,9997,3,0,9997,1,1,5,9997,0,4,0,2,0,3,0,5,0,3,0,2,0
W06Q01,23606,01-Oct-13,9:03:00 AM,4189068,1,1,9997,5,0,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,5,0,2,9997,0,1,9997,1,1,9997,1,1,9997,1,1,1,4,0,1,1,1,1,1,1,2,0
W06Q01,23616,01-Oct-13,10:42:00 AM,1907578,1,1,1,9997,1,1,1,1,1,9997,2,0,1,9997,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,5,0,1,1,2,0
W06Q01,23617,01-Oct-13,10:52:00 AM,2245824,1,1,2,9997,0,2,0,5,0,3,9997,0,9997,1,1,1,1,9997,1,1,1,9997,1,9997,5,0,1,9997,1,1,9997,1,1,9997,1,3,9997,0,1,1,1,1,1,1,4,0,1,1,1,1
W06Q01,23618,01-Oct-13,10:57:00 AM,3068166,1,1,9997,5,0,1,1,5,0,1,9997,1,9997,1,1,2,0,1,9997,1,9997,1,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23624,01-Oct-13,11:38:00 AM,4347232,4,0,9997,3,0,2,0,1,1,3,9997,0,3,9997,0,4,0,9997,1,1,3,9997,0,5,9997,0,5,9997,0,9997,4,0,1,9997,1,9997,4,0,1,1,4,0,2,0,4,0,5,0,4,0
W06Q01,23626,01-Oct-13,11:42:00 AM,1431919,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23631,01-Oct-13,12:16:00 PM,2401487,1,1,1,9997,1,2,0,5,0,4,9997,0,5,9997,0,1,1,9997,1,1,9997,2,0,9997,4,0,9997,2,0,3,9997,0,9997,4,0,9997,2,0,2,0,2,0,1,1,2,0,4,0,4,0
W06Q01,23634,01-Oct-13,12:50:00 PM,396035,1,1,9997,4,0,1,1,5,0,4,9997,0,1,9997,1,1,1,1,9997,1,1,9997,1,9997,5,0,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,1,5,0,1,1,1,1,1,1,1,1
W06Q01,23635,01-Oct-13,1:01:00 PM,3240936,1,1,9997,4,0,2,0,4,0,9997,2,0,9997,5,0,5,0,1,9997,1,9997,3,0,9997,2,0,9999,9999,0,9997,2,0,4,9997,0,9997,3,0,4,0,5,0,3,0,4,0,2,0,2,0
W06Q01,23643,01-Oct-13,2:32:00 PM,4353221,1,1,1,9997,1,1,1,5,0,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,2,0,1,1,1,1,4,0,1,1,2,0
W06Q01,23644,01-Oct-13,2:36:00 PM,3794212,1,1,9997,5,0,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,4,0,4,9997,0,9997,1,1,9997,1,1,1,1,1,1,1,1,4,0,1,1,4,0
W06Q01,23645,01-Oct-13,2:37:00 PM,3568846,1,1,1,9997,1,1,1,1,1,9997,2,0,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,3,0,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,4,0,1,1,2,0
W06Q01,23646,01-Oct-13,2:45:00 PM,4413685,1,1,1,9997,1,1,1,1,1,3,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,4,9997,0,9997,1,1,9997,4,0,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23651,01-Oct-13,3:27:00 PM,4358820,1,1,9997,1,1,1,1,5,0,1,9997,1,5,9997,0,2,0,3,9997,0,9997,2,0,1,9997,1,1,9997,1,3,9997,0,3,9997,0,2,9997,0,1,1,1,1,2,0,4,0,2,0,3,0
W06Q01,23657,01-Oct-13,3:39:00 PM,3106833,1,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,4,0,1,1,1,1,1,1,1,1
W06Q01,23658,01-Oct-13,3:41:00 PM,4094087,1,1,1,9997,1,1,1,4,0,1,9997,1,4,9997,0,1,1,9997,1,1,9997,1,1,9997,1,1,3,9997,0,1,9997,1,1,9997,1,9997,1,1,1,1,5,0,1,1,1,1,1,1,1,1
W06Q01,23664,01-Oct-13,3:56:00 PM,4193515,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,4,0,1,1,2,0
W06Q01,23667,01-Oct-13,3:59:00 PM,3609465,1,1,3,9997,0,1,1,5,0,1,9997,1,9997,1,1,2,0,5,9997,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,2,9997,0,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23669,01-Oct-13,5:11:00 PM,4289055,1,1,1,9997,1,1,1,4,0,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23671,01-Oct-13,5:37:00 PM,3485290,1,1,9997,4,0,2,0,5,0,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,3,0,1,9997,1,9997,2,0,2,9997,0,4,0,2,0,1,1,1,1,1,1,1,1
W06Q01,23672,01-Oct-13,5:47:00 PM,4573205,1,1,9997,1,1,2,0,4,0,9997,2,0,2,9997,0,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,4,9997,0,9997,3,0,9997,4,0,2,0,5,0,1,1,5,0,1,1,2,0
W06Q01,23674,01-Oct-13,6:11:00 PM,2918645,1,1,9997,1,1,1,1,4,0,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,5,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23684,01-Oct-13,7:07:00 PM,4118535,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,4,0,4,0,1,1,1,1,1,1,1,1
W06Q01,23685,01-Oct-13,7:23:00 PM,1392779,1,1,9997,5,0,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,4,9997,0,9997,2,0,1,9997,1,4,0,2,0,1,1,1,1,1,1,4,0
W06Q01,23690,01-Oct-13,7:53:00 PM,1773515,1,1,9997,5,0,1,1,1,1,3,9997,0,1,9997,1,1,1,9997,3,0,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,2,9997,0,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23693,01-Oct-13,8:59:00 PM,4513051,1,1,9997,1,1,2,0,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,4,0,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,2,0,1,1,1,1
W06Q01,23695,01-Oct-13,9:14:00 PM,3316362,1,1,9997,5,0,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,4,0,9997,1,1,9997,1,1,9997,3,0,1,9997,1,9997,2,0,9997,1,1,1,1,1,1,1,1,1,1,3,0,2,0
W06Q01,23701,01-Oct-13,9:58:00 PM,4422019,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23704,01-Oct-13,10:22:00 PM,4221074,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23705,01-Oct-13,10:28:00 PM,773066,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,4,0,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23708,01-Oct-13,10:41:00 PM,4420086,1,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23712,01-Oct-13,11:15:00 PM,2301739,1,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,2,0,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23718,02-Oct-13,12:17:00 AM,3158578,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23720,02-Oct-13,12:37:00 AM,123328,1,1,9997,1,1,4,0,5,0,9997,2,0,9997,1,1,1,1,9997,1,1,9997,1,1,2,9997,0,2,9997,0,1,9997,1,9997,1,1,9997,1,1,4,0,4,0,1,1,1,1,1,1,1,1
W06Q01,23728,02-Oct-13,2:29:00 AM,3273666,1,1,1,9997,1,1,1,1,1,3,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23729,02-Oct-13,2:33:00 AM,4562003,1,1,1,9997,1,1,1,4,0,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,2,9997,0,1,9997,1,2,0,5,0,1,1,1,1,3,0,2,0
W06Q01,23730,02-Oct-13,2:55:00 AM,4501419,1,1,9997,1,1,4,0,1,1,9997,3,0,9997,5,0,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,4,9997,0,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23735,02-Oct-13,3:21:00 AM,3898959,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,4,9997,0,1,1,5,0,1,1,4,0,1,1,1,1
W06Q01,23737,02-Oct-13,3:22:00 AM,2252766,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23740,02-Oct-13,3:34:00 AM,2271959,1,1,9997,1,1,1,1,3,0,5,9997,0,9997,3,0,1,1,9997,2,0,1,9997,1,4,9997,0,9997,4,0,1,9997,1,2,9997,0,1,9997,1,4,0,2,0,1,1,2,0,5,0,1,1
W06Q01,23751,02-Oct-13,5:42:00 AM,4487968,1,1,1,9997,1,1,1,1,1,3,9997,0,9997,1,1,1,1,3,9997,0,9997,1,1,2,9997,0,2,9997,0,9997,1,1,9997,1,1,9997,4,0,1,1,2,0,3,0,2,0,3,0,1,1
W06Q01,23753,02-Oct-13,6:20:00 AM,3527919,1,1,9997,1,1,1,1,5,0,9997,1,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,4,9997,0,1,1,1,1,1,1,1,1,1,1,4,0
W06Q01,23756,02-Oct-13,8:11:00 AM,3991455,1,1,1,9997,1,1,1,4,0,4,9997,0,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,2,9997,0,9997,1,1,3,0,5,0,1,1,1,1,1,1,2,0
W06Q01,23757,02-Oct-13,8:32:00 AM,3579566,1,1,9997,1,1,1,1,1,1,1,9997,1,5,9997,0,2,0,9997,1,1,9997,1,1,9997,1,1,9997,4,0,9997,1,1,9997,1,1,1,9997,1,2,0,1,1,1,1,1,1,1,1,4,0
W06Q01,23765,02-Oct-13,9:58:00 AM,4466188,1,1,9997,4,0,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23768,02-Oct-13,10:15:00 AM,3532514,1,1,1,9997,1,2,0,1,1,1,9997,1,5,9997,0,1,1,9997,1,1,2,9997,0,2,9997,0,9997,1,1,9997,4,0,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23769,02-Oct-13,10:16:00 AM,2304957,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,2,0,5,9997,0,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23770,02-Oct-13,10:23:00 AM,29821,1,1,2,9997,0,1,1,5,0,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23771,02-Oct-13,10:23:00 AM,4415835,1,1,9997,5,0,2,0,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,2,0,9997,1,1,3,0,1,1,1,1,1,1,1,1,4,0
W06Q01,23772,02-Oct-13,10:33:00 AM,2269457,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23773,02-Oct-13,10:41:00 AM,4428346,1,1,9997,1,1,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,5,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23774,02-Oct-13,10:45:00 AM,1658801,1,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23776,02-Oct-13,10:48:00 AM,4141836,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,3,9997,0,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23778,02-Oct-13,11:14:00 AM,4577104,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,4,0
W06Q01,23779,02-Oct-13,11:19:00 AM,1907182,1,1,1,9997,1,1,1,1,1,1,9997,1,5,9997,0,2,0,9997,3,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,2,0,1,9997,1,1,1,1,1,1,1,2,0,1,1,1,1
W06Q01,23781,02-Oct-13,11:24:00 AM,4003368,1,1,9997,4,0,5,0,1,1,9997,1,1,5,9997,0,2,0,1,9997,1,9997,1,1,9997,1,1,4,9997,0,9997,1,1,1,9997,1,9997,3,0,1,1,4,0,1,1,1,1,1,1,1,1
W06Q01,23789,02-Oct-13,12:15:00 PM,2856888,1,1,1,9997,1,1,1,5,0,3,9997,0,3,9997,0,1,1,2,9997,0,2,9997,0,9997,5,0,2,9997,0,9997,1,1,1,9997,1,2,9997,0,1,1,1,1,3,0,2,0,3,0,2,0
W06Q01,23790,02-Oct-13,12:21:00 PM,2044987,1,1,2,9997,0,1,1,2,0,4,9997,0,9999,9999,0,1,1,5,9997,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,2,0,2,0,1,1,1,1,1,1,1,1
W06Q01,23792,02-Oct-13,12:25:00 PM,1002457,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,4,0,1,1,1,1,3,0,2,0,2,0
W06Q01,23794,02-Oct-13,12:38:00 PM,4466605,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,2,0,1,1,1,1,1,1,1,1,2,0
W06Q01,23795,02-Oct-13,12:39:00 PM,2965328,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23796,02-Oct-13,12:52:00 PM,3920453,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23801,02-Oct-13,1:25:00 PM,451529,1,1,3,9997,0,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,2,0,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,5,9997,0,1,1,1,1,1,1,2,0,1,1,2,0
W06Q01,23802,02-Oct-13,1:25:00 PM,4534686,1,1,1,9997,1,4,0,5,0,9997,1,1,9997,1,1,2,0,5,9997,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,5,0,1,1,1,1,5,0,1,1,2,0
W06Q01,23803,02-Oct-13,1:27:00 PM,1328257,1,1,2,9997,0,4,0,5,0,9997,2,0,9997,4,0,2,0,3,9997,0,9997,1,1,5,9997,0,2,9997,0,1,9997,1,1,9997,1,9997,4,0,2,0,2,0,5,0,5,0,2,0,1,1
W06Q01,23806,02-Oct-13,1:40:00 PM,4430690,1,1,9997,5,0,1,1,1,1,1,9997,1,9997,1,1,2,0,9997,1,1,9997,3,0,1,9997,1,9997,4,0,9997,4,0,9997,1,1,9997,1,1,4,0,2,0,1,1,1,1,1,1,3,0
W06Q01,23807,02-Oct-13,1:42:00 PM,4334678,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,5,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,5,0,1,1,1,1
W06Q01,23808,02-Oct-13,1:51:00 PM,3818284,1,1,9997,1,1,1,1,1,1,9997,1,1,3,9997,0,1,1,9997,1,1,9997,1,1,9997,1,1,9997,3,0,9997,4,0,3,9997,0,1,9997,1,3,0,9999,0,4,0,5,0,3,0,2,0
W06Q01,23810,02-Oct-13,1:55:00 PM,3190710,1,1,1,9997,1,2,0,1,1,9997,1,1,9997,1,1,4,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23811,02-Oct-13,2:00:00 PM,1241431,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23816,02-Oct-13,2:17:00 PM,3877706,1,1,2,9997,0,2,0,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,2,0
W06Q01,23817,02-Oct-13,2:22:00 PM,4439073,1,1,9997,4,0,5,0,5,0,3,9997,0,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,4,9997,0,9997,1,1,9997,2,0,4,9997,0,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23820,02-Oct-13,2:47:00 PM,4235783,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,4,9997,0,1,1,5,0,1,1,1,1,1,1,4,0
