quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02v1,Q02v2,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11v1,Q11v2,Q11_corr,Q12v1,Q12v2,Q12_corr,Q13v1,Q13v2,Q13_corr,Q14v1,Q14v2,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W06Q01,23821,02-Oct-13,2:52:00 PM,4128790,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23822,02-Oct-13,2:53:00 PM,2561479,1,1,2,9997,0,1,1,5,0,9997,1,1,1,9997,1,1,1,5,9997,0,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,5,0,3,0,5,0,1,1,3,0,1,1,5,0
W06Q01,23823,02-Oct-13,3:05:00 PM,2894129,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,2,0,1,1,1,1,1,1,3,0,1,1
W06Q01,23826,02-Oct-13,4:14:00 PM,4374640,1,1,9997,4,0,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,2,0,1,9997,1,3,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23828,02-Oct-13,4:48:00 PM,4672632,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,9997,4,0,9997,1,1,9997,1,1,9997,1,1,5,0,5,0,1,1,1,1,1,1,1,1
W06Q01,23829,02-Oct-13,4:53:00 PM,2729371,1,1,9997,4,0,1,1,5,0,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,2,9997,0,4,9997,0,9997,1,1,9997,1,1,2,0,1,1,1,1,1,1,1,1,4,0
W06Q01,23831,02-Oct-13,5:32:00 PM,9378,1,1,1,9997,1,1,1,2,0,1,9997,1,9997,1,1,2,0,1,9997,1,9997,1,1,1,9997,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23832,02-Oct-13,5:45:00 PM,3523416,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23834,02-Oct-13,5:50:00 PM,2126544,1,1,9997,4,0,1,1,1,1,4,9997,0,9997,1,1,1,1,9997,2,0,9997,1,1,9997,1,1,3,9997,0,9997,1,1,9997,1,1,1,9997,1,4,0,1,1,1,1,1,1,1,1,4,0
W06Q01,23836,02-Oct-13,5:51:00 PM,3494519,1,1,1,9997,1,2,0,1,1,9997,1,1,1,9997,1,1,1,5,9997,0,1,9997,1,2,9997,0,1,9997,1,9997,1,1,9997,5,0,9997,1,1,2,0,5,0,1,1,1,1,3,0,4,0
W06Q01,23839,02-Oct-13,6:25:00 PM,3395118,1,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,4,0,1,1,4,0
W06Q01,23840,02-Oct-13,6:27:00 PM,1894926,1,1,9997,1,1,2,0,5,0,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23841,02-Oct-13,6:33:00 PM,3726530,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23845,02-Oct-13,6:45:00 PM,3022783,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23846,02-Oct-13,6:51:00 PM,976139,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23859,03-Oct-13,12:13:00 AM,4381686,3,0,9997,1,1,2,0,5,0,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,2,0,1,9997,1,9997,1,1,4,9997,0,2,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23863,03-Oct-13,12:45:00 AM,2841971,1,1,1,9997,1,1,1,5,0,9997,1,1,4,9997,0,1,1,1,9997,1,1,9997,1,1,9997,1,9997,3,0,9997,1,1,9997,1,1,9997,1,1,1,1,4,0,1,1,2,0,1,1,1,1
W06Q01,23866,03-Oct-13,1:44:00 AM,4497724,1,1,2,9997,0,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,3,0
W06Q01,23867,03-Oct-13,1:48:00 AM,3839772,1,1,1,9997,1,1,1,5,0,9997,1,1,3,9997,0,1,1,4,9997,0,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,2,0,9997,4,0,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23869,03-Oct-13,2:20:00 AM,3770319,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,5,0,1,1,2,0,1,1,1,1
W06Q01,23870,03-Oct-13,2:28:00 AM,4443957,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,4,0,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23871,03-Oct-13,2:47:00 AM,2513830,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,9997,4,0,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23873,03-Oct-13,3:38:00 AM,2493460,9999,0,9999,9999,0,9999,0,9999,0,9999,9999,0,9999,9999,0,9999,0,9999,9999,0,9999,9999,0,9999,9999,0,9999,9999,0,9999,9999,0,9999,9999,0,9999,9999,0,9999,0,9999,0,9999,0,1,1,9999,0,9999,0
W06Q01,23874,03-Oct-13,3:40:00 AM,1591725,1,1,2,9997,0,1,1,5,0,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,5,9997,0,4,9997,0,1,9997,1,3,9997,0,1,9997,1,1,1,2,0,3,0,3,0,4,0,4,0
W06Q01,23875,03-Oct-13,3:54:00 AM,4395130,1,1,9997,1,1,1,1,4,0,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,9997,1,1,2,9997,0,4,9997,0,1,1,1,1,1,1,3,0,2,0,1,1
W06Q01,23878,03-Oct-13,5:22:00 AM,1168227,1,1,1,9997,1,1,1,5,0,4,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,3,0,1,9997,1,9997,1,1,4,9997,0,3,0,2,0,1,1,3,0,1,1,2,0
W06Q01,23879,03-Oct-13,5:34:00 AM,2697631,1,1,9997,1,1,1,1,1,1,9997,2,0,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23880,03-Oct-13,5:57:00 AM,2750143,1,1,9997,5,0,1,1,1,1,4,9997,0,1,9997,1,1,1,9997,2,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,2,0,1,1,2,0,1,1,4,0
W06Q01,23882,03-Oct-13,6:23:00 AM,3844515,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23883,03-Oct-13,6:47:00 AM,1599779,1,1,9997,4,0,1,1,5,0,9997,1,1,4,9997,0,1,1,9997,1,1,1,9997,1,2,9997,0,1,9997,1,4,9997,0,9997,1,1,9997,1,1,2,0,5,0,1,1,1,1,1,1,1,1
W06Q01,23886,03-Oct-13,7:06:00 AM,4154103,1,1,2,9997,0,2,0,5,0,4,9997,0,9999,9999,0,1,1,4,9997,0,1,9997,1,9997,5,0,9997,1,1,1,9997,1,2,9997,0,4,9997,0,2,0,1,1,1,1,3,0,3,0,2,0
W06Q01,23888,03-Oct-13,7:37:00 AM,4565929,1,1,2,9997,0,1,1,1,1,9997,1,1,1,9997,1,1,1,3,9997,0,1,9997,1,9997,5,0,1,9997,1,9997,1,1,2,9997,0,1,9997,1,3,0,1,1,2,0,4,0,1,1,4,0
W06Q01,23892,03-Oct-13,8:48:00 AM,3960219,1,1,9997,1,1,1,1,1,1,9997,1,1,5,9997,0,2,0,4,9997,0,1,9997,1,5,9997,0,3,9997,0,1,9997,1,2,9997,0,2,9997,0,3,0,2,0,3,0,1,1,4,0,2,0
W06Q01,23893,03-Oct-13,9:21:00 AM,4481093,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23899,03-Oct-13,9:55:00 AM,3455926,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,1,5,0,1,1,1,1,1,1,4,0
W06Q01,23901,03-Oct-13,10:03:00 AM,20949,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,2,0,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23904,03-Oct-13,10:31:00 AM,3102717,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,5,9997,0,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23907,03-Oct-13,11:08:00 AM,4291836,1,1,1,9997,1,1,1,5,0,9997,1,1,5,9997,0,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,4,0,5,0,1,1,5,0,1,1,1,1
W06Q01,23917,03-Oct-13,1:06:00 PM,4108752,1,1,1,9997,1,1,1,5,0,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,3,9997,0,9997,1,1,2,9997,0,9997,1,1,1,1,4,0,1,1,2,0,1,1,1,1
W06Q01,23918,03-Oct-13,1:10:00 PM,4323930,1,1,1,9997,1,1,1,5,0,9997,1,1,2,9997,0,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,2,0,2,0,1,1,1,1,1,1,1,1
W06Q01,23921,03-Oct-13,1:29:00 PM,4214092,1,1,9997,1,1,1,1,5,0,9997,1,1,1,9997,1,2,0,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23922,03-Oct-13,1:32:00 PM,3259947,1,1,9997,1,1,1,1,1,1,1,9997,1,3,9997,0,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,1,2,0,1,1,1,1,1,1,2,0
W06Q01,23932,03-Oct-13,3:12:00 PM,2103276,1,1,9997,1,1,1,1,2,0,4,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,2,9997,0,1,9997,1,1,9997,1,1,9997,1,2,0,5,0,1,1,4,0,2,0,4,0
W06Q01,23936,03-Oct-13,4:04:00 PM,4067459,5,0,9997,5,0,3,0,5,0,9997,2,0,3,9997,0,1,1,3,9997,0,9997,4,0,2,9997,0,9997,1,1,9997,3,0,9997,3,0,9997,1,1,5,0,2,0,2,0,5,0,3,0,3,0
W06Q01,23937,03-Oct-13,4:33:00 PM,4660711,1,1,1,9997,1,2,0,5,0,9997,2,0,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,2,9997,0,4,9997,0,9997,2,0,9997,1,1,1,1,1,1,1,1,4,0,1,1,1,1
W06Q01,23938,03-Oct-13,4:40:00 PM,2657973,1,1,9997,1,1,5,0,4,0,9997,2,0,9997,1,1,1,1,1,9997,1,9997,1,1,2,9997,0,4,9997,0,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,5,0,1,1,2,0
W06Q01,23942,03-Oct-13,5:07:00 PM,2304493,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,4,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23943,03-Oct-13,5:08:00 PM,4794910,1,1,9997,1,1,1,1,4,0,4,9997,0,1,9997,1,1,1,5,9997,0,1,9997,1,5,9997,0,2,9997,0,4,9997,0,9997,4,0,1,9997,1,4,0,1,1,1,1,5,0,1,1,3,0
W06Q01,23946,03-Oct-13,5:25:00 PM,4128563,1,1,9997,5,0,1,1,1,1,9997,2,0,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,9997,1,1,1,9997,1,4,0,2,0,1,1,1,1,1,1,2,0
W06Q01,23947,03-Oct-13,5:25:00 PM,3504304,1,1,1,9997,1,2,0,1,1,4,9997,0,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23950,03-Oct-13,5:51:00 PM,1327562,1,1,1,9997,1,1,1,5,0,4,9997,0,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23951,03-Oct-13,5:51:00 PM,3606610,1,1,3,9997,0,1,1,4,0,1,9997,1,1,9997,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,2,0,9997,1,1,1,1,4,0,1,1,1,1,1,1,4,0
W06Q01,23952,03-Oct-13,5:54:00 PM,1779991,1,1,9997,1,1,1,1,1,1,9997,2,0,1,9997,1,4,0,1,9997,1,1,9997,1,1,9997,1,9997,1,1,4,9997,0,9997,1,1,9997,1,1,4,0,5,0,1,1,1,1,1,1,1,1
W06Q01,23953,03-Oct-13,5:55:00 PM,58127,1,1,4,9997,0,3,0,2,0,3,9997,0,5,9997,0,2,0,4,9997,0,1,9997,1,3,9997,0,9997,1,1,9997,4,0,9997,3,0,9997,4,0,5,0,2,0,4,0,1,1,2,0,1,1
W06Q01,23961,03-Oct-13,6:17:00 PM,3105770,1,1,9997,1,1,2,0,5,0,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,2,0,1,1,2,0
W06Q01,23964,03-Oct-13,6:38:00 PM,1364804,1,1,9997,1,1,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,1,1,1,9997,1,9997,1,1,2,9997,0,9997,1,1,1,9997,1,1,9997,1,2,0,2,0,1,1,1,1,1,1,1,1
W06Q01,23966,03-Oct-13,7:25:00 PM,3642533,1,1,9997,5,0,2,0,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23967,03-Oct-13,7:31:00 PM,864050,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23968,03-Oct-13,7:44:00 PM,4112854,1,1,9997,5,0,1,1,1,1,9997,1,1,9997,1,1,1,1,4,9997,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,5,0,3,0,5,0,1,1,1,1,3,0,2,0
W06Q01,23969,03-Oct-13,8:06:00 PM,4361281,1,1,1,9997,1,1,1,5,0,1,9997,1,9997,3,0,1,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23972,03-Oct-13,8:39:00 PM,2162192,1,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,4,0,3,0,1,1,1,1,1,1,1,1,1,1
W06Q01,23973,03-Oct-13,8:59:00 PM,4311953,1,1,9997,1,1,2,0,5,0,9997,1,1,9997,3,0,1,1,3,9997,0,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,5,9997,0,1,1,5,0,3,0,5,0,1,1,1,1
W06Q01,23977,03-Oct-13,9:46:00 PM,4496096,1,1,1,9997,1,2,0,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,9997,1,1,9997,3,0,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23978,03-Oct-13,9:47:00 PM,4093658,1,1,1,9997,1,1,1,1,1,1,9997,1,3,9997,0,1,1,1,9997,1,9997,1,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23979,03-Oct-13,9:48:00 PM,3564084,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,1,2,0,1,1,1,1,1,1,4,0
W06Q01,23983,03-Oct-13,10:59:00 PM,4289616,1,1,3,9997,0,1,1,1,1,9997,2,0,9997,1,1,1,1,9999,9999,0,9997,1,1,9997,1,1,9997,3,0,9997,1,1,9997,2,0,1,9997,1,1,1,2,0,1,1,5,0,1,1,3,0
W06Q01,23984,03-Oct-13,11:14:00 PM,1177993,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,5,0,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23985,03-Oct-13,11:21:00 PM,4448112,1,1,9997,5,0,1,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23988,03-Oct-13,11:43:00 PM,4453455,1,1,2,9997,0,1,1,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23990,03-Oct-13,11:49:00 PM,2734120,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23992,04-Oct-13,12:13:00 AM,4018698,1,1,9997,5,0,1,1,1,1,4,9997,0,1,9997,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,23994,04-Oct-13,12:21:00 AM,4248339,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23995,04-Oct-13,12:22:00 AM,4261064,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,23998,04-Oct-13,12:29:00 AM,4104762,1,1,9997,1,1,1,1,1,1,9997,1,1,1,9997,1,2,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,1,2,0,1,1,1,1,1,1,4,0
W06Q01,23999,04-Oct-13,12:33:00 AM,4188190,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,24002,04-Oct-13,12:50:00 AM,4436447,1,1,2,9997,0,1,1,1,1,9997,1,1,3,9997,0,1,1,3,9997,0,1,9997,1,5,9997,0,9997,1,1,1,9997,1,1,9997,1,5,9997,0,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,24003,04-Oct-13,12:50:00 AM,4257903,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,9997,4,0,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,24007,04-Oct-13,1:10:00 AM,2037783,1,1,9997,3,0,2,0,1,1,9997,2,0,2,9997,0,1,1,9997,2,0,1,9997,1,2,9997,0,9997,3,0,9997,1,1,1,9997,1,1,9997,1,2,0,5,0,1,1,1,1,1,1,2,0
W06Q01,24008,04-Oct-13,1:17:00 AM,4501864,1,1,1,9997,1,1,1,1,1,9997,1,1,1,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,4,0
W06Q01,24010,04-Oct-13,1:46:00 AM,239084,2,0,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,5,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,24012,04-Oct-13,1:55:00 AM,4553945,1,1,9997,1,1,1,1,1,1,9997,1,1,9997,3,0,1,1,3,9997,0,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,3,0,3,0,1,1
W06Q01,24015,04-Oct-13,2:35:00 AM,771682,1,1,9997,1,1,1,1,5,0,1,9997,1,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,4,0,1,9997,1,5,9997,0,1,1,1,1,1,1,5,0,1,1,4,0
W06Q01,24018,04-Oct-13,3:05:00 AM,4471745,1,1,9997,1,1,1,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,2,0,1,1,1,1
W06Q01,24019,04-Oct-13,3:14:00 AM,4135496,1,1,9997,1,1,1,1,1,1,1,9997,1,4,9997,0,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,1,2,0,1,1,1,1,1,1,2,0
W06Q01,24020,04-Oct-13,3:29:00 AM,3802132,1,1,9997,1,1,1,1,5,0,9997,1,1,1,9997,1,1,1,4,9997,0,9997,2,0,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,24021,04-Oct-13,3:30:00 AM,2326658,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,3,9997,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,1,1,5,0,1,1,1,1
W06Q01,24022,04-Oct-13,3:33:00 AM,4007367,1,1,1,9997,1,2,0,5,0,9997,1,1,9997,1,1,2,0,9997,1,1,1,9997,1,9997,5,0,2,9997,0,4,9997,0,9997,1,1,9997,1,1,2,0,4,0,1,1,1,1,1,1,1,1
W06Q01,24027,04-Oct-13,4:47:00 AM,2188069,3,0,2,9997,0,1,1,1,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W06Q01,24031,04-Oct-13,5:32:00 AM,2692607,1,1,1,9997,1,3,0,1,1,9997,1,1,1,9997,1,1,1,3,9997,0,4,9997,0,9997,5,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,1,1,1,1,2,0,4,0
W06Q01,24033,04-Oct-13,6:12:00 AM,2109687,5,0,9997,4,0,4,0,5,0,9997,3,0,5,9997,0,2,0,1,9997,1,9997,1,1,9997,5,0,4,9997,0,4,9997,0,9997,5,0,9997,2,0,1,1,2,0,5,0,3,0,3,0,1,1
W06Q01,24034,04-Oct-13,6:17:00 AM,4392752,1,1,2,9997,0,1,1,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,2,0,1,9997,1,1,9997,1,1,9997,1,9997,2,0,1,9997,1,1,1,1,1,1,1,1,1,1,1,3,0
W06Q01,24035,04-Oct-13,6:24:00 AM,2525189,1,1,1,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,5,9997,0,1,1,5,0,1,1,1,1,1,1,1,1
W06Q01,24036,04-Oct-13,6:27:00 AM,2725767,1,1,9997,1,1,1,1,5,0,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W06Q01,24038,04-Oct-13,7:26:00 AM,4614771,1,1,9997,4,0,1,1,1,1,9997,2,0,9997,1,1,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,4,0,1,9997,1,5,0,1,1,1,1,2,0,1,1,3,0
W06Q01,24039,04-Oct-13,7:27:00 AM,2494892,1,1,9997,4,0,1,1,9999,0,9997,1,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,9997,4,0,1,9997,1,9997,1,1,1,1,4,0,1,1,1,1,1,1,2,0
W06Q01,24042,04-Oct-13,8:29:00 AM,4385093,1,1,9997,1,1,4,0,1,1,9997,1,1,9997,1,1,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,4,0
W06Q01,24043,04-Oct-13,8:30:00 AM,4260958,1,1,9997,5,0,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,3,0,1,9997,1,9997,1,1,4,0,1,1,1,1,1,1,1,1,2,0
