quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09v1,Q09v2,Q09v3,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13v1,Q13v2,Q13v3,Q13v4,Q13_corr,Q14v1,Q14v2,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17v1,Q17v2,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W08Q01,27569,14-Oct-13,9:47:00 PM,1953893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27573,14-Oct-13,10:18:00 PM,3609465,1,1,2,0,1,1,1,1,1,1,1,1,2,0,1,1,9997,1,9997,1,3,0,1,1,1,9997,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,4,0,1,1,1,1,2,0
W08Q01,27576,14-Oct-13,10:25:00 PM,656596,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,4,9997,9997,0,1,1,5,0,9997,2,9997,0,9999,4,9997,9997,0,9997,1,1,1,1,1,1,1,9997,1,1,1,3,0,2,0
W08Q01,27582,14-Oct-13,11:00:00 PM,3568846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,2,0,1,1,9997,9997,1,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,3,0,4,0
W08Q01,27584,14-Oct-13,11:35:00 PM,1907182,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,1,9997,1,5,0,3,0,9997,9997,1,1,9999,9997,9997,1,1,9997,1,1,3,0,1,1,3,9997,0,1,1,1,1,5,0
W08Q01,27585,14-Oct-13,11:36:00 PM,3726530,1,1,1,1,1,1,4,0,1,1,2,0,1,1,1,1,1,9997,9997,1,1,1,4,0,9997,9997,1,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,4,0
W08Q01,27589,15-Oct-13,1:00:00 AM,254150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,9997,2,9997,0,1,9997,1,5,0,1,1,9997,1,1,5,0,1,1,1,1
W08Q01,27600,15-Oct-13,2:49:00 AM,3523416,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,4,0,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27605,15-Oct-13,3:26:00 AM,2156001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27607,15-Oct-13,4:15:00 AM,3898959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,2,9997,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,9997,4,0,1,1,1,1,1,1
W08Q01,27612,15-Oct-13,4:45:00 AM,2841971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,2,0,1,1
W08Q01,27617,15-Oct-13,5:21:00 AM,4030124,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,9997,0,3,0,2,0,9997,9997,1,1,9999,9997,4,9997,0,1,9997,1,1,1,4,0,5,9997,0,5,0,5,0,5,0
W08Q01,27619,15-Oct-13,6:20:00 AM,2494892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,4,0,9997,5,0,1,1,1,1,4,0
W08Q01,27621,15-Oct-13,7:01:00 AM,4457051,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,5,9997,9997,0,9999,1,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,3,0,2,0
W08Q01,27624,15-Oct-13,8:52:00 AM,2625998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,4,0,9997,2,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,4,9997,0,5,0,1,1,5,0
W08Q01,27629,15-Oct-13,9:44:00 AM,4386436,2,0,5,0,1,1,2,0,1,1,4,0,4,0,5,0,2,9997,9997,0,5,0,4,0,9997,9997,5,0,9999,9997,9997,5,0,9997,3,0,4,0,1,1,9997,5,0,2,0,1,1,1,1
W08Q01,27634,15-Oct-13,10:08:00 AM,396035,1,1,2,0,5,0,1,1,2,0,1,1,1,1,1,1,9997,3,9997,0,5,0,3,0,9997,9997,1,1,9999,9997,3,9997,0,9997,1,1,2,0,1,1,9997,3,0,1,1,5,0,1,1
W08Q01,27640,15-Oct-13,10:47:00 AM,4385093,1,1,1,1,1,1,1,1,1,1,2,0,5,0,1,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0,2,0
W08Q01,27641,15-Oct-13,10:48:00 AM,3849300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,2,0,1,1
W08Q01,27642,15-Oct-13,10:59:00 AM,305737,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,9997,1,9997,1,2,0,1,1,9997,5,9997,0,9999,9997,9997,1,1,1,9997,1,3,0,4,0,3,9997,0,5,0,1,1,5,0
W08Q01,27645,15-Oct-13,11:04:00 AM,4468683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,5,0,1,1,2,0
W08Q01,27651,15-Oct-13,11:27:00 AM,2692607,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,5,0,3,0,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,4,0,1,1,9997,4,0,5,0,2,0,5,0
W08Q01,27652,15-Oct-13,11:45:00 AM,2349837,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,5,0,5,0,1,1,9997,9997,5,0,9999,9997,9997,1,1,1,9997,1,1,1,4,0,9997,3,0,1,1,1,1,2,0
W08Q01,27653,15-Oct-13,11:47:00 AM,3204853,1,1,2,0,1,1,1,1,1,1,2,0,5,0,1,1,9997,1,9997,1,1,1,1,1,9997,9997,1,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,9997,3,0,1,1,1,1,2,0
W08Q01,27662,15-Oct-13,12:26:00 PM,2163502,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,5,0,1,1,9997,9997,2,0,9999,9997,1,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27675,15-Oct-13,1:51:00 PM,9378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9997,9997,0,1,1,1,1,9997,9997,1,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27682,15-Oct-13,2:38:00 PM,4553442,1,1,1,1,1,1,1,1,1,1,2,0,5,0,4,0,1,9997,9997,1,5,0,1,1,3,9997,9997,0,2,9997,9997,9997,0,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27690,15-Oct-13,3:02:00 PM,3652852,1,1,1,1,3,0,1,1,2,0,1,1,1,1,1,1,4,9997,9997,0,1,1,5,0,9997,9997,1,1,9999,9997,3,9997,0,1,9997,1,3,0,1,1,9997,4,0,5,0,1,1,4,0
W08Q01,27692,15-Oct-13,3:10:00 PM,4289055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,2,0,3,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,3,0,1,1,9997,5,0,1,1,1,1,2,0
W08Q01,27708,15-Oct-13,4:22:00 PM,1907578,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,2,0,3,0,9997,1,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,1,1,3,9997,0,1,1,1,1,4,0
W08Q01,27711,15-Oct-13,5:10:00 PM,3606610,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,1,1,9997,9997,1,1,9999,1,9997,9997,1,1,9997,1,1,1,4,0,4,9997,0,1,1,1,1,1,1
W08Q01,27712,15-Oct-13,5:42:00 PM,4406228,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,9997,0,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,4,9997,0,1,1,1,1,9997,1,1,4,0,3,0,4,0
W08Q01,27713,15-Oct-13,6:00:00 PM,3991455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,2,0,1,1,9997,9997,1,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,3,9997,0,1,1,1,1,1,1
W08Q01,27715,15-Oct-13,6:46:00 PM,4196251,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,9997,2,0,2,0,1,1,1,9997,9997,1,9999,9997,3,9997,0,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,4,0
W08Q01,27716,15-Oct-13,7:10:00 PM,4238642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9997,9997,0,1,1,2,0,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,9997,1,1,5,0,1,1,3,0
W08Q01,27717,15-Oct-13,7:11:00 PM,4426147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,4,0,9997,1,1,1,1,1,1,1,1
W08Q01,27719,15-Oct-13,7:31:00 PM,4468733,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,1,1,2,0,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,4,9997,0,1,1,1,1,1,1
W08Q01,27720,15-Oct-13,7:45:00 PM,3496713,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,5,0,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0,1,1
W08Q01,27724,15-Oct-13,8:13:00 PM,3764826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9997,9997,0,1,1,3,0,9997,3,9997,0,3,9997,9997,9997,0,1,9997,1,1,1,5,0,1,9997,1,1,1,3,0,2,0
W08Q01,27726,15-Oct-13,8:20:00 PM,3098349,1,1,1,1,5,0,1,1,1,1,5,0,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9999,9997,3,9997,0,9997,4,0,1,1,1,1,3,9997,0,1,1,2,0,2,0
W08Q01,27729,15-Oct-13,9:46:00 PM,123328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,5,0,9997,1,9997,1,9999,1,9997,9997,1,9997,1,1,5,0,1,1,9997,2,0,1,1,1,1,1,1
W08Q01,27736,15-Oct-13,10:59:00 PM,4176407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27737,15-Oct-13,11:03:00 PM,3548185,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,4,0,9997,1,1,5,0,1,1,2,0
W08Q01,27739,15-Oct-13,11:19:00 PM,2043667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,5,9997,0,9999,3,9997,9997,0,1,9997,1,1,1,1,1,3,9997,0,2,0,3,0,1,1
W08Q01,27742,16-Oct-13,12:11:00 AM,3582894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,9997,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,5,0,1,1,1,1
W08Q01,27743,16-Oct-13,12:15:00 AM,3377360,1,1,3,0,4,0,4,0,5,0,4,0,2,0,3,0,9997,2,9997,0,1,1,3,0,3,9997,9997,0,9999,4,9997,9997,0,9997,4,0,2,0,5,0,9997,4,0,4,0,3,0,3,0
W08Q01,27749,16-Oct-13,1:11:00 AM,4371365,1,1,1,1,1,1,4,0,3,0,1,1,1,1,5,0,9997,1,9997,1,4,0,3,0,9997,9997,1,1,9999,1,9997,9997,1,9997,1,1,4,0,5,0,9997,5,0,2,0,3,0,5,0
W08Q01,27752,16-Oct-13,1:29:00 AM,3259947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,2,0,9997,1,9997,1,9999,9997,9997,1,1,9997,1,1,3,0,1,1,9997,2,0,1,1,2,0,4,0
W08Q01,27754,16-Oct-13,1:45:00 AM,958005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,3,0,3,0,9997,1,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,2,9997,0,1,1,2,0,2,0
W08Q01,27758,16-Oct-13,2:13:00 AM,4128790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27766,16-Oct-13,3:36:00 AM,4090804,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,2,0,2,0,9997,5,9997,0,9999,9997,2,9997,0,9997,2,0,1,1,1,1,9997,3,0,1,1,2,0,2,0
W08Q01,27767,16-Oct-13,3:39:00 AM,4008471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,3,0,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,4,0,1,9997,1,1,1,2,0,2,0
W08Q01,27769,16-Oct-13,4:12:00 AM,4028568,5,0,3,0,1,1,4,0,4,0,2,0,5,0,4,0,4,9997,9997,0,4,0,5,0,9997,4,9997,0,1,9997,9997,9997,1,9997,4,0,3,0,3,0,9997,3,0,3,0,3,0,3,0
W08Q01,27772,16-Oct-13,4:44:00 AM,4486662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,2,0,1,1,9997,9997,5,0,3,9997,9997,9997,0,1,9997,1,1,1,1,1,9997,2,0,1,1,1,1,1,1
W08Q01,27778,16-Oct-13,5:18:00 AM,3879579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,3,0,9997,9997,1,1,9999,5,9997,9997,0,9997,1,1,3,0,1,1,1,9997,1,5,0,1,1,2,0
W08Q01,27782,16-Oct-13,6:24:00 AM,2457055,1,1,2,0,5,0,1,1,1,1,1,1,2,0,1,1,9997,1,9997,1,5,0,2,0,9997,5,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,5,9997,0,1,1,2,0,4,0
W08Q01,27785,16-Oct-13,6:50:00 AM,4648824,5,0,1,1,5,0,2,0,1,1,1,1,4,0,4,0,9997,9997,1,1,2,0,5,0,9997,5,9997,0,9999,4,9997,9997,0,2,9997,0,5,0,5,0,4,9997,0,1,1,4,0,3,0
W08Q01,27786,16-Oct-13,6:51:00 AM,3835742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,5,9997,0,9999,1,9997,9997,1,1,9997,1,1,1,4,0,9997,1,1,1,1,1,1,1,1
W08Q01,27788,16-Oct-13,7:10:00 AM,2989408,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27793,16-Oct-13,7:29:00 AM,4154103,1,1,4,0,1,1,1,1,1,1,1,1,2,0,1,1,9997,1,9997,1,2,0,1,1,9997,9997,1,1,3,9997,9997,9997,0,1,9997,1,1,1,1,1,4,9997,0,1,1,2,0,2,0
W08Q01,27795,16-Oct-13,7:50:00 AM,4141836,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,1,9997,1,3,0,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27798,16-Oct-13,8:17:00 AM,20949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,9999,9997,1,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27800,16-Oct-13,8:55:00 AM,2152802,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,2,0,9997,5,9997,0,3,9997,9997,9997,0,1,9997,1,3,0,3,0,9997,1,1,1,1,1,1,2,0
W08Q01,27803,16-Oct-13,9:30:00 AM,3188497,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,4,0,3,0,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27805,16-Oct-13,10:03:00 AM,3844515,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,1,1,1,1,9997,9997,5,0,2,9997,9997,9997,0,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27806,16-Oct-13,10:45:00 AM,3060262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,5,0,1,1,1,1,1,1
W08Q01,27808,16-Oct-13,11:05:00 AM,3527919,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,9997,9997,1,1,1,1,2,0,9997,9997,1,1,9999,9997,9997,1,1,1,9997,1,3,0,4,0,9997,5,0,5,0,1,1,1,1
W08Q01,27810,16-Oct-13,11:35:00 AM,4520491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,9997,1,2,0,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27812,16-Oct-13,11:51:00 AM,1002457,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,4,9997,0,1,1,1,1,9997,5,9997,0,9999,9997,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27814,16-Oct-13,12:05:00 PM,4430690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,2,0,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,3,0,1,1,9997,3,0,1,1,1,1,2,0
W08Q01,27816,16-Oct-13,12:28:00 PM,4439073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,5,0,9997,1,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,9997,4,0,1,1,1,1,1,1
W08Q01,27817,16-Oct-13,12:35:00 PM,1686464,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,9997,9997,2,0,1,1,1,1,3,9997,9997,0,9999,9999,9999,9999,0,1,9997,1,1,1,2,0,1,9997,1,1,1,1,1,5,0
W08Q01,27818,16-Oct-13,12:46:00 PM,4285966,1,1,3,0,1,1,1,1,1,1,1,1,4,0,1,1,9997,1,9997,1,5,0,4,0,2,9997,9997,0,9999,9997,3,9997,0,1,9997,1,1,1,1,1,3,9997,0,5,0,2,0,2,0
W08Q01,27821,16-Oct-13,1:15:00 PM,4485384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,2,0,1,1,1,9997,9997,1,3,9997,9997,9997,0,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27826,16-Oct-13,1:36:00 PM,1328257,1,1,1,1,1,1,1,1,1,1,5,0,5,0,4,0,9997,9997,1,1,5,0,5,0,9997,1,9997,1,2,9997,9997,9997,0,9997,1,1,2,0,1,1,9997,5,0,5,0,5,0,2,0
W08Q01,27832,16-Oct-13,2:26:00 PM,2144849,1,1,2,0,5,0,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,1,9997,1,5,0,1,1,1,1
W08Q01,27833,16-Oct-13,2:32:00 PM,4319744,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,1,1,3,0,9997,9997,1,1,9999,1,9997,9997,1,1,9997,1,1,1,4,0,3,9997,0,1,1,1,1,5,0
W08Q01,27836,16-Oct-13,3:28:00 PM,2188069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,5,0,1,1,1,1,4,0
W08Q01,27837,16-Oct-13,3:43:00 PM,4471745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,2,0,1,1
W08Q01,27838,16-Oct-13,3:44:00 PM,3840274,1,1,1,1,5,0,9999,0,1,1,1,1,1,1,1,1,9997,1,9997,1,2,0,4,0,9997,9997,5,0,9999,9999,9999,9999,0,1,9997,1,9999,0,5,0,9997,4,0,5,0,2,0,4,0
W08Q01,27839,16-Oct-13,3:48:00 PM,609048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,9997,5,0,1,1,1,1,1,1
W08Q01,27840,16-Oct-13,3:51:00 PM,4513051,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27842,16-Oct-13,3:58:00 PM,4413685,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,3,9997,9997,0,1,1,4,0,2,9997,9997,0,9999,2,9997,9997,0,9997,4,0,4,0,5,0,9997,3,0,5,0,2,0,4,0
W08Q01,27845,16-Oct-13,4:12:00 PM,1233965,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,3,9997,9997,0,5,0,2,0,9997,9997,5,0,9999,9997,3,9997,0,1,9997,1,9999,0,1,1,9997,4,0,5,0,1,1,4,0
W08Q01,27847,16-Oct-13,4:38:00 PM,58127,1,1,1,1,4,0,2,0,1,1,4,0,1,1,4,0,9997,3,9997,0,2,0,2,0,9997,4,9997,0,9999,2,9997,9997,0,9997,1,1,4,0,1,1,9997,4,0,3,0,4,0,2,0
W08Q01,27850,16-Oct-13,4:46:00 PM,4117008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0,5,0
W08Q01,27851,16-Oct-13,4:54:00 PM,4364899,1,1,1,1,5,0,1,1,1,1,4,0,1,1,1,1,9997,1,9997,1,2,0,1,1,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,3,0,5,0,9997,4,0,5,0,1,1,5,0
W08Q01,27853,16-Oct-13,5:08:00 PM,870072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,9999,0,3,0,9997,9997,1,1,9999,9997,2,9997,0,9997,1,1,1,1,4,0,3,9997,0,5,0,2,0,2,0
W08Q01,27854,16-Oct-13,5:22:00 PM,968737,1,1,1,1,1,1,2,0,1,1,1,1,1,1,4,0,9997,9997,1,1,3,0,3,0,1,9997,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,4,0,1,9997,1,5,0,3,0,1,1
W08Q01,27856,16-Oct-13,5:42:00 PM,4255979,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,5,9997,0,1,1,1,1,2,0
W08Q01,27857,16-Oct-13,5:53:00 PM,3105770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,3,9997,9997,9997,0,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,4,0
W08Q01,27859,16-Oct-13,6:12:00 PM,4270200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,2,9997,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27860,16-Oct-13,6:27:00 PM,1779991,1,1,2,0,1,1,4,0,3,0,2,0,1,1,1,1,1,9997,9997,1,1,1,1,1,3,9997,9997,0,9999,9997,9997,3,0,1,9997,1,1,1,1,1,1,9997,1,5,0,3,0,1,1
W08Q01,27862,16-Oct-13,7:00:00 PM,2659407,1,1,1,1,5,0,3,0,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,9999,1,9997,9997,1,9997,2,0,1,1,1,1,9997,1,1,5,0,1,1,1,1
W08Q01,27864,16-Oct-13,7:07:00 PM,4286658,5,0,2,0,5,0,1,1,1,1,1,1,2,0,1,1,9997,3,9997,0,1,1,1,1,9997,9997,1,1,9999,5,9997,9997,0,2,9997,0,5,0,5,0,2,9997,0,5,0,3,0,5,0
W08Q01,27865,16-Oct-13,7:11:00 PM,1643747,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,9997,1,1,1,1,3,0,1,1
W08Q01,27867,16-Oct-13,7:16:00 PM,4446966,5,0,1,1,3,0,1,1,1,1,4,0,5,0,1,1,9997,1,9997,1,5,0,4,0,9997,1,9997,1,9999,4,9997,9997,0,9997,4,0,2,0,2,0,9997,4,0,2,0,1,1,2,0
W08Q01,27869,16-Oct-13,7:21:00 PM,3491224,1,1,2,0,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27871,16-Oct-13,7:30:00 PM,4350730,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,2,0,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,2,9997,0,1,1,1,1,4,0
