quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13v1,Q13v2,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20v1,Q20v2,Q20_corr
W03Q01,16926,15-Sep-13,5:59:00 AM,2045568,1,1,1,1,1,1,2,0,1,1,1,1,5,0,1,1,3,0,3,0,1,1,1,1,1,9997,1,1,1,1,1,5,0,2,0,2,0,5,0,1,9997,1
W03Q01,16928,15-Sep-13,6:08:00 AM,4523837,4,0,1,1,5,0,4,0,1,1,3,0,4,0,2,0,1,1,3,0,5,0,4,0,9997,2,0,4,0,1,1,2,0,2,0,3,0,3,0,9997,5,0
W03Q01,16929,15-Sep-13,6:10:00 AM,4475006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,4,0,1,1,9997,4,0
W03Q01,16930,15-Sep-13,6:11:00 AM,4718342,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,1,1
W03Q01,16932,15-Sep-13,6:20:00 AM,4399798,2,0,2,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1,1,1,2,0,5,0,2,0,4,0,2,0,4,9997,0
W03Q01,16933,15-Sep-13,6:23:00 AM,2343337,4,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,4,0,2,0,4,0,1,1,4,0,2,9997,0
W03Q01,16934,15-Sep-13,6:26:00 AM,3945714,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,5,0,2,0,4,0,2,0,3,0,1,9997,1
W03Q01,16935,15-Sep-13,6:31:00 AM,3930331,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,2,0,2,0,5,0,2,0,2,0,1,9997,1
W03Q01,16937,15-Sep-13,6:34:00 AM,4302073,2,0,2,0,5,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1,3,0,1,1,1,9997,1,1,1,2,0,5,0,4,0,4,0,2,0,9997,1,1
W03Q01,16942,15-Sep-13,6:47:00 AM,2384625,2,0,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,2,0,1,1,2,0,1,1,2,0,1,1,5,9997,0
W03Q01,16943,15-Sep-13,6:47:00 AM,148328,2,0,1,1,1,1,4,0,1,1,1,1,2,0,2,0,5,0,9999,0,1,1,4,0,9999,9999,0,1,1,9999,0,2,0,9999,0,3,0,5,0,1,9997,1
W03Q01,16944,15-Sep-13,6:47:00 AM,4557156,3,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,2,0,4,0,2,0,5,0,4,0,2,0,9997,4,0
W03Q01,16945,15-Sep-13,6:49:00 AM,4464930,2,0,1,1,1,1,3,0,1,1,9999,0,5,0,2,0,1,1,1,1,1,1,1,1,1,9997,1,2,0,1,1,3,0,1,1,1,1,5,0,9997,4,0
W03Q01,16947,15-Sep-13,6:55:00 AM,1368204,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,9997,1,1,2,0,1,1,2,0,1,1,4,0,4,0,1,9997,1
W03Q01,16949,15-Sep-13,7:02:00 AM,4277159,3,0,1,1,1,1,3,0,1,1,1,1,1,1,1,1,4,0,3,0,1,1,4,0,9997,4,0,1,1,1,1,2,0,2,0,1,1,4,0,9997,1,1
W03Q01,16950,15-Sep-13,7:07:00 AM,2001874,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,9997,0,3,0,3,0,1,1,2,0,1,1,3,0,9997,1,1
W03Q01,16951,15-Sep-13,7:08:00 AM,4394269,4,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0,4,0,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,1,1,1,1,9997,1,1
W03Q01,16953,15-Sep-13,7:19:00 AM,4251495,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,2,0,1,1,1,1,1,9997,1,3,0,2,0,2,0,1,1,2,0,3,0,1,9997,1
W03Q01,16955,15-Sep-13,7:29:00 AM,4546744,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,9997,1,4,0,1,1,2,0,1,1,9999,0,2,0,9997,1,1
W03Q01,16956,15-Sep-13,7:30:00 AM,4577908,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,2,0,5,0,2,0,1,1,1,1,5,0,9997,5,0
W03Q01,16958,15-Sep-13,7:32:00 AM,4137280,2,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,3,0,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,4,0,5,0,9997,1,1
W03Q01,16960,15-Sep-13,7:37:00 AM,3757056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,4,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,5,0,3,0,9997,1,1
W03Q01,16961,15-Sep-13,7:39:00 AM,4197511,2,0,1,1,1,1,3,0,1,1,1,1,5,0,1,1,3,0,4,0,1,1,1,1,9997,3,0,1,1,1,1,2,0,1,1,1,1,5,0,9997,4,0
W03Q01,16968,15-Sep-13,7:53:00 AM,3229756,2,0,4,0,2,0,2,0,5,0,5,0,2,0,5,0,4,0,1,1,3,0,3,0,9997,4,0,5,0,5,0,3,0,2,0,1,1,2,0,9997,3,0
W03Q01,16975,15-Sep-13,8:03:00 AM,3252672,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,9997,1,1,1,1,1,1,1,1,2,0,1,1,3,0,1,9997,1
W03Q01,16976,15-Sep-13,8:06:00 AM,2973178,2,0,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,3,0,5,0,1,1,4,9997,0,1,1,2,0,1,1,2,0,4,0,4,0,4,9997,0
W03Q01,16980,15-Sep-13,8:17:00 AM,1786325,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1,2,0,1,1,3,0,9997,1,1
W03Q01,16981,15-Sep-13,8:24:00 AM,1120326,4,0,1,1,1,1,3,0,4,0,1,1,1,1,5,0,3,0,4,0,3,0,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,3,0,3,9997,0
W03Q01,16982,15-Sep-13,8:27:00 AM,4646649,2,0,1,1,5,0,5,0,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,9997,1,1,1,2,0,2,0,2,0,1,1,5,0,1,9997,1
W03Q01,16983,15-Sep-13,8:29:00 AM,2129599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,4,0,5,9997,0
W03Q01,16985,15-Sep-13,8:36:00 AM,1189652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,3,0,9997,3,0
W03Q01,16986,15-Sep-13,8:36:00 AM,1431919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,5,0,1,1,9997,1,1
W03Q01,16988,15-Sep-13,8:43:00 AM,4564804,2,0,1,1,1,1,1,1,2,0,1,1,5,0,1,1,5,0,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,16991,15-Sep-13,8:50:00 AM,2158282,2,0,3,0,5,0,4,0,1,1,3,0,5,0,4,0,1,1,4,0,5,0,1,1,1,9997,1,2,0,1,1,2,0,4,0,4,0,2,0,3,9997,0
W03Q01,16992,15-Sep-13,8:51:00 AM,4113757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,2,0,1,1,1,1,9997,1,1
W03Q01,16995,15-Sep-13,8:57:00 AM,4470047,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,2,0,1,1,2,0,1,1,1,1,9997,1,1
W03Q01,16997,15-Sep-13,9:01:00 AM,4359056,3,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,1,1,5,0,2,9997,0
W03Q01,16999,15-Sep-13,9:04:00 AM,4229748,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,9997,4,0
W03Q01,17000,15-Sep-13,9:06:00 AM,4354459,4,0,1,1,5,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,4,0,2,0,2,0,1,1,4,0,3,0,9997,1,1
W03Q01,17001,15-Sep-13,9:07:00 AM,2367374,3,0,1,1,5,0,1,1,2,0,1,1,5,0,1,1,1,1,3,0,5,0,9999,0,1,9997,1,1,1,1,1,2,0,4,0,2,0,2,0,1,9997,1
W03Q01,17003,15-Sep-13,9:09:00 AM,1390836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,2,0,1,1,2,0,5,0,1,1,1,1,9997,1,1
W03Q01,17005,15-Sep-13,9:14:00 AM,153396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,2,0,3,0,9997,1,1
W03Q01,17008,15-Sep-13,9:19:00 AM,3418947,2,0,1,1,1,1,1,1,3,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,5,0,1,1,1,1,5,0,9997,3,0
W03Q01,17010,15-Sep-13,9:20:00 AM,4501161,3,0,1,1,1,1,3,0,4,0,1,1,5,0,1,1,1,1,3,0,3,0,1,1,9997,2,0,3,0,1,1,5,0,4,0,1,1,2,0,2,9997,0
W03Q01,17012,15-Sep-13,9:22:00 AM,3803831,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9997,0
W03Q01,17013,15-Sep-13,9:23:00 AM,907703,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,17015,15-Sep-13,9:31:00 AM,1340448,1,1,1,1,5,0,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,4,0,1,1,9997,1,1
W03Q01,17016,15-Sep-13,9:32:00 AM,4387274,2,0,1,1,5,0,2,0,1,1,1,1,1,1,1,1,4,0,4,0,3,0,1,1,9997,4,0,5,0,2,0,2,0,2,0,1,1,1,1,9997,3,0
W03Q01,17019,15-Sep-13,9:42:00 AM,4103080,2,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,2,0,1,1,1,9997,1
W03Q01,17021,15-Sep-13,9:42:00 AM,4489550,2,0,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,0,1,1,1,1,1,1,1,9997,1,5,0,1,1,2,0,1,1,2,0,2,0,9997,1,1
W03Q01,17029,15-Sep-13,9:54:00 AM,4429028,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,9997,1
W03Q01,17030,15-Sep-13,9:54:00 AM,2750143,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,4,0,4,0,1,9997,1
W03Q01,17034,15-Sep-13,10:09:00 AM,4421508,4,0,3,0,3,0,4,0,2,0,2,0,5,0,5,0,4,0,4,0,2,0,1,1,9997,1,1,1,1,4,0,2,0,3,0,2,0,9999,0,9997,3,0
W03Q01,17037,15-Sep-13,10:13:00 AM,2955108,4,0,1,1,5,0,1,1,1,1,1,1,4,0,5,0,3,0,3,0,3,0,1,1,1,9997,1,1,1,3,0,4,0,1,1,1,1,2,0,9997,5,0
W03Q01,17038,15-Sep-13,10:13:00 AM,4396388,2,0,1,1,5,0,2,0,2,0,3,0,5,0,1,1,3,0,3,0,3,0,1,1,4,9997,0,1,1,5,0,2,0,5,0,3,0,4,0,9997,5,0
W03Q01,17040,15-Sep-13,10:22:00 AM,1558783,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,3,0,1,1,9997,1,1,1,1,1,1,2,0,5,0,2,0,3,0,4,9997,0
W03Q01,17041,15-Sep-13,10:27:00 AM,3864024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,2,0,1,1,5,0,1,9997,1
W03Q01,17044,15-Sep-13,10:35:00 AM,4395999,5,0,3,0,5,0,4,0,4,0,3,0,2,0,2,0,3,0,3,0,1,1,4,0,9997,1,1,3,0,5,0,5,0,3,0,1,1,3,0,1,9997,1
W03Q01,17046,15-Sep-13,10:36:00 AM,4426741,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,5,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,2,0,1,9997,1
W03Q01,17047,15-Sep-13,10:37:00 AM,1637464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,5,0,5,0,1,1,9997,1,1
W03Q01,17051,15-Sep-13,10:43:00 AM,3793755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,3,0,1,1,9997,1,1,2,0,2,0,2,0,4,0,1,1,5,0,3,9997,0
W03Q01,17052,15-Sep-13,10:43:00 AM,4467410,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,17056,15-Sep-13,10:55:00 AM,3350296,2,0,1,1,1,1,5,0,2,0,1,1,5,0,1,1,3,0,4,0,5,0,1,1,4,9997,0,4,0,4,0,1,1,5,0,1,1,1,1,5,9997,0
W03Q01,17058,15-Sep-13,11:16:00 AM,2389605,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,5,0,4,0,1,1,4,9997,0
W03Q01,17059,15-Sep-13,11:17:00 AM,4407897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,3,0,1,1,1,9997,1,2,0,1,1,5,0,1,1,4,0,1,1,9997,4,0
W03Q01,17065,15-Sep-13,11:35:00 AM,4161529,2,0,5,0,5,0,1,1,4,0,2,0,3,0,3,0,3,0,2,0,3,0,4,0,9997,3,0,4,0,2,0,3,0,3,0,2,0,5,0,2,9997,0
W03Q01,17066,15-Sep-13,11:36:00 AM,4417701,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,3,0,3,0,1,1,9997,2,0,1,1,1,1,2,0,1,1,5,0,3,0,9997,3,0
W03Q01,17067,15-Sep-13,11:40:00 AM,3188497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,2,0,4,0,1,9997,1
W03Q01,17068,15-Sep-13,11:40:00 AM,3454210,3,0,1,1,5,0,1,1,1,1,1,1,5,0,1,1,5,0,3,0,3,0,1,1,9997,3,0,3,0,3,0,2,0,1,1,1,1,5,0,1,9997,1
W03Q01,17069,15-Sep-13,11:42:00 AM,2875728,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,17071,15-Sep-13,11:48:00 AM,3896795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,5,0,1,1,4,9997,0,1,1,1,1,1,1,2,0,2,0,3,0,9997,1,1
W03Q01,17072,15-Sep-13,11:51:00 AM,3378401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,4,0,1,1,1,9997,1
W03Q01,17074,15-Sep-13,11:58:00 AM,4390148,4,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,3,0,1,1,1,9997,1,1,1,1,1,2,0,5,0,1,1,1,1,9997,4,0
W03Q01,17076,15-Sep-13,12:00:00 PM,637512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,17078,15-Sep-13,12:02:00 PM,4391903,2,0,5,0,1,1,5,0,4,0,5,0,4,0,2,0,2,0,5,0,1,1,1,1,1,9997,1,3,0,5,0,2,0,2,0,1,1,3,0,9997,1,1
W03Q01,17080,15-Sep-13,12:07:00 PM,4404694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,3,0,1,1,9997,1,1
W03Q01,17081,15-Sep-13,12:08:00 PM,1160428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,17083,15-Sep-13,12:10:00 PM,4394953,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,2,0,1,1,2,0,1,1,2,0,1,1,9997,1,1
W03Q01,17087,15-Sep-13,12:18:00 PM,4448866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,2,0,1,1,1,1,4,0,3,0,9997,5,0
W03Q01,17088,15-Sep-13,12:19:00 PM,2829611,1,1,1,1,1,1,4,0,1,1,9999,0,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,3,0,9997,1,1
W03Q01,17096,15-Sep-13,12:35:00 PM,4125800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,1,1,1,9997,1
W03Q01,17103,15-Sep-13,12:47:00 PM,2269457,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,5,0,2,0,4,0,3,9997,0
W03Q01,17104,15-Sep-13,12:52:00 PM,3827308,3,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,1,1,5,0,1,1,5,0,1,1,1,1,5,0,9997,4,0
W03Q01,17106,15-Sep-13,12:58:00 PM,3105459,2,0,1,1,5,0,3,0,1,1,1,1,2,0,1,1,3,0,1,1,3,0,1,1,1,9997,1,5,0,2,0,2,0,2,0,4,0,2,0,4,9997,0
W03Q01,17107,15-Sep-13,12:59:00 PM,2662374,3,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,3,0,5,0,1,1,9997,3,0,1,1,1,1,1,1,1,1,4,0,5,0,9997,3,0
W03Q01,17110,15-Sep-13,1:05:00 PM,1907767,1,1,1,1,1,1,1,1,3,0,1,1,1,1,5,0,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,4,0,1,9997,1
W03Q01,17111,15-Sep-13,1:05:00 PM,2630926,2,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,1,1,1,9997,1
W03Q01,17113,15-Sep-13,1:07:00 PM,3570652,4,0,1,1,1,1,2,0,3,0,1,1,1,1,1,1,4,0,3,0,2,0,1,1,9997,3,0,4,0,1,1,2,0,5,0,1,1,1,1,1,9997,1
W03Q01,17119,15-Sep-13,1:14:00 PM,1934542,1,1,1,1,1,1,1,1,2,0,1,1,3,0,1,1,1,1,1,1,3,0,4,0,4,9997,0,1,1,1,1,1,1,4,0,1,1,5,0,1,9997,1
W03Q01,17120,15-Sep-13,1:14:00 PM,4420605,2,0,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,1,1,2,0,1,1,5,0,2,0,1,1,2,9997,0
W03Q01,17121,15-Sep-13,1:14:00 PM,4465451,4,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,4,0,1,1,9997,4,0
W03Q01,17122,15-Sep-13,1:14:00 PM,3722078,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,5,0,1,1,2,0,9997,4,0
W03Q01,17123,15-Sep-13,1:15:00 PM,3093702,2,0,1,1,5,0,3,0,1,1,1,1,2,0,1,1,3,0,1,1,3,0,1,1,1,9997,1,5,0,2,0,2,0,2,0,4,0,2,0,9997,3,0
W03Q01,17124,15-Sep-13,1:18:00 PM,3195471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,3,0,9997,1,1
W03Q01,17129,15-Sep-13,1:23:00 PM,730030,2,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,4,0,2,0,2,0,1,1,3,0,9997,1,1
W03Q01,17137,15-Sep-13,1:32:00 PM,4353221,3,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,4,0,2,0,1,1,1,1,1,1,3,9997,0
W03Q01,17139,15-Sep-13,1:38:00 PM,4529912,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,2,0,1,1,9997,1,1
W03Q01,17146,15-Sep-13,1:45:00 PM,4041559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,17149,15-Sep-13,1:49:00 PM,3257540,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,5,0,3,0,9997,1,1
W03Q01,17154,15-Sep-13,2:00:00 PM,2223470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1
W03Q01,17155,15-Sep-13,2:00:00 PM,2997260,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,17159,15-Sep-13,2:04:00 PM,2434962,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,5,0,4,0,2,0,1,9997,1
W03Q01,17163,15-Sep-13,2:09:00 PM,4114441,1,1,1,1,1,1,4,0,2,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,5,0,4,0,3,0,9997,1,1
W03Q01,17165,15-Sep-13,2:10:00 PM,4124173,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,3,0,2,0,2,0,3,0,2,0,2,0,1,9997,1
W03Q01,17166,15-Sep-13,2:11:00 PM,4442340,2,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,1,1,2,0,5,0,3,0,1,1,9997,1,1
W03Q01,17168,15-Sep-13,2:13:00 PM,1313985,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,2,0,4,0,1,1,3,0,9997,3,0
W03Q01,17170,15-Sep-13,2:14:00 PM,3732192,2,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1,2,0,1,1,2,0,5,0,4,0,1,1,2,9997,0
W03Q01,17171,15-Sep-13,2:14:00 PM,2927901,3,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,4,0,1,1,1,1,9997,1,1,2,0,1,1,2,0,1,1,1,1,1,1,9997,3,0
W03Q01,17172,15-Sep-13,2:15:00 PM,4201295,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,9997,2,0
W03Q01,17176,15-Sep-13,2:19:00 PM,4437730,2,0,2,0,5,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1,3,0,1,1,1,9997,1,1,1,2,0,5,0,4,0,4,0,2,0,2,9997,0
W03Q01,17178,15-Sep-13,2:20:00 PM,4561584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9997,0,1,1,1,1,2,0,1,1,3,0,1,1,1,9997,1
W03Q01,17179,15-Sep-13,2:21:00 PM,2986314,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,3,0,9997,3,0
W03Q01,17182,15-Sep-13,2:22:00 PM,4375317,2,0,1,1,5,0,2,0,1,1,1,1,1,1,2,0,4,0,1,1,3,0,1,1,9997,4,0,3,0,3,0,2,0,4,0,4,0,2,0,1,9997,1
W03Q01,17185,15-Sep-13,2:25:00 PM,873448,4,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,1,9997,1,2,0,1,1,5,0,1,1,1,1,4,0,1,9997,1
W03Q01,17189,15-Sep-13,2:31:00 PM,1702755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,2,0,2,0,1,9997,1
W03Q01,17190,15-Sep-13,2:32:00 PM,4257020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,5,0,5,0,4,0,1,9997,1
W03Q01,17192,15-Sep-13,2:36:00 PM,1521438,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,17195,15-Sep-13,2:40:00 PM,3907698,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,1,1,2,0,1,1,4,0,1,1,9997,1,1
