quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13v1,Q13v2,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20v1,Q20v2,Q20_corr
W03Q01,15845,12-Sep-13,11:59:00 AM,4450480,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1,2,0,1,1,2,0,1,1,1,1,1,1,9997,4,0
W03Q01,15849,12-Sep-13,12:19:00 PM,4141836,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,9997,1,1,1,1,1,1,2,0,2,0,1,1,1,1,9997,1,1
W03Q01,15850,12-Sep-13,12:22:00 PM,4154047,2,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,3,0,1,1,1,1,2,0,4,0,1,1,5,0,1,9997,1
W03Q01,15852,12-Sep-13,12:34:00 PM,1599779,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,5,0,1,1,5,0,1,1,3,0,3,9997,0
W03Q01,15853,12-Sep-13,12:37:00 PM,3844515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,4,0,1,1,1,1,2,0,1,1,1,1,4,0,9997,4,0
W03Q01,15854,12-Sep-13,12:39:00 PM,4207673,4,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,3,0,3,0,4,0,9997,1,1,1,1,2,0,4,0,2,0,2,0,5,0,1,9997,1
W03Q01,15856,12-Sep-13,12:45:00 PM,4214735,2,0,4,0,5,0,4,0,1,1,3,0,1,1,5,0,3,0,1,1,1,1,4,0,5,9997,0,3,0,4,0,1,1,1,1,2,0,5,0,5,9997,0
W03Q01,15861,12-Sep-13,1:05:00 PM,2457055,3,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,3,0,1,1,2,0,1,1,5,0,3,0,2,0,1,9997,1
W03Q01,15862,12-Sep-13,1:07:00 PM,3409586,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,2,0,1,1,1,9997,1
W03Q01,15863,12-Sep-13,1:09:00 PM,2597145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,1,1,1,1,9997,1,1
W03Q01,15864,12-Sep-13,1:13:00 PM,4467320,3,0,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,4,0,3,0,1,9997,1
W03Q01,15869,12-Sep-13,1:56:00 PM,4181143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,2,0,1,9997,1
W03Q01,15871,12-Sep-13,2:07:00 PM,4093658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,15872,12-Sep-13,2:10:00 PM,3523416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,2,0,9997,4,0
W03Q01,15873,12-Sep-13,2:23:00 PM,4453668,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,9997,1,1,5,0,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,15874,12-Sep-13,2:23:00 PM,584445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,3,0,1,1,1,1,1,1,1,1,2,9997,0
W03Q01,15876,12-Sep-13,2:35:00 PM,4214092,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,3,0,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,3,0,2,0,5,0,9997,1,1
W03Q01,15877,12-Sep-13,2:39:00 PM,3075252,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,3,0,5,0,1,9997,1
W03Q01,15879,12-Sep-13,3:01:00 PM,4316487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,4,0
W03Q01,15883,12-Sep-13,3:17:00 PM,4345268,2,0,1,1,1,1,1,1,1,1,1,1,5,0,5,0,3,0,4,0,3,0,1,1,1,9997,1,1,1,2,0,5,0,1,1,2,0,1,1,1,9997,1
W03Q01,15884,12-Sep-13,3:22:00 PM,3941068,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,0,3,0,5,0,1,1,1,9997,1,2,0,2,0,2,0,1,1,1,1,2,0,9997,3,0
W03Q01,15896,12-Sep-13,4:01:00 PM,3743974,2,0,1,1,5,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,3,0,2,0,2,0,2,0,4,0,1,9997,1
W03Q01,15898,12-Sep-13,4:08:00 PM,4299061,2,0,1,1,4,0,4,0,1,1,1,1,1,1,1,1,4,0,1,1,3,0,1,1,9997,3,0,5,0,3,0,2,0,2,0,4,0,5,0,9997,4,0
W03Q01,15899,12-Sep-13,4:20:00 PM,2935422,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,9997,2,0,1,1,1,1,2,0,2,0,5,0,2,0,1,9997,1
W03Q01,15902,12-Sep-13,4:32:00 PM,4221101,2,0,1,1,5,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,4,0,3,0,9997,1,1
W03Q01,15904,12-Sep-13,4:35:00 PM,3437641,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,4,0,1,1,1,1,5,0,5,0,4,0,1,1,9997,4,0
W03Q01,15905,12-Sep-13,4:37:00 PM,4466605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1
W03Q01,15907,12-Sep-13,4:47:00 PM,2474808,3,0,1,1,1,1,2,0,4,0,1,1,5,0,1,1,1,1,3,0,3,0,1,1,1,9997,1,5,0,1,1,5,0,4,0,3,0,3,0,9997,1,1
W03Q01,15909,12-Sep-13,5:03:00 PM,4462660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,2,0,1,1,5,0,1,1,1,9997,1
W03Q01,15916,12-Sep-13,5:41:00 PM,2253468,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,0
W03Q01,15919,12-Sep-13,6:00:00 PM,4296514,3,0,1,1,1,1,4,0,1,1,1,1,5,0,1,1,3,0,3,0,5,0,1,1,4,9997,0,2,0,2,0,5,0,2,0,3,0,4,0,5,9997,0
W03Q01,15921,12-Sep-13,6:17:00 PM,1392779,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,3,0,9997,1,1
W03Q01,15922,12-Sep-13,6:22:00 PM,3491224,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,5,0,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,15924,12-Sep-13,6:32:00 PM,968737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,9997,1,1,1,1,1,4,0,1,1,1,1,5,0,9997,1,1
W03Q01,15925,12-Sep-13,6:36:00 PM,4102534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,3,0,1,1,1,1,2,0,1,1,2,0,4,0,1,9997,1
W03Q01,15929,12-Sep-13,7:01:00 PM,4434053,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,4,0,4,0,9997,1,1
W03Q01,15930,12-Sep-13,7:02:00 PM,4434015,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,4,0,1,9997,1
W03Q01,15933,12-Sep-13,7:24:00 PM,4501864,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,4,0,1,9997,1
W03Q01,15934,12-Sep-13,7:27:00 PM,4288272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
W03Q01,15935,12-Sep-13,7:29:00 PM,754034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,1,1,1,9997,1,1,1,2,0,1,1,1,1,2,0,1,1,1,9997,1
W03Q01,15936,12-Sep-13,7:29:00 PM,2277961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,3,0,1,1,1,1,2,0,1,1,2,0,4,0,9997,4,0
W03Q01,15941,12-Sep-13,7:50:00 PM,4275737,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,4,0,3,0,1,1,1,1,9997,2,0,4,0,2,0,4,0,4,0,2,0,2,0,9997,3,0
W03Q01,15944,12-Sep-13,7:55:00 PM,1500887,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,3,0,1,9997,1
W03Q01,15945,12-Sep-13,7:58:00 PM,1430689,1,1,1,1,5,0,4,0,1,1,3,0,1,1,1,1,5,0,1,1,5,0,1,1,9997,3,0,1,1,1,1,2,0,3,0,3,0,4,0,1,9997,1
W03Q01,15947,12-Sep-13,8:00:00 PM,2126544,3,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,3,0,3,0,1,1,1,1,9997,1,1,1,1,1,1,5,0,2,0,4,0,5,0,9997,1,1
W03Q01,15948,12-Sep-13,8:04:00 PM,4362192,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,9997,1,1,1,1,1,1,2,0,2,0,2,0,4,0,1,9997,1
W03Q01,15949,12-Sep-13,8:19:00 PM,2963492,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,2,0,2,0,1,1,2,0,4,0,9997,1,1
W03Q01,15951,12-Sep-13,8:39:00 PM,3840157,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,5,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,3,0,9997,1,1
W03Q01,15952,12-Sep-13,8:39:00 PM,2188069,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,9997,1
W03Q01,15957,12-Sep-13,9:03:00 PM,412787,1,1,1,1,1,1,1,1,5,0,1,1,5,0,1,1,1,1,3,0,5,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,15959,12-Sep-13,9:12:00 PM,4501672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,3,0,9997,1,1
W03Q01,15961,12-Sep-13,9:21:00 PM,2339029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1,1,1,1,1,1,1,1,1,2,0,1,1,2,9997,0
W03Q01,15964,12-Sep-13,9:30:00 PM,1230371,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,2,0,1,1,1,9997,1,1,1,2,0,2,0,1,1,1,1,5,0,2,9997,0
W03Q01,15966,12-Sep-13,9:38:00 PM,4441395,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,4,0
W03Q01,15967,12-Sep-13,9:43:00 PM,4483838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,2,0,3,0,1,1,1,1,9997,1,1
W03Q01,15969,12-Sep-13,9:57:00 PM,4117008,1,1,1,1,1,1,1,1,1,1,9999,0,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,1,1,2,0,1,1,1,1,4,0,1,9997,1
W03Q01,15970,12-Sep-13,10:09:00 PM,4109314,2,0,1,1,5,0,2,0,2,0,1,1,5,0,5,0,1,1,1,1,5,0,1,1,4,9997,0,3,0,1,1,2,0,1,1,2,0,5,0,5,9997,0
W03Q01,15971,12-Sep-13,10:10:00 PM,2970423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,2,0,1,1,1,1,9997,4,0
W03Q01,15973,12-Sep-13,10:12:00 PM,2986913,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,2,0,1,1,1,9997,1,1,1,4,0,2,0,1,1,3,0,5,0,9997,4,0
W03Q01,15975,12-Sep-13,10:23:00 PM,1907182,2,0,1,1,4,0,4,0,2,0,1,1,5,0,1,1,1,1,4,0,3,0,1,1,1,9997,1,1,1,2,0,2,0,1,1,1,1,3,0,4,9997,0
W03Q01,15977,12-Sep-13,10:30:00 PM,2936206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1
W03Q01,15978,12-Sep-13,10:32:00 PM,3691409,4,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,4,0,1,1,1,1,1,1,4,9997,0,1,1,1,1,2,0,1,1,1,1,4,0,3,9997,0
W03Q01,15981,12-Sep-13,10:39:00 PM,1117771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1
W03Q01,15986,12-Sep-13,10:49:00 PM,749477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,1,1,2,0,3,0,1,1,3,0,3,9997,0
W03Q01,15987,12-Sep-13,10:57:00 PM,3609465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,1,1,1,9997,1,1,1,1,1,2,0,2,0,4,0,1,1,9997,1,1
W03Q01,15988,12-Sep-13,11:17:00 PM,4364574,2,0,1,1,1,1,1,1,1,1,3,0,4,0,1,1,1,1,4,0,5,0,1,1,9997,2,0,1,1,3,0,2,0,2,0,1,1,2,0,9997,4,0
W03Q01,15992,12-Sep-13,11:34:00 PM,2353237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,4,0,1,1,9997,1,1
W03Q01,15995,13-Sep-13,12:01:00 AM,4396215,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,5,0,1,1,2,0,1,9997,1
W03Q01,15996,13-Sep-13,12:05:00 AM,138605,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,4,0,1,1,1,1,1,1,2,0,1,1,1,9997,1
W03Q01,15997,13-Sep-13,12:11:00 AM,4462411,2,0,1,1,1,1,1,1,3,0,1,1,2,0,1,1,1,1,2,0,1,1,1,1,9997,1,1,1,1,1,1,2,0,2,0,2,0,4,0,3,9997,0
W03Q01,15998,13-Sep-13,12:13:00 AM,4595636,1,1,1,1,1,1,4,0,1,1,1,1,4,0,1,1,3,0,3,0,5,0,1,1,9997,3,0,4,0,1,1,2,0,1,1,1,1,3,0,2,9997,0
W03Q01,15999,13-Sep-13,12:16:00 AM,3137036,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,2,0,1,9997,1
W03Q01,16002,13-Sep-13,12:25:00 AM,958005,1,1,9999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,2,0,1,1,5,0,1,1,1,9997,1
W03Q01,16004,13-Sep-13,12:46:00 AM,2856809,4,0,1,1,1,1,1,1,1,1,9999,0,1,1,1,1,5,0,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1
W03Q01,16005,13-Sep-13,12:51:00 AM,615355,3,0,1,1,1,1,1,1,4,0,1,1,5,0,1,1,3,0,1,1,5,0,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,3,0,9997,1,1
W03Q01,16006,13-Sep-13,12:52:00 AM,4381686,2,0,1,1,1,1,4,0,4,0,1,1,1,1,1,1,4,0,4,0,3,0,1,1,1,9997,1,1,1,4,0,5,0,4,0,1,1,5,0,9997,4,0
W03Q01,16011,13-Sep-13,1:14:00 AM,3261617,3,0,1,1,5,0,4,0,1,1,1,1,5,0,1,1,3,0,3,0,1,1,1,1,9997,4,0,1,1,1,1,2,0,1,1,3,0,2,0,4,9997,0
W03Q01,16013,13-Sep-13,1:27:00 AM,4235783,3,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,1,4,0,1,1,1,1,1,1,4,0,1,1,9997,4,0
W03Q01,16015,13-Sep-13,1:59:00 AM,2482564,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,5,0,3,0,2,9997,0
W03Q01,16016,13-Sep-13,2:11:00 AM,1136405,4,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,2,0,1,1,2,0,1,1,5,0,9997,5,0
W03Q01,16021,13-Sep-13,2:33:00 AM,2188947,3,0,1,1,1,1,4,0,1,1,1,1,5,0,5,0,3,0,3,0,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,1,1,4,0,1,9997,1
W03Q01,16022,13-Sep-13,2:34:00 AM,2898355,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,4,0,1,9997,1
W03Q01,16024,13-Sep-13,2:47:00 AM,3301882,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,3,0,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,4,0,1,1,9997,1,1
W03Q01,16025,13-Sep-13,2:55:00 AM,2437513,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,3,0,1,1,3,0,2,0,9997,3,0,1,1,1,1,2,0,2,0,1,1,5,0,9997,2,0
W03Q01,16026,13-Sep-13,3:12:00 AM,254150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,4,0,5,0,1,1,9997,1,1
W03Q01,16027,13-Sep-13,3:23:00 AM,1054888,1,1,1,1,1,1,1,1,5,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,4,0
W03Q01,16029,13-Sep-13,3:29:00 AM,4344238,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,3,0,1,1,5,0,1,1,9997,3,0,1,1,1,1,2,0,1,1,1,1,1,1,9997,4,0
W03Q01,16032,13-Sep-13,3:48:00 AM,4523445,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,4,0,1,1,1,9997,1,1,1,1,1,2,0,2,0,1,1,5,0,3,9997,0
W03Q01,16036,13-Sep-13,4:09:00 AM,1135181,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,4,0,2,0,2,0,1,1,5,0,9997,4,0
W03Q01,16039,13-Sep-13,4:30:00 AM,2692607,1,1,4,0,5,0,1,1,1,1,1,1,5,0,5,0,9999,0,4,0,5,0,2,0,1,9997,1,2,0,2,0,3,0,2,0,3,0,2,0,1,9997,1
W03Q01,16041,13-Sep-13,4:36:00 AM,4330053,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,1,3,0,1,1,1,1,3,0,2,0,1,1,9997,1,1
W03Q01,16042,13-Sep-13,4:45:00 AM,4227075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,3,0,1,1,1,1,1,1,9997,4,0,1,1,1,1,2,0,1,1,2,0,4,0,9997,1,1
W03Q01,16044,13-Sep-13,4:52:00 AM,2158908,4,0,1,1,1,1,1,1,2,0,1,1,5,0,1,1,5,0,1,1,1,1,1,1,9997,2,0,1,1,1,1,2,0,1,1,3,0,4,0,5,9997,0
W03Q01,16047,13-Sep-13,4:59:00 AM,4236944,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,9997,3,0,1,1,1,1,2,0,4,0,2,0,4,0,3,9997,0
W03Q01,16048,13-Sep-13,5:06:00 AM,4303976,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,4,0,1,1,1,9997,1
W03Q01,16056,13-Sep-13,5:30:00 AM,4405972,4,0,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,4,0,3,0,1,1,9997,4,0,1,1,5,0,1,1,1,1,1,1,2,0,5,9997,0
W03Q01,16059,13-Sep-13,5:49:00 AM,4487968,1,1,1,1,5,0,4,0,4,0,1,1,2,0,1,1,3,0,2,0,5,0,1,1,4,9997,0,2,0,4,0,2,0,2,0,1,1,2,0,9997,3,0
W03Q01,16060,13-Sep-13,5:52:00 AM,2607251,2,0,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,4,0,1,1,2,0,5,0,4,0,1,1,9997,3,0
W03Q01,16061,13-Sep-13,5:54:00 AM,4082054,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,2,0,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,16062,13-Sep-13,5:54:00 AM,4028933,1,1,1,1,1,1,1,1,3,0,1,1,5,0,5,0,3,0,3,0,2,0,1,1,4,9997,0,1,1,1,1,2,0,1,1,1,1,3,0,1,9997,1
W03Q01,16063,13-Sep-13,6:04:00 AM,4388730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,1,1,1,9997,1,1,1,5,0,1,1,1,1,2,0,5,0,9997,3,0
W03Q01,16065,13-Sep-13,6:09:00 AM,4260958,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,2,0,1,1,2,0,5,0,4,0,1,1,1,9997,1
W03Q01,16070,13-Sep-13,6:57:00 AM,2723703,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,4,0,5,0,1,1,1,9997,1,1,1,2,0,2,0,1,1,4,0,5,0,1,9997,1
W03Q01,16072,13-Sep-13,7:10:00 AM,4248339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,1,1,3,0,1,9997,1
W03Q01,16076,13-Sep-13,7:50:00 AM,3986137,1,1,1,1,1,1,2,0,4,0,1,1,1,1,1,1,1,1,3,0,3,0,1,1,9997,4,0,2,0,2,0,1,1,4,0,2,0,2,0,9997,1,1
W03Q01,16077,13-Sep-13,8:03:00 AM,567557,2,0,1,1,5,0,1,1,1,1,3,0,2,0,1,1,3,0,4,0,3,0,1,1,9997,4,0,1,1,4,0,4,0,4,0,1,1,3,0,9997,1,1
W03Q01,16079,13-Sep-13,8:09:00 AM,3082728,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1,1,1,2,0,4,0,1,9997,1
W03Q01,16081,13-Sep-13,8:43:00 AM,396035,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,5,0,2,0,1,1,1,1,1,1,1,9997,1
W03Q01,16084,13-Sep-13,8:59:00 AM,2561479,1,1,1,1,5,0,1,1,1,1,1,1,4,0,1,1,3,0,1,1,1,1,1,1,9997,3,0,1,1,1,1,2,0,5,0,3,0,2,0,4,9997,0
W03Q01,16088,13-Sep-13,9:05:00 AM,3629273,3,0,1,1,1,1,4,0,4,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,1,1,1,1,4,0,3,0,1,1,2,0,3,0,9997,1,1
W03Q01,16092,13-Sep-13,9:23:00 AM,1206712,2,0,1,1,5,0,5,0,4,0,3,0,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,1,1,3,0,5,0,4,0,1,1,3,0,1,9997,1
W03Q01,16093,13-Sep-13,9:40:00 AM,4028568,5,0,1,1,5,0,4,0,1,1,1,1,2,0,3,0,3,0,1,1,3,0,1,1,4,9997,0,3,0,4,0,1,1,2,0,3,0,4,0,9997,3,0
W03Q01,16096,13-Sep-13,9:42:00 AM,3158949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,5,0,1,9997,1
W03Q01,16099,13-Sep-13,10:03:00 AM,4299619,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,2,0,1,1,1,1,1,1,4,0,2,0,2,0,1,9997,1
W03Q01,16100,13-Sep-13,10:05:00 AM,3648987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,4,0,4,0,1,1,1,9997,1
W03Q01,16101,13-Sep-13,10:08:00 AM,36348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,1,1,1,1,1,1,5,0,4,0,5,0,9997,5,0
W03Q01,16102,13-Sep-13,10:12:00 AM,4293300,1,1,1,1,1,1,4,0,1,1,3,0,1,1,1,1,1,1,3,0,1,1,1,1,9997,3,0,3,0,1,1,2,0,3,0,2,0,5,0,4,9997,0
W03Q01,16106,13-Sep-13,10:32:00 AM,4385093,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1
