quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W01Q01,7455,01-Sep-13,1:53:00 PM,4416810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,5,0
W01Q01,7457,01-Sep-13,1:54:00 PM,3262057,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,3,9997,0,5,0,4,0,4,0,1,1,2,0,1,1,2,0,1,1,1,1,2,0,1,1
W01Q01,7460,01-Sep-13,1:55:00 PM,1249334,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,2,0,1,1,4,0,1,1,5,0,1,1,2,0,3,0,3,0,4,0,1,1
W01Q01,7463,01-Sep-13,1:56:00 PM,2973618,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,5,0
W01Q01,7468,01-Sep-13,1:58:00 PM,4460491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,5,0,2,0,4,0,1,1,1,1,2,0,1,1,1,1,5,0,3,0,2,0
W01Q01,7469,01-Sep-13,1:58:00 PM,4407897,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,5,0,2,0,5,0
W01Q01,7470,01-Sep-13,1:59:00 PM,286916,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,2,9997,0,1,1,5,0,1,1,1,1,4,0,1,1,1,1,4,0,5,0,1,1,1,1
W01Q01,7471,01-Sep-13,2:00:00 PM,619973,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,2,0,4,0,4,0,1,1,1,1,1,1,2,0,1,1,4,0,1,1,4,0
W01Q01,7475,01-Sep-13,2:01:00 PM,4139153,1,1,1,1,1,1,4,0,1,1,1,1,1,1,5,0,9997,5,0,5,0,1,1,1,1,1,1,1,1,1,1,3,0,5,0,1,1,3,0,2,0
W01Q01,7476,01-Sep-13,2:01:00 PM,4450381,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9997,0,5,0,1,1,4,0,2,0,1,1,5,0,1,1,3,0,2,0,2,0,5,0
W01Q01,7477,01-Sep-13,2:03:00 PM,4177793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,2,0,1,1,1,1,2,0,1,1,1,1,2,0,4,0,2,0,2,0
W01Q01,7478,01-Sep-13,2:03:00 PM,4459192,1,1,1,1,1,1,4,0,1,1,3,0,3,0,5,0,4,9997,0,5,0,1,1,1,1,3,0,2,0,4,0,1,1,1,1,5,0,2,0,4,0
W01Q01,7480,01-Sep-13,2:04:00 PM,4304984,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,4,0,1,1,1,1,1,1,1,1,4,0,4,0,5,0,1,1
W01Q01,7481,01-Sep-13,2:05:00 PM,4328581,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,2,0,4,0,1,1,4,0,1,1,2,0,1,1,1,1,3,0,5,0
W01Q01,7485,01-Sep-13,2:07:00 PM,4302843,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,4,0,1,1,1,1,1,1,1,1,2,0,4,0,5,0,1,1
W01Q01,7496,01-Sep-13,2:16:00 PM,4415960,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,2,0,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0
W01Q01,7500,01-Sep-13,2:17:00 PM,1117771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,2,0,4,0
W01Q01,7501,01-Sep-13,2:17:00 PM,2530132,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,9997,0,5,0,1,1,2,0,5,0,2,0,1,1,2,0,9999,0,4,0,5,0,2,0
W01Q01,7505,01-Sep-13,2:18:00 PM,4235951,1,1,1,1,5,0,5,0,1,1,1,1,1,1,1,1,2,9997,0,5,0,1,1,4,0,1,1,1,1,5,0,2,0,3,0,3,0,2,0,1,1
W01Q01,7506,01-Sep-13,2:18:00 PM,3368805,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,3,0,1,1,5,0,3,0,1,1,5,0,2,0,2,0,1,1
W01Q01,7511,01-Sep-13,2:22:00 PM,4553945,1,1,1,1,1,1,2,1,4,0,1,1,1,1,1,1,1,9997,1,4,0,1,1,4,0,1,1,2,0,1,1,5,0,1,1,2,0,2,0,5,0
W01Q01,7514,01-Sep-13,2:23:00 PM,1500201,1,1,1,1,1,1,5,0,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,4,0,5,0,1,1,3,0,2,0,1,1,5,0
W01Q01,7520,01-Sep-13,2:24:00 PM,4537292,1,1,1,1,1,1,5,0,1,1,1,1,9999,0,9999,0,2,9997,0,9999,0,3,0,4,0,5,0,4,0,3,0,1,1,1,1,1,1,2,0,2,0
W01Q01,7521,01-Sep-13,2:26:00 PM,906078,1,1,1,1,4,0,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,3,0,1,1
W01Q01,7522,01-Sep-13,2:28:00 PM,4020560,1,1,4,0,5,0,2,1,1,1,1,1,1,1,1,1,2,9997,0,5,0,4,0,4,0,1,1,4,0,2,0,3,0,1,1,5,0,2,0,5,0
W01Q01,7525,01-Sep-13,2:31:00 PM,1423071,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,2,0,1,1,4,0,1,1,4,0,1,1,2,0,3,0,3,0,4,0,1,1
W01Q01,7526,01-Sep-13,2:31:00 PM,1091462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0
W01Q01,7530,01-Sep-13,2:34:00 PM,4558219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W01Q01,7531,01-Sep-13,2:35:00 PM,1883045,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,1,1,5,0,1,1,5,0,2,0,1,1,1,1,5,0,4,0
W01Q01,7532,01-Sep-13,2:35:00 PM,4429357,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,2,0,2,0,2,0,1,1,1,1,2,0,3,0,2,0,2,0
W01Q01,7533,01-Sep-13,2:35:00 PM,1402538,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,1,1,2,0,5,0,5,0,1,1,4,0,4,0,2,0
W01Q01,7534,01-Sep-13,2:35:00 PM,4088631,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,9997,1,1,1,1,4,0,4,0,1,1,5,0,2,0,3,0,4,0,1,1,4,0,4,0
W01Q01,7537,01-Sep-13,2:36:00 PM,4496096,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,5,0,1,1,1,1
W01Q01,7538,01-Sep-13,2:37:00 PM,1540632,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,4,0,1,1,2,0,1,1,2,0,5,0,2,0,3,0,1,1
W01Q01,7539,01-Sep-13,2:37:00 PM,1023171,1,1,1,1,5,0,4,0,1,1,1,1,1,1,1,1,1,9997,1,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,5,0
W01Q01,7540,01-Sep-13,2:41:00 PM,2605935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,1,1
W01Q01,7544,01-Sep-13,2:43:00 PM,3975545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W01Q01,7545,01-Sep-13,2:44:00 PM,1545685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0
W01Q01,7547,01-Sep-13,2:44:00 PM,2930839,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,4,0,2,0,1,1,1,1,1,1,2,0,5,0,1,1,3,0,3,0,5,0,5,0
W01Q01,7551,01-Sep-13,2:46:00 PM,225508,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,1,1,2,0,5,0,2,0
W01Q01,7552,01-Sep-13,2:46:00 PM,420740,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,2,9997,0,3,0,1,1,1,1,5,0,1,1,4,0,2,0,5,0,1,1,3,0,5,0
W01Q01,7553,01-Sep-13,2:47:00 PM,1502994,1,1,1,1,1,1,5,0,1,1,3,0,1,1,1,1,9997,1,1,3,0,4,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,4,0
W01Q01,7556,01-Sep-13,2:49:00 PM,1393780,1,1,1,1,1,1,2,1,1,1,1,1,9999,0,1,1,9997,1,1,1,1,4,0,1,1,1,1,9999,0,1,1,5,0,1,1,1,1,3,0,4,0
W01Q01,7562,01-Sep-13,2:52:00 PM,2076003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,5,0
W01Q01,7567,01-Sep-13,2:52:00 PM,3123158,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,1,1
W01Q01,7568,01-Sep-13,2:53:00 PM,3195471,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,3,0,2,0
W01Q01,7571,01-Sep-13,2:55:00 PM,4417937,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,5,0,4,0,2,0,1,1,5,0,5,0,5,0,2,0,5,0,5,0
W01Q01,7572,01-Sep-13,2:55:00 PM,769482,1,1,1,1,1,1,3,0,1,1,3,0,1,1,1,1,4,9997,0,5,0,1,1,3,0,5,0,3,0,5,0,2,0,5,0,1,1,4,0,3,0
W01Q01,7577,01-Sep-13,2:56:00 PM,4459856,1,1,1,1,1,1,3,0,1,1,4,0,5,0,1,1,2,9997,0,2,0,2,0,1,1,1,1,1,1,1,1,2,0,1,1,4,0,2,0,4,0
W01Q01,7578,01-Sep-13,2:56:00 PM,4235783,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,9997,3,0,1,1,4,0,4,0,2,0,1,1,1,1,1,1,9999,0,4,0,5,0,2,0
W01Q01,7579,01-Sep-13,2:56:00 PM,4326037,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,9997,0,1,1,1,1,4,0,2,0,1,1,1,1,2,0,1,1,2,0,5,0,4,0
W01Q01,7580,01-Sep-13,2:57:00 PM,4528639,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,9997,2,0,3,0,4,0,1,1,5,0,2,0,1,1,1,1,1,1,4,0,2,0,2,0
W01Q01,7581,01-Sep-13,2:58:00 PM,3772044,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,4,0,1,1,2,0,1,1,1,1,4,0,5,0,4,0,5,0
W01Q01,7582,01-Sep-13,2:58:00 PM,1085818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,5,0
W01Q01,7583,01-Sep-13,2:59:00 PM,4351922,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,4,0,1,1,4,0,3,0,4,0,1,1,1,1,5,0,4,0,5,0,5,0
W01Q01,7586,01-Sep-13,3:00:00 PM,691488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9997,0,5,0,4,0,1,1,1,1,4,0,1,1,2,0,1,1,2,0,3,0,5,0
W01Q01,7587,01-Sep-13,3:01:00 PM,1307582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,5,0,3,0,4,0
W01Q01,7588,01-Sep-13,3:02:00 PM,3840157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,1,1,2,0,1,1,2,0,1,1,4,0,1,1,2,0
W01Q01,7592,01-Sep-13,3:05:00 PM,2976924,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,4,0,2,0,5,0
W01Q01,7596,01-Sep-13,3:07:00 PM,4399356,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,1,1,1,1,1,1,4,0,2,0,1,1,1,1,2,0,3,0,3,0,4,0,4,0
W01Q01,7605,01-Sep-13,3:15:00 PM,2079409,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,2,0,2,0,4,0,1,1,2,0,1,1,2,0,1,1,2,0,2,0,1,1
W01Q01,7606,01-Sep-13,3:16:00 PM,2965328,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,3,0,5,0
W01Q01,7607,01-Sep-13,3:16:00 PM,4450701,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,3,0,2,0,1,1,1,1,1,1,1,1,4,0,2,0,5,0,5,0
W01Q01,7612,01-Sep-13,3:18:00 PM,4417056,1,1,1,1,5,0,2,1,1,1,3,0,5,0,1,1,9999,9999,0,5,0,2,0,1,1,1,1,5,0,5,0,2,0,1,1,4,0,2,0,5,0
W01Q01,7613,01-Sep-13,3:19:00 PM,3648483,4,0,4,0,1,1,4,0,3,0,2,0,5,0,1,1,9997,5,0,5,0,5,0,5,0,1,1,1,1,4,0,1,1,5,0,1,1,3,0,1,1
W01Q01,7615,01-Sep-13,3:19:00 PM,1629517,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,4,9997,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,5,0
W01Q01,7617,01-Sep-13,3:22:00 PM,4398279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,4,0,1,1,4,0,1,1,2,0,1,1,1,1,1,1,1,1,4,0,5,0
W01Q01,7619,01-Sep-13,3:22:00 PM,1363199,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,9997,5,0,5,0,4,0,4,0,1,1,1,1,5,0,5,0,5,0,1,1,1,1,2,0
W01Q01,7624,01-Sep-13,3:25:00 PM,3819589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,4,0
W01Q01,7625,01-Sep-13,3:27:00 PM,3102034,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,9999,0,5,0,1,1,2,0
W01Q01,7626,01-Sep-13,3:27:00 PM,4403949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,1,1,2,0,1,1,1,1,2,0,1,1,1,1,5,0,1,1,5,0
W01Q01,7627,01-Sep-13,3:27:00 PM,3495048,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,4,0,1,1,2,0,2,0,1,1,4,0,2,0,2,0,3,0
W01Q01,7630,01-Sep-13,3:29:00 PM,4459869,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,1,1,3,0,4,0,4,0,5,0,1,1
W01Q01,7633,01-Sep-13,3:30:00 PM,2937044,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,4,0,1,1,1,1,1,1,1,1,5,0,2,0,2,0,2,0
W01Q01,7634,01-Sep-13,3:30:00 PM,4377129,1,1,1,1,1,1,5,0,4,0,1,1,4,0,5,0,5,9997,0,3,0,1,1,5,0,3,0,2,0,5,0,4,0,1,1,3,0,3,0,1,1
W01Q01,7637,01-Sep-13,3:30:00 PM,3252672,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,9997,5,0,3,0,1,1,4,0,1,1,4,0,2,0,2,0,1,1,2,0,5,0,1,1
W01Q01,7640,01-Sep-13,3:32:00 PM,4050420,1,1,1,1,5,0,2,1,2,0,1,1,4,0,1,1,9997,1,1,3,0,1,1,4,0,1,1,3,0,1,1,2,0,3,0,4,0,4,0,5,0
W01Q01,7641,01-Sep-13,3:33:00 PM,2099994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,5,0,5,0
W01Q01,7642,01-Sep-13,3:34:00 PM,2264115,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,1,9997,1,4,0,1,1,2,0,1,1,2,0,4,0,1,1,3,0,2,0,2,0,1,1
W01Q01,7650,01-Sep-13,3:38:00 PM,4391578,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0
W01Q01,7652,01-Sep-13,3:39:00 PM,4334560,1,1,1,1,1,1,5,0,1,1,1,1,1,1,5,0,1,9997,1,1,1,5,0,4,0,2,0,1,1,2,0,1,1,3,0,2,0,4,0,5,0
W01Q01,7656,01-Sep-13,3:39:00 PM,1429642,1,1,1,1,1,1,2,1,1,1,3,0,1,1,2,0,9997,1,1,5,0,5,0,4,0,5,0,1,1,5,0,2,0,1,1,1,1,3,0,5,0
W01Q01,7659,01-Sep-13,3:42:00 PM,2579419,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9997,0,2,0,4,0,2,0,1,1,2,0,1,1,2,0,1,1,4,0,5,0,4,0
W01Q01,7661,01-Sep-13,3:43:00 PM,4296336,1,1,1,1,4,0,2,1,4,0,1,1,1,1,3,0,1,9997,1,5,0,1,1,3,0,1,1,5,0,9999,0,5,0,1,1,4,0,1,1,5,0
W01Q01,7665,01-Sep-13,3:48:00 PM,4202065,1,1,1,1,1,1,2,1,1,1,1,1,3,0,1,1,1,9997,1,4,0,1,1,1,1,2,0,2,0,1,1,1,1,4,0,2,0,3,0,2,0
W01Q01,7667,01-Sep-13,3:49:00 PM,4551126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,5,0
W01Q01,7669,01-Sep-13,3:51:00 PM,2835922,1,1,1,1,4,0,2,1,1,1,1,1,5,0,1,1,9997,5,0,5,0,1,1,4,0,1,1,1,1,1,1,1,1,5,0,2,0,4,0,4,0
W01Q01,7671,01-Sep-13,3:51:00 PM,2982745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,9997,5,0,5,0,1,1,4,0,1,1,4,0,1,1,2,0,1,1,5,0,5,0,5,0
W01Q01,7672,01-Sep-13,3:52:00 PM,4471907,5,0,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,2,0,5,0,1,1,4,0,1,1,4,0,1,1,1,1,1,1,4,0,4,0,2,0
W01Q01,7673,01-Sep-13,3:52:00 PM,4519134,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,1,9997,1,2,0,4,0,4,0,1,1,4,0,2,0,1,1,1,1,1,1,1,1,4,0
W01Q01,7677,01-Sep-13,3:53:00 PM,1500887,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0
W01Q01,7683,01-Sep-13,3:55:00 PM,4391252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,4,0,4,0,1,1,1,1,1,1,3,0,1,1,1,1,2,0,1,1
W01Q01,7690,01-Sep-13,3:57:00 PM,4512149,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,9997,1,1,2,0,1,1,4,0,5,0,1,1,2,0,1,1,3,0,4,0,2,0,4,0
W01Q01,7691,01-Sep-13,3:57:00 PM,3162376,1,1,1,1,1,1,5,0,1,1,1,1,1,1,5,0,9997,5,0,5,0,4,0,4,0,1,1,2,0,5,0,5,0,3,0,1,1,4,0,2,0
W01Q01,7694,01-Sep-13,3:59:00 PM,2766163,1,1,1,1,1,1,5,0,1,1,1,1,5,0,1,1,1,9997,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,2,0,1,1,4,0
W01Q01,7708,01-Sep-13,4:08:00 PM,3412505,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,4,0,1,1,1,1,1,1,2,0,1,1,2,0,5,0,1,1
W01Q01,7709,01-Sep-13,4:09:00 PM,1484018,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,4,9997,0,5,0,1,1,2,0,3,0,1,1,3,0,2,0,3,0,3,0,5,0,5,0
W01Q01,7712,01-Sep-13,4:10:00 PM,4528469,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,2,0,5,0,1,1,4,0,1,1,5,0,1,1
W01Q01,7716,01-Sep-13,4:12:00 PM,2771203,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,0,9997,1,1,3,0,4,0,4,0,1,1,4,0,1,1,2,0,3,0,4,0,1,1,2,0
W01Q01,7719,01-Sep-13,4:12:00 PM,1261172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,5,0,1,1,5,0
W01Q01,7722,01-Sep-13,4:16:00 PM,2230508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,9997,1,1,1,4,0,1,1,1,1,2,0,5,0,1,1,4,0,4,0,1,1,4,0
W01Q01,7727,01-Sep-13,4:19:00 PM,2573305,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,1,5,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,5,0,2,0,4,0
W01Q01,7732,01-Sep-13,4:21:00 PM,3819277,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,5,9997,0,5,0,2,0,5,0,5,0,4,0,4,0,5,0,5,0,2,0,4,0,3,0
W01Q01,7735,01-Sep-13,4:23:00 PM,2532764,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,2,9997,0,2,0,4,0,4,0,1,1,1,1,1,1,2,0,3,0,4,0,2,0,2,0
W01Q01,7736,01-Sep-13,4:23:00 PM,4525641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,4,0,1,1,2,0,1,1,2,0,5,0,1,1,2,0,2,0
W01Q01,7738,01-Sep-13,4:24:00 PM,2927901,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,5,0,1,1,5,0,1,1,1,1,1,1,2,0,1,1,1,1,4,0,1,1
W01Q01,7740,01-Sep-13,4:26:00 PM,4415725,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,3,0,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,4,0
W01Q01,7741,01-Sep-13,4:26:00 PM,4338602,1,1,1,1,1,1,2,1,2,0,1,1,1,1,1,1,9997,2,0,3,0,1,1,4,0,1,1,1,1,1,1,1,1,4,0,2,0,2,0,4,0
W01Q01,7749,01-Sep-13,4:29:00 PM,3875000,1,1,1,1,1,1,1,1,4,0,1,1,3,0,5,0,3,9997,0,5,0,1,1,4,0,1,1,2,0,1,1,2,0,5,0,1,1,3,0,2,0
W01Q01,7751,01-Sep-13,4:30:00 PM,1051118,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,5,0
W01Q01,7752,01-Sep-13,4:30:00 PM,4237013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9997,0,5,0,2,0,4,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,1,1
W01Q01,7754,01-Sep-13,4:30:00 PM,4560485,1,1,1,1,5,0,2,1,1,1,1,1,1,1,5,0,9997,5,0,5,0,4,0,2,0,5,0,3,0,1,1,1,1,4,0,5,0,4,0,5,0
W01Q01,7755,01-Sep-13,4:31:00 PM,4547271,4,0,4,0,4,0,2,1,3,0,3,0,4,0,2,0,9997,5,0,3,0,5,0,4,0,1,1,1,1,5,0,3,0,1,1,3,0,1,1,2,0
W01Q01,7756,01-Sep-13,4:31:00 PM,1587686,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,1,1,2,0,4,0,1,1,4,0,1,1,1,1,1,1,2,0,1,1,2,0
W01Q01,7758,01-Sep-13,4:33:00 PM,3166644,1,1,1,1,1,1,5,0,1,1,1,1,5,0,1,1,9997,1,1,1,1,1,1,4,0,2,0,1,1,2,0,1,1,2,0,2,0,5,0,1,1
W01Q01,7762,01-Sep-13,4:34:00 PM,4464254,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,9997,1,1,1,2,0,2,0,1,1,4,0,1,1,1,1,1,1,2,0,5,0,5,0
W01Q01,7767,01-Sep-13,4:36:00 PM,2699201,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,9997,0,5,0,1,1,3,0,4,0,2,0,5,0,1,1,5,0,4,0,1,1,5,0
W01Q01,7768,01-Sep-13,4:37:00 PM,2300580,5,0,1,1,4,0,2,1,3,0,5,0,3,0,2,0,2,9997,0,5,0,5,0,1,1,1,1,3,0,3,0,2,0,1,1,5,0,2,0,3,0
W01Q01,7769,01-Sep-13,4:37:00 PM,4418101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,0,1,1,2,0,1,1,5,0
W01Q01,7770,01-Sep-13,4:37:00 PM,513435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,4,0,1,1,1,1,1,1,9999,0,1,1,1,1,2,0,3,0,9999,0,5,0
W01Q01,7772,01-Sep-13,4:39:00 PM,1190827,1,1,1,1,1,1,2,1,1,1,1,1,9999,0,1,1,9997,1,1,1,1,5,0,4,0,1,1,1,1,1,1,1,1,1,1,4,0,2,0,4,0
