quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W01Q01,3137,27-Aug-13,6:44:00 PM,4063398,1,1,1,1,1,1,4,0,1,1,1,1,2,0,3,0,9997,4,0,5,0,4,0,2,0,1,1,2,0,2,0,1,1,1,1,2,0,5,0,4,0
W01Q01,3146,27-Aug-13,6:50:00 PM,1373540,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,9999,0,4,0
W01Q01,3149,27-Aug-13,6:53:00 PM,3844226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,3,0,1,1,2,0,1,1,4,0,1,1,1,1,9999,0,2,0,1,1,2,0
W01Q01,3154,27-Aug-13,6:59:00 PM,971476,1,1,1,1,5,0,2,1,1,1,1,1,1,1,1,1,9997,3,0,3,0,1,1,3,0,1,1,2,0,5,0,2,0,3,0,3,0,4,0,2,0
W01Q01,3155,27-Aug-13,7:00:00 PM,1055776,1,1,1,1,1,1,4,0,1,1,1,1,4,0,1,1,5,9997,0,4,0,1,1,4,0,1,1,4,0,1,1,2,0,1,1,1,1,3,0,2,0
W01Q01,3158,27-Aug-13,7:00:00 PM,3076233,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,3,0,1,1,4,0,1,1,2,0,1,1,1,1,1,1,4,0,1,1,1,1
W01Q01,3162,27-Aug-13,7:04:00 PM,4340940,1,1,1,1,5,0,5,0,1,1,1,1,2,0,1,1,9997,5,0,5,0,4,0,4,0,2,0,1,1,5,0,1,1,3,0,2,0,4,0,3,0
W01Q01,3164,27-Aug-13,7:09:00 PM,3621744,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,1,1,1,1,2,0,3,0,1,1,2,0,4,0,5,0
W01Q01,3165,27-Aug-13,7:10:00 PM,3434961,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,1,3,0,4,0,2,0,1,1,2,0,1,1,1,1,3,0,5,0,3,0,5,0
W01Q01,3167,27-Aug-13,7:12:00 PM,4182128,1,1,1,1,1,1,5,0,1,1,1,1,3,0,5,0,2,9997,0,1,1,5,0,4,0,9999,0,2,0,1,1,3,0,1,1,5,0,2,0,5,0
W01Q01,3168,27-Aug-13,7:16:00 PM,4114441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,4,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
W01Q01,3172,27-Aug-13,7:19:00 PM,2474808,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,9997,0,1,1,1,1,4,0,1,1,4,0,1,1,2,0,1,1,5,0,4,0,5,0
W01Q01,3175,27-Aug-13,7:24:00 PM,3496713,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0
W01Q01,3178,27-Aug-13,7:26:00 PM,806909,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,4,0,1,1,1,1,1,1,2,0,1,1,5,0,2,0,1,1
W01Q01,3184,27-Aug-13,7:31:00 PM,3171763,1,1,1,1,1,1,5,0,1,1,1,1,3,0,1,1,9997,3,0,1,1,2,0,4,0,5,0,4,0,1,1,2,0,1,1,5,0,5,0,4,0
W01Q01,3186,27-Aug-13,7:33:00 PM,4369923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,0,1,1,1,1,4,0,1,1,2,0,1,1,1,1,1,1,1,1,2,0,4,0
W01Q01,3191,27-Aug-13,7:37:00 PM,3395118,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,4,0,1,1,3,0,1,1,1,1,1,1,2,0,2,0,1,1
W01Q01,3198,27-Aug-13,7:41:00 PM,3283034,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,5,0
W01Q01,3199,27-Aug-13,7:43:00 PM,4253329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
W01Q01,3202,27-Aug-13,7:45:00 PM,2000169,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,9997,4,0,2,0,1,1,4,0,2,0,1,1,1,1,1,1,1,1,1,1,3,0,4,0
W01Q01,3203,27-Aug-13,7:46:00 PM,4462411,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,1,1,1,1,2,0,5,0,1,1,1,1,2,0,1,1,1,1
W01Q01,3207,27-Aug-13,7:54:00 PM,2434675,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,5,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,3,0,2,0
W01Q01,3208,27-Aug-13,7:56:00 PM,1643747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,9999,0,1,1,2,0,4,0
W01Q01,3215,27-Aug-13,8:14:00 PM,4455034,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,4,0,1,1,2,0,1,1,2,0,2,0,2,0,5,0,2,0
W01Q01,3216,27-Aug-13,8:16:00 PM,2659407,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,1,9997,1,1,1,5,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1
W01Q01,3223,27-Aug-13,8:33:00 PM,3027793,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,9997,3,0,2,0,1,1,4,0,3,0,2,0,5,0,1,1,1,1,5,0,2,0,4,0
W01Q01,3226,27-Aug-13,8:38:00 PM,4400097,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,2,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1
W01Q01,3229,27-Aug-13,8:43:00 PM,4285676,1,1,1,1,1,1,2,1,1,1,4,0,1,1,1,1,9997,5,0,5,0,2,0,4,0,1,1,4,0,1,1,1,1,1,1,1,1,5,0,4,0
W01Q01,3236,27-Aug-13,8:55:00 PM,2253468,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,4,0
W01Q01,3239,27-Aug-13,9:00:00 PM,3564084,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,5,0,2,0
W01Q01,3240,27-Aug-13,9:01:00 PM,2759479,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,5,0,1,1,4,0
W01Q01,3254,27-Aug-13,9:23:00 PM,4312704,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,4,0,1,1,4,0,1,1
W01Q01,3255,27-Aug-13,9:27:00 PM,4453161,1,1,1,1,5,0,5,0,1,1,1,1,2,0,4,0,9997,5,0,5,0,5,0,1,1,4,0,1,1,3,0,1,1,1,1,2,0,2,0,3,0
W01Q01,3258,27-Aug-13,9:35:00 PM,4196273,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,3,0,5,0,1,1,1,1,2,0,1,1,1,1,1,1,5,0,1,1,5,0
W01Q01,3259,27-Aug-13,9:35:00 PM,4455671,1,1,1,1,1,1,5,0,1,1,1,1,1,1,2,0,9997,5,0,1,1,4,0,4,0,1,1,1,1,1,1,1,1,1,1,2,0,5,0,4,0
W01Q01,3265,27-Aug-13,9:57:00 PM,2716132,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,5,0
W01Q01,3267,27-Aug-13,10:09:00 PM,2126544,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,4,0,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0
W01Q01,3268,27-Aug-13,10:10:00 PM,3033927,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,5,0,1,1,1,1,1,1,1,1,5,0,1,1,4,0,1,1
W01Q01,3283,27-Aug-13,10:36:00 PM,3446907,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,5,0
W01Q01,3286,27-Aug-13,10:37:00 PM,4311151,1,1,1,1,1,1,4,0,1,1,1,1,2,0,1,1,9997,5,0,5,0,1,1,4,0,1,1,2,0,1,1,1,1,2,0,4,0,1,1,2,0
W01Q01,3290,27-Aug-13,11:03:00 PM,1747270,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,2,0,3,0,2,0,1,1,1,1,3,0,1,1,1,1,1,1,4,0,5,0,1,1
W01Q01,3292,27-Aug-13,11:06:00 PM,123328,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,9997,1,1,1,4,0,1,1,1,1,1,1,1,1,2,0,4,0,5,0,4,0,5,0
W01Q01,3299,27-Aug-13,11:16:00 PM,1392779,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,2,0,1,1,4,0
W01Q01,3304,27-Aug-13,11:18:00 PM,4118535,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,9997,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1
W01Q01,3305,27-Aug-13,11:20:00 PM,2239426,1,1,2,0,1,1,2,1,1,1,5,0,1,1,1,1,5,9997,0,5,0,1,1,1,1,1,1,2,0,5,0,1,1,3,0,1,1,4,0,5,0
W01Q01,3312,27-Aug-13,11:44:00 PM,3170944,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,9997,5,0,2,0,1,1,3,0,1,1,3,0,1,1,1,1,1,1,4,0,5,0,5,0
W01Q01,3315,27-Aug-13,11:55:00 PM,4351736,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9997,0,3,0,1,1,2,0,1,1,1,1,1,1,2,0,1,1,2,0,5,0,4,0
W01Q01,3320,28-Aug-13,12:13:00 AM,4457496,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,1,1,5,0,1,1,1,1,4,0,1,1,1,1,5,0,4,0,2,0,5,0
W01Q01,3321,28-Aug-13,12:16:00 AM,4168258,1,1,1,1,5,0,2,1,1,1,3,0,5,0,1,1,1,9997,1,5,0,1,1,4,0,1,1,1,1,1,1,2,0,4,0,5,0,4,0,1,1
W01Q01,3323,28-Aug-13,12:17:00 AM,3240273,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,5,9997,0,5,0,4,0,1,1,1,1,4,0,1,1,1,1,4,0,2,0,3,0,3,0
W01Q01,3327,28-Aug-13,12:27:00 AM,2660356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,4,0,1,1,1,1,1,1,1,1,5,0,1,1,5,0,5,0
W01Q01,3328,28-Aug-13,12:27:00 AM,4200932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,2,0,1,1,4,0,1,1,2,0,1,1,1,1,1,1,2,0,3,0,4,0
W01Q01,3329,28-Aug-13,12:28:00 AM,4486525,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,3,0,2,0,4,0,1,1,5,0,2,0,1,1,3,0,2,0,4,0,4,0,2,0
W01Q01,3336,28-Aug-13,12:42:00 AM,4374281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,1,1,2,0
W01Q01,3337,28-Aug-13,12:42:00 AM,2008667,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,9997,1,5,0,1,1,1,1,1,1,1,1,1,1,4,0,3,0,1,1,1,1,1,1
W01Q01,3339,28-Aug-13,12:47:00 AM,2150055,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1
W01Q01,3352,28-Aug-13,1:30:00 AM,4072006,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,4,0,1,1,5,0,1,1,1,1,4,0,2,0,5,0,5,0
W01Q01,3360,28-Aug-13,1:42:00 AM,1438757,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,4,0,1,1,1,1,2,0,1,1,1,1,1,1,5,0,1,1,2,0
W01Q01,3362,28-Aug-13,1:44:00 AM,3173053,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,5,0,5,0,3,0,2,0
W01Q01,3366,28-Aug-13,1:52:00 AM,455743,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,5,0,3,0,1,1
W01Q01,3373,28-Aug-13,2:07:00 AM,4438641,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,9997,5,0,5,0,1,1,4,0,5,0,1,1,5,0,5,0,1,1,5,0,1,1,1,1
W01Q01,3374,28-Aug-13,2:07:00 AM,1153314,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,1,1,1,2,0,4,0,1,1,1,1,1,1,2,0,5,0,4,0,1,1,2,0
W01Q01,3379,28-Aug-13,2:16:00 AM,526008,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,5,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,5,0,2,0,5,0
W01Q01,3381,28-Aug-13,2:20:00 AM,3974149,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,9997,0,5,0,4,0,4,0,1,1,1,1,1,1,1,1,4,0,5,0,2,0,5,0
W01Q01,3383,28-Aug-13,2:28:00 AM,3261609,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,4,0,2,0,1,1
W01Q01,3385,28-Aug-13,2:34:00 AM,965393,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,9997,3,0,4,0,1,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0,4,0,5,0
W01Q01,3388,28-Aug-13,2:37:00 AM,4217064,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9997,0,5,0,1,1,4,0,1,1,2,0,1,1,3,0,3,0,2,0,2,0,5,0
W01Q01,3394,28-Aug-13,2:49:00 AM,4471832,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,9997,0,5,0,4,0,4,0,1,1,4,0,3,0,2,0,5,0,5,0,2,0,1,1
W01Q01,3395,28-Aug-13,2:51:00 AM,4446619,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,4,0,1,1,1,1,1,1,1,1,4,0,2,0,3,0,5,0
W01Q01,3396,28-Aug-13,2:51:00 AM,567557,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,9997,2,0,3,0,1,1,4,0,1,1,1,1,5,0,2,0,3,0,2,0,4,0,3,0
W01Q01,3398,28-Aug-13,2:56:00 AM,4322037,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,5,9997,0,5,0,2,0,4,0,1,1,1,1,1,1,2,0,5,0,1,1,2,0,2,0
W01Q01,3400,28-Aug-13,3:07:00 AM,2131967,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,1,1,4,0,1,1,4,0,1,1,1,1,1,1,4,0,2,0,5,0
W01Q01,3406,28-Aug-13,3:15:00 AM,3473460,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,9997,1,1,1,1,4,0,2,0,1,1,1,1,1,1,1,1,1,1,5,0,2,0,1,1
W01Q01,3412,28-Aug-13,3:28:00 AM,4289616,1,1,2,0,5,0,5,0,1,1,1,1,4,0,1,1,9997,1,1,3,0,4,0,4,0,5,0,1,1,5,0,1,1,1,1,1,1,4,0,1,1
W01Q01,3418,28-Aug-13,3:51:00 AM,4099616,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,5,0,2,0,1,1,1,1,1,1,1,1,1,1,5,0
W01Q01,3422,28-Aug-13,4:03:00 AM,749477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,4,0,5,0,2,0,1,1,1,1,1,1,1,1,3,0,4,0
W01Q01,3432,28-Aug-13,4:26:00 AM,694610,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,9997,1,4,0,4,0,1,1,3,0,4,0,1,1,1,1,5,0,1,1,4,0,5,0
W01Q01,3433,28-Aug-13,4:30:00 AM,4310789,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,9997,0,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1
W01Q01,3434,28-Aug-13,4:37:00 AM,1583824,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,9997,4,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,4,0,2,0,1,1,2,0
W01Q01,3443,28-Aug-13,5:04:00 AM,4391683,3,0,2,0,1,1,2,1,1,1,1,1,1,1,1,1,4,9997,0,2,0,2,0,1,1,4,0,2,0,1,1,3,0,3,0,1,1,1,1,3,0
W01Q01,3444,28-Aug-13,5:11:00 AM,4500810,1,1,1,1,5,0,2,1,1,1,1,1,1,1,1,1,4,9997,0,1,1,4,0,2,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1
W01Q01,3446,28-Aug-13,5:12:00 AM,4420086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1
W01Q01,3450,28-Aug-13,5:30:00 AM,4122998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,3,0,1,1,4,0,2,0
W01Q01,3457,28-Aug-13,6:04:00 AM,3322372,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,0,9997,3,0,2,0,1,1,4,0,1,1,1,1,2,0,2,0,1,1,5,0,2,0,5,0
W01Q01,3462,28-Aug-13,6:24:00 AM,1825689,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,0,4,9997,0,5,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,5,0,2,0,2,0
W01Q01,3463,28-Aug-13,6:29:00 AM,2958479,1,1,1,1,1,1,2,1,1,1,3,0,1,1,1,1,9997,3,0,5,0,1,1,4,0,1,1,3,0,1,1,5,0,1,1,4,0,3,0,5,0
W01Q01,3465,28-Aug-13,6:41:00 AM,1454016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0
W01Q01,3466,28-Aug-13,6:50:00 AM,4275825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,2,0,3,0,5,0
W01Q01,3467,28-Aug-13,6:51:00 AM,3259947,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,3,0,5,0,2,0,1,1,1,1,2,0,1,1,1,1,5,0,1,1,5,0,4,0
W01Q01,3469,28-Aug-13,6:57:00 AM,3143417,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,5,9997,0,5,0,4,0,1,1,1,1,2,0,1,1,1,1,1,1,5,0,4,0,5,0
W01Q01,3470,28-Aug-13,7:02:00 AM,4228312,1,1,1,1,5,0,2,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,5,0,1,1,1,1,1,1,1,1,1,1,5,0,1,1,2,0,2,0
W01Q01,3477,28-Aug-13,7:16:00 AM,4220198,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,2,9997,0,1,1,4,0,2,0,1,1,2,0,1,1,1,1,5,0,1,1,3,0,5,0
W01Q01,3479,28-Aug-13,7:45:00 AM,3582928,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,5,0,2,0,1,1,1,1,1,1,2,0,5,0,1,1,2,0,2,0
W01Q01,3481,28-Aug-13,7:51:00 AM,4392717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,0,3,0,1,1,2,0,1,1,2,0,1,1,1,1,1,1,2,0,2,0,4,0
W01Q01,3483,28-Aug-13,8:01:00 AM,3844515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,3,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,4,0,2,0,5,0
W01Q01,3484,28-Aug-13,8:05:00 AM,4269946,1,1,1,1,1,1,5,0,1,1,1,1,2,0,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,3,0,2,0,5,0
W01Q01,3486,28-Aug-13,8:13:00 AM,1223085,1,1,1,1,1,1,2,1,5,0,4,0,4,0,5,0,9997,4,0,5,0,1,1,5,0,2,0,4,0,1,1,5,0,5,0,9999,0,9999,0,9999,0
W01Q01,3487,28-Aug-13,8:19:00 AM,4299104,1,1,1,1,1,1,5,0,1,1,1,1,1,1,3,0,3,9997,0,4,0,4,0,4,0,5,0,4,0,3,0,1,1,2,0,2,0,4,0,1,1
W01Q01,3494,28-Aug-13,8:39:00 AM,2924102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,9997,1,5,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,3,0,4,0,1,1
W01Q01,3504,28-Aug-13,8:58:00 AM,2075449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,2,0,2,0,1,1,1,1,1,1,2,0,1,1,1,1,5,0,5,0
W01Q01,3506,28-Aug-13,9:04:00 AM,1004725,1,1,1,1,4,0,4,0,1,1,1,1,2,0,1,1,2,9997,0,1,1,4,0,4,0,1,1,4,0,1,1,1,1,1,1,5,0,3,0,1,1
W01Q01,3507,28-Aug-13,9:15:00 AM,2441667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,5,0,2,0
W01Q01,3512,28-Aug-13,9:21:00 AM,1160428,1,1,1,1,1,1,2,1,1,1,1,1,4,0,1,1,1,9997,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,0,4,0,4,0,5,0
W01Q01,3514,28-Aug-13,9:22:00 AM,2653502,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,4,0,1,1,5,0,1,1,5,0,1,1,2,0,2,0,4,0
W01Q01,3515,28-Aug-13,9:24:00 AM,2662374,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,2,0
W01Q01,3521,28-Aug-13,9:34:00 AM,4429836,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,5,0,1,1,3,0,1,1,1,1,1,1,1,1,5,0,2,0,5,0
W01Q01,3528,28-Aug-13,9:51:00 AM,2941972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,5,0,2,0,4,0,1,1,1,1,1,1,1,1,1,1,5,0,2,0,5,0
W01Q01,3544,28-Aug-13,10:34:00 AM,585471,1,1,1,1,1,1,5,0,1,1,1,1,5,0,1,1,9997,2,0,3,0,5,0,4,0,1,1,2,0,5,0,1,1,1,1,5,0,2,0,5,0
W01Q01,3546,28-Aug-13,10:41:00 AM,4283162,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,9997,4,0,3,0,1,1,1,1,1,1,2,0,1,1,1,1,2,0,4,0,4,0,5,0
W01Q01,3548,28-Aug-13,10:42:00 AM,4492951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,5,0,5,0,2,0,1,1,1,1,1,1,1,1,2,0,3,0,1,1,5,0,1,1
W01Q01,3549,28-Aug-13,10:44:00 AM,2454148,1,1,3,0,1,1,2,1,1,1,1,1,1,1,4,0,9997,4,0,5,0,2,0,5,0,1,1,3,0,1,1,3,0,5,0,2,0,1,1,5,0
W01Q01,3553,28-Aug-13,11:01:00 AM,2049971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,0,9999,0,2,0,1,1,3,0
W01Q01,3558,28-Aug-13,11:10:00 AM,1060487,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,1,3,0,1,1,4,0,1,1,1,1,1,1,2,0,1,1,3,0,1,1,2,0
W01Q01,3562,28-Aug-13,11:18:00 AM,3951732,1,1,1,1,1,1,2,1,1,1,1,1,5,0,1,1,9997,1,1,2,0,4,0,4,0,4,0,5,0,5,0,1,1,9999,0,4,0,2,0,5,0
W01Q01,3565,28-Aug-13,11:21:00 AM,336967,1,1,1,1,1,1,5,0,1,1,1,1,5,0,3,0,9997,1,1,4,0,4,0,1,1,1,1,4,0,1,1,2,0,3,0,4,0,3,0,2,0
W01Q01,3570,28-Aug-13,11:34:00 AM,4400987,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,5,0,1,1,4,0,5,0,4,0,1,1,1,1,2,0,2,0,2,0,1,1
W01Q01,3573,28-Aug-13,11:39:00 AM,4233261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,3,0,4,0,3,0,1,1,3,0,1,1,2,0,4,0,9999,0,4,0,1,1
W01Q01,3577,28-Aug-13,11:41:00 AM,2983531,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,5,0,3,0,2,0
W01Q01,3582,28-Aug-13,11:48:00 AM,4438609,1,1,1,1,1,1,2,1,1,1,1,1,4,0,2,0,1,9997,1,1,1,5,0,4,0,1,1,9999,0,1,1,2,0,1,1,4,0,2,0,5,0
W01Q01,3584,28-Aug-13,11:57:00 AM,4429028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,4,0
W01Q01,3585,28-Aug-13,12:00:00 PM,4491006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1
