quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01v1,Q01v2,Q01_corr,Q02,Q02_corr,Q03v1,Q03v2,Q03v3,Q03_corr,Q04v1,Q04v2,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06v3,Q06_corr,Q07v1,Q07v2,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W05Q01,21617,26-Sep-13,10:40:00 AM,1307850,9997,1,1,3,0,1,9997,9997,1,9997,1,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,3,0,1,1,1,1
W05Q01,21618,26-Sep-13,10:41:00 AM,4490091,1,9997,1,3,0,9997,9997,2,0,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,1,1,#NULL!,0,3,0,4,0,3,0,1,1,1,1,4,0,5,0
W05Q01,21619,26-Sep-13,10:49:00 AM,3839772,1,9997,1,4,0,9997,2,9997,0,1,9997,1,1,9997,1,5,9997,9997,0,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,4,0,2,0,#NULL!,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21621,26-Sep-13,10:53:00 AM,1328257,9997,1,1,5,0,9997,9997,1,1,9997,1,1,1,9997,1,5,9997,9997,0,9999,9999,0,9997,1,1,9997,4,0,9997,4,0,3,0,4,0,#NULL!,0,2,0,1,1,5,0,4,0,2,0,5,0,5,0
W05Q01,21624,26-Sep-13,11:07:00 AM,3359645,9997,1,1,2,0,9997,9997,6,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,4,0,9997,3,0,1,1,3,0,#NULL!,0,4,0,3,0,3,0,1,1,1,1,3,0,1,1
W05Q01,21629,26-Sep-13,11:26:00 AM,4180347,9997,1,1,1,1,1,9997,9997,1,9997,1,1,9997,5,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,3,0,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,4,0
W05Q01,21630,26-Sep-13,11:28:00 AM,2856888,9997,1,1,1,1,1,9997,9997,1,9997,1,1,9997,3,0,9997,4,9997,0,9999,9999,0,9997,4,0,1,9997,1,9997,1,1,2,0,2,0,#NULL!,0,3,0,3,0,1,1,9999,0,4,0,2,0,2,0
W05Q01,21632,26-Sep-13,11:37:00 AM,4197510,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,21633,26-Sep-13,11:48:00 AM,1516131,9997,1,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,2,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,21636,26-Sep-13,12:05:00 PM,3794212,1,9997,1,1,1,1,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,4,0,1,1,1,1,5,0,1,1
W05Q01,21643,26-Sep-13,12:48:00 PM,4311151,2,9997,0,3,0,9997,9997,5,0,9997,1,1,4,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,3,0,9997,1,1,5,0,1,1,#NULL!,0,3,0,4,0,2,0,3,0,3,0,5,0,2,0
W05Q01,21644,26-Sep-13,1:50:00 PM,3766183,9997,1,1,3,0,6,9997,9997,0,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,2,0,4,0,3,0,1,1,1,1,1,1
W05Q01,21645,26-Sep-13,1:50:00 PM,3259947,1,9997,1,5,0,9997,7,9997,0,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,4,9997,0,1,9997,1,5,0,3,0,#NULL!,0,5,0,2,0,3,0,5,0,1,1,3,0,4,0
W05Q01,21646,26-Sep-13,1:54:00 PM,4112854,1,9997,1,2,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,2,0,#NULL!,0,3,0,2,0,4,0,1,1,1,1,3,0,1,1
W05Q01,21650,26-Sep-13,2:31:00 PM,4108752,1,9997,1,5,0,9997,9997,1,1,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,9997,5,0,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21653,26-Sep-13,2:38:00 PM,4251683,1,9997,1,3,0,9997,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,2,0,3,0,#NULL!,0,2,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,21656,26-Sep-13,2:52:00 PM,2162192,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,2,0,3,0,5,0,1,1,1,1,4,0
W05Q01,21658,26-Sep-13,3:27:00 PM,4337560,9997,1,1,5,0,9997,6,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,3,9997,0,1,1,4,0,#NULL!,0,5,0,2,0,3,0,3,0,5,0,1,1,1,1
W05Q01,21659,26-Sep-13,3:36:00 PM,1589469,2,9997,0,5,0,9997,9997,1,1,1,9997,1,1,9997,1,1,9997,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,21661,26-Sep-13,4:12:00 PM,1902227,9997,1,1,3,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,2,0,9997,4,0,1,9997,1,5,0,3,0,#NULL!,0,5,0,4,0,4,0,5,0,5,0,3,0,1,1
W05Q01,21667,26-Sep-13,4:45:00 PM,2129481,9997,1,1,5,0,9997,9997,5,0,1,9997,1,9997,6,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,4,0,3,0,#NULL!,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21670,26-Sep-13,5:03:00 PM,3726530,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,1,1,2,0,#NULL!,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21671,26-Sep-13,5:10:00 PM,3579566,9997,1,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,5,0,4,0,#NULL!,0,5,0,1,1,3,0,5,0,5,0,1,1,2,0
W05Q01,21672,26-Sep-13,5:11:00 PM,4430952,9997,1,1,1,1,5,9997,9997,0,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,1,1,3,0,#NULL!,0,5,0,1,1,4,0,4,0,5,0,1,1,1,1
W05Q01,21673,26-Sep-13,5:14:00 PM,2067462,9997,1,1,3,0,9997,6,9997,0,1,9997,1,4,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,4,9997,0,1,1,3,0,#NULL!,0,5,0,4,0,3,0,1,1,1,1,1,1,1,1
W05Q01,21674,26-Sep-13,5:22:00 PM,2411871,1,9997,1,1,1,9997,2,9997,0,9997,1,1,7,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,2,0,3,0,#NULL!,0,3,0,5,0,1,1,1,1,1,1,3,0,1,1
W05Q01,21675,26-Sep-13,5:23:00 PM,3494519,9997,1,1,1,1,9997,6,9997,0,9997,1,1,9997,5,0,1,9997,9997,1,9999,9999,0,1,9997,1,4,9997,0,9997,2,0,5,0,3,0,#NULL!,0,1,1,2,0,1,1,5,0,5,0,1,1,3,0
W05Q01,21677,26-Sep-13,5:34:00 PM,1241217,9997,1,1,1,1,1,9997,9997,1,9997,1,1,7,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,4,0
W05Q01,21678,26-Sep-13,5:38:00 PM,2663807,1,9997,1,5,0,5,9997,9997,0,9997,1,1,9997,1,1,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,1,1,3,0,1,1,4,0,5,0,1,1,4,0
W05Q01,21684,26-Sep-13,6:26:00 PM,4470788,9997,1,1,1,1,9997,9997,3,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,3,0,1,1,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,3,0
W05Q01,21687,26-Sep-13,7:05:00 PM,2488976,9997,1,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,4,0,1,1,1,1,1,1,1,1
W05Q01,21689,26-Sep-13,7:17:00 PM,4428346,1,9997,1,4,0,9997,1,9997,1,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,1,1,3,0,5,0,1,1,1,1,1,1
W05Q01,21692,26-Sep-13,7:27:00 PM,4513051,1,9997,1,5,0,9997,1,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21694,26-Sep-13,7:29:00 PM,4133226,9997,1,1,5,0,9997,9997,1,1,1,9997,1,9997,5,0,9997,5,9997,0,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21697,26-Sep-13,7:36:00 PM,1002457,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,9997,4,0,1,9997,1,1,1,4,0,#NULL!,0,4,0,1,1,3,0,5,0,5,0,1,1,1,1
W05Q01,21698,26-Sep-13,7:40:00 PM,4302029,9997,2,0,5,0,9997,6,9997,0,9999,9999,0,9997,6,0,5,9997,9997,0,9999,9999,0,9999,9999,0,4,9997,0,1,9997,1,4,0,4,0,#NULL!,0,4,0,1,1,3,0,9999,0,1,1,5,0,4,0
W05Q01,21700,26-Sep-13,7:50:00 PM,4420086,9997,1,1,1,1,1,9997,9997,1,1,9997,1,9997,5,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21701,26-Sep-13,7:50:00 PM,4501672,1,9997,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,4,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21704,26-Sep-13,8:02:00 PM,3338317,9997,1,1,5,0,9997,9997,6,0,9997,1,1,9997,6,0,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21708,26-Sep-13,8:12:00 PM,771682,1,9997,1,3,0,9997,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,1,1,1,1,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21713,26-Sep-13,8:36:00 PM,2245130,9997,1,1,3,0,9997,9997,1,1,1,9997,1,5,9997,0,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,2,0,1,1,1,1,1,1,3,0,1,1
W05Q01,21715,26-Sep-13,8:41:00 PM,1779991,1,9997,1,5,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21716,26-Sep-13,8:41:00 PM,2012617,2,9997,0,1,1,9997,9997,6,0,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,4,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21717,26-Sep-13,8:44:00 PM,4468733,1,9997,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,4,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,3,0,4,0
W05Q01,21720,26-Sep-13,8:55:00 PM,3475422,9997,1,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21721,26-Sep-13,9:03:00 PM,2986913,9997,1,1,1,1,9997,9997,1,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,5,9997,0,1,9997,1,9997,1,1,4,0,1,1,#NULL!,0,5,0,3,0,3,0,1,1,1,1,1,1,2,0
W05Q01,21722,26-Sep-13,9:03:00 PM,870072,9997,1,1,1,1,9997,6,9997,0,9997,1,1,5,9997,0,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,3,0,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21724,26-Sep-13,9:08:00 PM,1241431,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,5,9997,0,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,5,0,1,1,1,1,1,1
W05Q01,21725,26-Sep-13,9:16:00 PM,3504304,1,9997,1,4,0,9997,9997,6,0,1,9997,1,9997,6,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,4,9997,0,5,0,3,0,#NULL!,0,3,0,1,1,1,1,5,0,1,1,1,1,1,1
W05Q01,21726,26-Sep-13,9:18:00 PM,4560939,1,9997,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,4,0,3,0,4,0,1,1,1,1,5,0
W05Q01,21728,26-Sep-13,9:25:00 PM,4316487,9997,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21731,26-Sep-13,9:32:00 PM,2126544,9997,1,1,5,0,9997,9997,6,0,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,21732,26-Sep-13,9:40:00 PM,1969453,1,9997,1,3,0,9997,6,9997,0,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,4,0,3,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,1,1,5,0
W05Q01,21734,26-Sep-13,9:50:00 PM,4546760,1,9997,1,1,1,9997,1,9997,1,9997,1,1,4,9997,0,9997,1,9997,1,9999,9999,0,5,9997,0,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,21735,26-Sep-13,9:50:00 PM,1763775,9997,1,1,3,0,9997,1,9997,1,9997,1,1,7,9997,0,4,9997,9997,0,9999,9999,0,9997,4,0,9997,4,0,9997,1,1,5,0,4,0,#NULL!,0,5,0,5,0,3,0,1,1,4,0,1,1,1,1
W05Q01,21739,26-Sep-13,10:54:00 PM,4107195,9997,1,1,3,0,1,9997,9997,1,1,9997,1,4,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,3,0,3,0,#NULL!,0,3,0,1,1,1,1,5,0,1,1,1,1,4,0
W05Q01,21741,26-Sep-13,11:31:00 PM,3642533,1,9997,1,5,0,1,9997,9997,1,1,9997,1,9997,5,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,4,0,3,0,1,1,1,1,4,0,2,0
W05Q01,21742,26-Sep-13,11:42:00 PM,2976924,9997,1,1,5,0,1,9997,9997,1,9997,1,1,2,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,1,1,1,1,1,1,1,1,5,0,1,1,1,1
W05Q01,21746,27-Sep-13,1:42:00 AM,4093658,1,9997,1,3,0,1,9997,9997,1,9997,1,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,4,0
W05Q01,21747,27-Sep-13,1:50:00 AM,4235783,1,9997,1,4,0,9997,9997,5,0,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,4,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,2,0
W05Q01,21750,27-Sep-13,2:01:00 AM,4443957,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21752,27-Sep-13,2:43:00 AM,958005,9997,1,1,1,1,9997,9997,1,1,9997,1,1,5,9997,0,9997,4,9997,0,9999,9999,0,9997,1,1,4,9997,0,4,9997,0,5,0,3,0,#NULL!,0,3,0,2,0,4,0,4,0,1,1,1,1,1,1
W05Q01,21753,27-Sep-13,2:48:00 AM,4395130,1,9997,1,2,0,5,9997,9997,0,1,9997,1,9997,6,0,9997,9997,4,0,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,4,0,3,0,#NULL!,0,3,0,4,0,3,0,1,1,1,1,3,0,5,0
W05Q01,21755,27-Sep-13,2:53:00 AM,4060757,9997,1,1,5,0,9997,9997,6,0,9997,3,0,4,9997,0,9997,9997,5,0,9999,9999,0,2,9997,0,9997,4,0,9997,3,0,5,0,4,0,#NULL!,0,2,0,5,0,5,0,2,0,4,0,3,0,1,1
W05Q01,21757,27-Sep-13,2:55:00 AM,2630926,1,9997,1,1,1,9997,9997,1,1,9997,1,1,9997,1,1,9999,9999,9999,0,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,1,1,1,1,#NULL!,0,1,1,2,0,3,0,5,0,1,1,3,0,1,1
W05Q01,21760,27-Sep-13,3:10:00 AM,2873216,1,9997,1,3,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,2,0,3,0,1,1,1,1,2,0,1,1
W05Q01,21764,27-Sep-13,3:41:00 AM,4488103,1,9997,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21766,27-Sep-13,4:03:00 AM,4269946,9997,1,1,1,1,9997,9997,1,1,9997,1,1,9997,6,0,1,9997,9997,1,9999,9999,0,9997,5,0,1,9997,1,9997,1,1,5,0,2,0,#NULL!,0,2,0,2,0,1,1,3,0,5,0,1,1,2,0
W05Q01,21770,27-Sep-13,5:40:00 AM,2307809,1,9997,1,3,0,9997,1,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21771,27-Sep-13,6:11:00 AM,1230482,1,9997,1,1,1,9997,1,9997,1,9997,1,1,9997,6,0,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,4,0,2,0,4,0,1,1,1,1,4,0,1,1
W05Q01,21773,27-Sep-13,6:46:00 AM,1014808,1,9997,1,5,0,9997,7,9997,0,1,9997,1,9997,1,1,9997,4,9997,0,9999,9999,0,9997,1,1,5,9997,0,2,9997,0,5,0,4,0,#NULL!,0,3,0,4,0,2,0,3,0,2,0,2,0,2,0
W05Q01,21775,27-Sep-13,7:09:00 AM,656596,9997,1,1,1,1,6,9997,9997,0,1,9997,1,5,9997,0,9997,3,9997,0,9999,9999,0,9997,5,0,9997,1,1,9997,1,1,5,0,4,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,5,0
W05Q01,21776,27-Sep-13,7:09:00 AM,4260958,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,4,0,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,1,1,2,0,5,0,1,1,3,0
W05Q01,21778,27-Sep-13,7:18:00 AM,451529,1,9997,1,1,1,9997,9997,5,0,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,4,9997,0,9997,1,1,4,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,21781,27-Sep-13,7:31:00 AM,4396215,9997,1,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,3,0,2,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21784,27-Sep-13,8:14:00 AM,523057,9997,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,9997,5,9997,0,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,4,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,3,0,1,1
W05Q01,21785,27-Sep-13,8:44:00 AM,3789041,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,4,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,2,0,3,0,1,1,1,1,3,0,4,0
W05Q01,21787,27-Sep-13,9:00:00 AM,4214092,9997,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,4,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,21789,27-Sep-13,9:03:00 AM,4277159,1,9997,1,1,1,4,9997,9997,0,1,9997,1,7,9997,0,3,9997,9997,0,9999,9999,0,5,9997,0,3,9997,0,1,9997,1,1,1,3,0,#NULL!,0,1,1,3,0,3,0,4,0,1,1,4,0,4,0
W05Q01,21790,27-Sep-13,9:12:00 AM,4219148,9997,1,1,1,1,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21792,27-Sep-13,9:21:00 AM,4291836,9997,1,1,5,0,9997,7,9997,0,1,9997,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,2,0,1,1,1,1,1,1,1,1
W05Q01,21793,27-Sep-13,9:25:00 AM,2349837,9997,1,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,3,0,5,0,2,0,#NULL!,0,1,1,2,0,1,1,3,0,1,1,1,1,1,1
W05Q01,21794,27-Sep-13,9:26:00 AM,2969843,1,9997,1,5,0,9997,9997,1,1,1,9997,1,9997,5,0,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,3,0,3,0,1,1,1,1,1,1
W05Q01,21798,27-Sep-13,9:54:00 AM,3765357,9997,1,1,1,1,9997,6,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,21801,27-Sep-13,10:47:00 AM,4103077,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,5,0,1,9997,1,9997,1,1,3,0,3,0,#NULL!,0,4,0,2,0,3,0,4,0,1,1,1,1,1,1
W05Q01,21803,27-Sep-13,10:59:00 AM,3105770,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,1,1,1,1,1,1,4,0,1,1,3,0,1,1
W05Q01,21806,27-Sep-13,11:36:00 AM,4476831,1,9997,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,2,0,#NULL!,0,3,0,2,0,4,0,1,1,1,1,1,1,1,1
W05Q01,21807,27-Sep-13,11:52:00 AM,4313808,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,21808,27-Sep-13,12:04:00 PM,4028568,9997,3,0,5,0,9997,7,9997,0,3,9997,0,7,9997,0,9997,9997,1,1,9999,9999,0,5,9997,0,4,9997,0,9997,3,0,5,0,4,0,#NULL!,0,4,0,1,1,4,0,4,0,3,0,5,0,4,0
W05Q01,21811,27-Sep-13,12:25:00 PM,2269457,1,9997,1,5,0,9997,1,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,3,0,1,1,1,1,4,0,1,1
W05Q01,21812,27-Sep-13,1:04:00 PM,4405065,9997,1,1,5,0,9997,6,9997,0,9997,1,1,5,9997,0,9997,5,9997,0,9999,9999,0,9997,1,1,9997,3,0,3,9997,0,5,0,9999,0,#NULL!,0,5,0,5,0,4,0,1,1,1,1,1,1,1,1
W05Q01,21814,27-Sep-13,1:14:00 PM,4365917,9997,1,1,1,1,1,9997,9997,1,9997,1,1,2,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,2,0,#NULL!,0,4,0,1,1,4,0,1,1,1,1,1,1,5,0
