quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01v1,Q01v2,Q01_corr,Q02,Q02_corr,Q03v1,Q03v2,Q03v3,Q03_corr,Q04v1,Q04v2,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06v3,Q06_corr,Q07v1,Q07v2,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W05Q01,22387,29-Sep-13,7:32:00 AM,4492048,9997,1,1,3,0,9997,9997,6,0,4,9997,0,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,2,0,3,0,#NULL!,0,1,1,3,0,3,0,4,0,1,1,1,1,4,0
W05Q01,22391,29-Sep-13,7:47:00 AM,4464254,1,9997,1,5,0,9997,6,9997,0,9997,1,1,9997,5,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,4,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22393,29-Sep-13,7:50:00 AM,1673528,1,9997,1,5,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,2,0,1,1,5,0,1,1,1,1,1,1
W05Q01,22396,29-Sep-13,8:01:00 AM,4557156,4,9997,0,4,0,9997,4,9997,0,1,9997,1,5,9997,0,4,9997,9997,0,9999,9999,0,9997,4,0,3,9997,0,9997,3,0,5,0,4,0,#NULL!,0,1,1,1,1,3,0,2,0,5,0,3,0,4,0
W05Q01,22397,29-Sep-13,8:06:00 AM,3803831,1,9997,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,2,9997,0,1,1,3,0,#NULL!,0,3,0,2,0,3,0,1,1,1,1,3,0,1,1
W05Q01,22398,29-Sep-13,8:07:00 AM,3849300,9997,1,1,5,0,9997,6,9997,0,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22399,29-Sep-13,8:07:00 AM,4390148,9997,1,1,2,0,9997,1,9997,1,1,9997,1,9997,6,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,4,0,1,9997,1,3,0,1,1,#NULL!,0,3,0,2,0,2,0,4,0,3,0,1,1,1,1
W05Q01,22403,29-Sep-13,8:18:00 AM,1025733,1,9997,1,4,0,1,9997,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22405,29-Sep-13,8:21:00 AM,4533648,1,9997,1,2,0,9997,7,9997,0,1,9997,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,5,9997,0,2,9997,0,5,0,1,1,#NULL!,0,3,0,2,0,2,0,3,0,3,0,5,0,2,0
W05Q01,22407,29-Sep-13,8:25:00 AM,3930331,1,9997,1,3,0,9997,6,9997,0,4,9997,0,5,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,4,0,1,1,3,0,1,1,1,1,1,1,4,0
W05Q01,22408,29-Sep-13,8:31:00 AM,3283034,9997,1,1,1,1,9997,4,9997,0,9997,1,1,9997,5,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,2,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,3,0,1,1
W05Q01,22410,29-Sep-13,8:34:00 AM,2353237,9997,1,1,1,1,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,4,0,#NULL!,0,5,0,1,1,3,0,1,1,1,1,3,0,1,1
W05Q01,22415,29-Sep-13,8:47:00 AM,9378,1,9997,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,5,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22417,29-Sep-13,8:58:00 AM,2252534,9997,1,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,4,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22418,29-Sep-13,9:00:00 AM,3170944,1,9997,1,4,0,9997,5,9997,0,1,9997,1,9997,6,0,9997,9997,5,0,9999,9999,0,1,9997,1,9997,1,1,3,9997,0,5,0,4,0,#NULL!,0,3,0,1,1,4,0,1,1,3,0,1,1,4,0
W05Q01,22421,29-Sep-13,9:07:00 AM,3691409,1,9997,1,1,1,1,9997,9997,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,5,0,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,4,0,1,1,3,0,4,0,1,1,1,1,1,1
W05Q01,22422,29-Sep-13,9:07:00 AM,3648987,1,9997,1,3,0,9997,6,9997,0,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,22424,29-Sep-13,9:08:00 AM,2898316,1,9997,1,1,1,1,9997,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,5,0,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,1,1,2,0,1,1,4,0,1,1,3,0,1,1
W05Q01,22426,29-Sep-13,9:12:00 AM,4512149,2,9997,0,5,0,9997,6,9997,0,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,3,9997,0,5,9997,0,3,9997,0,5,0,1,1,#NULL!,0,4,0,5,0,1,1,3,0,5,0,1,1,4,0
W05Q01,22427,29-Sep-13,9:13:00 AM,2955108,4,9997,0,5,0,9997,5,9997,0,9997,1,1,9997,3,0,9997,9997,4,0,9999,9999,0,9997,2,0,9997,4,0,4,9997,0,5,0,4,0,#NULL!,0,4,0,1,1,2,0,5,0,1,1,4,0,3,0
W05Q01,22429,29-Sep-13,9:15:00 AM,3960219,1,9997,1,5,0,9997,1,9997,1,9997,1,1,1,9997,1,9997,4,9997,0,9999,9999,0,4,9997,0,1,9997,1,2,9997,0,1,1,5,0,#NULL!,0,3,0,3,0,3,0,4,0,2,0,4,0,3,0
W05Q01,22431,29-Sep-13,9:18:00 AM,4429028,1,9997,1,1,1,1,9997,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,2,0,3,0,#NULL!,0,3,0,3,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22435,29-Sep-13,9:37:00 AM,4561584,1,9997,1,5,0,9997,6,9997,0,4,9997,0,9997,6,0,9997,1,9997,1,9999,9999,0,9997,5,0,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,3,0,9999,0,1,1,5,0,1,1,1,1,1,1
W05Q01,22437,29-Sep-13,9:44:00 AM,2976201,9997,1,1,5,0,4,9997,9997,0,1,9997,1,5,9997,0,9997,4,9997,0,9999,9999,0,9997,5,0,9997,1,1,1,9997,1,5,0,1,1,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22440,29-Sep-13,9:53:00 AM,4207673,9997,1,1,1,1,9997,6,9997,0,9997,1,1,9997,6,0,5,9997,9997,0,9999,9999,0,9997,5,0,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,1,1,4,0,2,0,3,0,1,1
W05Q01,22442,29-Sep-13,9:59:00 AM,1521438,9997,1,1,1,1,1,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,22445,29-Sep-13,10:13:00 AM,1129453,1,9997,1,1,1,1,9997,9997,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,5,9997,0,9997,3,0,9997,1,1,1,1,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22449,29-Sep-13,10:29:00 AM,3792460,9997,1,1,1,1,9997,4,9997,0,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,3,0,1,1,1,1,1,1,4,0,1,1
W05Q01,22450,29-Sep-13,10:31:00 AM,4265285,9997,1,1,9999,0,9997,1,9997,1,1,9997,1,9997,6,0,9997,1,9997,1,9999,9999,0,5,9997,0,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,4,0
W05Q01,22451,29-Sep-13,10:31:00 AM,730030,9997,1,1,4,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,4,9997,0,2,0,3,0,#NULL!,0,3,0,2,0,1,1,3,0,1,1,3,0,2,0
W05Q01,22452,29-Sep-13,10:31:00 AM,4164306,9997,1,1,1,1,9997,9997,6,0,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,2,0,#NULL!,0,4,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22453,29-Sep-13,10:33:00 AM,3010421,9997,1,1,5,0,1,9997,9997,1,9997,1,1,1,9997,1,9997,5,9997,0,9999,9999,0,5,9997,0,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,1,1,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,22454,29-Sep-13,10:33:00 AM,2977246,9997,1,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,5,0,1,9997,1,4,9997,0,1,1,2,0,#NULL!,0,5,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,22455,29-Sep-13,10:33:00 AM,4010394,1,9997,1,3,0,9997,7,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,3,0,4,0,1,1,1,1,1,1
W05Q01,22457,29-Sep-13,10:41:00 AM,4391578,9997,1,1,5,0,9997,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22458,29-Sep-13,10:41:00 AM,2152802,2,9997,0,1,1,9997,9997,1,1,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22463,29-Sep-13,11:02:00 AM,2925858,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,2,0,#NULL!,0,2,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22465,29-Sep-13,11:07:00 AM,3943037,9997,1,1,1,1,5,9997,9997,0,9997,1,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22467,29-Sep-13,11:12:00 AM,4412025,9997,1,1,1,1,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,2,0,2,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,5,0
W05Q01,22472,29-Sep-13,11:22:00 AM,1907182,9997,1,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,2,0,4,0,#NULL!,0,3,0,1,1,1,1,4,0,1,1,1,1,1,1
W05Q01,22473,29-Sep-13,11:27:00 AM,4241956,9997,1,1,3,0,9997,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,5,0,1,9997,1,1,9997,1,4,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22474,29-Sep-13,11:30:00 AM,4384180,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,5,0,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,22475,29-Sep-13,11:30:00 AM,4480614,9997,1,1,4,0,4,9997,9997,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,2,0,3,0,1,1,1,1,1,1,2,0
W05Q01,22478,29-Sep-13,11:34:00 AM,2292984,9997,1,1,1,1,6,9997,9997,0,9997,1,1,1,9997,1,5,9997,9997,0,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,4,0,2,0,1,1,1,1,2,0,1,1,1,1
W05Q01,22480,29-Sep-13,11:43:00 AM,4224927,1,9997,1,5,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,1,1,#NULL!,0,4,0,1,1,1,1,1,1,1,1,1,1,2,0
W05Q01,22481,29-Sep-13,11:44:00 AM,4394512,9997,1,1,2,0,4,9997,9997,0,4,9997,0,9997,6,0,3,9997,9997,0,9999,9999,0,9997,5,0,5,9997,0,3,9997,0,1,1,2,0,#NULL!,0,2,0,4,0,3,0,4,0,3,0,4,0,4,0
W05Q01,22483,29-Sep-13,11:48:00 AM,4448866,1,9997,1,4,0,9997,9997,7,0,1,9997,1,9997,1,1,4,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,4,0,#NULL!,0,4,0,2,0,1,1,3,0,1,1,1,1,4,0
W05Q01,22485,29-Sep-13,11:52:00 AM,2616193,1,9997,1,2,0,9997,9997,1,1,1,9997,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,1,9997,1,9997,2,0,5,0,1,1,#NULL!,0,3,0,2,0,3,0,1,1,2,0,1,1,2,0
W05Q01,22486,29-Sep-13,11:53:00 AM,4430690,1,9997,1,3,0,4,9997,9997,0,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,2,0
W05Q01,22489,29-Sep-13,12:01:00 PM,2813088,9997,1,1,1,1,9997,9997,1,1,3,9997,0,9997,6,0,5,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,2,9997,0,4,0,1,1,#NULL!,0,5,0,2,0,4,0,5,0,5,0,1,1,1,1
W05Q01,22493,29-Sep-13,12:04:00 PM,4462430,9997,1,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,2,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22494,29-Sep-13,12:06:00 PM,4408919,1,9997,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,2,0,3,0,1,1,1,1,3,0,1,1
W05Q01,22495,29-Sep-13,12:13:00 PM,3722078,1,9997,1,1,1,9997,6,9997,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,#NULL!,0,3,0,2,0,3,0,1,1,1,1,3,0,2,0
W05Q01,22500,29-Sep-13,12:18:00 PM,1184367,9997,1,1,4,0,1,9997,9997,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22501,29-Sep-13,12:18:00 PM,3653308,9997,1,1,4,0,9997,6,9997,0,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22504,29-Sep-13,12:23:00 PM,4471832,1,9997,1,1,1,9997,9997,1,1,9997,5,0,7,9997,0,9997,1,9997,1,9999,9999,0,9997,4,0,4,9997,0,9997,1,1,5,0,4,0,#NULL!,0,3,0,2,0,1,1,2,0,2,0,4,0,5,0
W05Q01,22505,29-Sep-13,12:24:00 PM,4416810,1,9997,1,1,1,9997,9997,1,1,1,9997,1,1,9997,1,5,9997,9997,0,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22506,29-Sep-13,12:26:00 PM,2740286,1,9997,1,1,1,9997,9997,1,1,1,9997,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,3,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22511,29-Sep-13,12:40:00 PM,4404694,9997,1,1,1,1,9997,9997,1,1,9997,1,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,4,0
W05Q01,22514,29-Sep-13,12:44:00 PM,1702755,9997,1,1,1,1,9997,1,9997,1,1,9997,1,9997,7,0,9997,9997,4,0,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,22517,29-Sep-13,12:53:00 PM,4400097,1,9997,1,3,0,9997,9997,1,1,1,9997,1,4,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,2,0,1,1,4,0,5,0,1,1,1,1
W05Q01,22519,29-Sep-13,1:02:00 PM,3879579,2,9997,0,1,1,9997,9997,6,0,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,3,0,3,0,#NULL!,0,3,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22521,29-Sep-13,1:15:00 PM,4464930,9997,1,1,5,0,9997,9997,5,0,9997,1,1,9997,1,1,9997,9997,5,0,9999,9999,0,1,9997,1,1,9997,1,4,9997,0,5,0,3,0,#NULL!,0,3,0,5,0,5,0,4,0,1,1,1,1,5,0
W05Q01,22522,29-Sep-13,1:16:00 PM,3033898,1,9997,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,1,1,1,1,4,0,1,1,1,1,1,1,1,1
W05Q01,22524,29-Sep-13,1:18:00 PM,4345542,9997,1,1,1,1,9997,1,9997,1,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,9997,4,0,1,9997,1,5,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22525,29-Sep-13,1:19:00 PM,4465451,1,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,1,1,5,9997,9997,0,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,2,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,22526,29-Sep-13,1:20:00 PM,4576843,1,9997,1,3,0,9997,6,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,5,9997,0,9997,1,1,9997,1,1,5,0,1,1,#NULL!,0,5,0,2,0,3,0,5,0,1,1,1,1,4,0
W05Q01,22528,29-Sep-13,1:34:00 PM,4394269,1,9997,1,1,1,9997,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,4,0,1,9997,1,5,0,2,0,#NULL!,0,5,0,3,0,1,1,1,1,1,1,1,1,1,1
W05Q01,22530,29-Sep-13,1:44:00 PM,3419257,9997,1,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,5,0,1,9997,1,1,9997,1,5,0,4,0,#NULL!,0,2,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22532,29-Sep-13,1:55:00 PM,4414458,9997,1,1,3,0,9997,9997,5,0,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,4,0,3,0,1,1,5,0,1,1,3,0
W05Q01,22534,29-Sep-13,2:01:00 PM,4346600,9997,1,1,1,1,9997,1,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22537,29-Sep-13,2:04:00 PM,4420605,1,9997,1,3,0,1,9997,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,3,0,3,0,#NULL!,0,3,0,2,0,4,0,1,1,1,1,1,1,1,1
W05Q01,22538,29-Sep-13,2:05:00 PM,4469306,9997,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,2,0
W05Q01,22539,29-Sep-13,2:06:00 PM,2546118,1,9997,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,3,0,1,1,1,1,1,1
W05Q01,22540,29-Sep-13,2:09:00 PM,3894855,9997,3,0,4,0,9997,9997,1,1,9997,1,1,1,9997,1,4,9997,9997,0,9999,9999,0,3,9997,0,9997,1,1,4,9997,0,1,1,2,0,#NULL!,0,2,0,3,0,4,0,1,1,2,0,1,1,1,1
W05Q01,22542,29-Sep-13,2:16:00 PM,2521570,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22544,29-Sep-13,2:23:00 PM,2223470,1,9997,1,1,1,1,9997,9997,1,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,1,1,#NULL!,0,5,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,22545,29-Sep-13,2:25:00 PM,749477,1,9997,1,3,0,9997,1,9997,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,2,9997,0,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22547,29-Sep-13,2:29:00 PM,2144849,2,9997,0,1,1,1,9997,9997,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,1,1,4,0,#NULL!,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22548,29-Sep-13,2:33:00 PM,4351378,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,5,9997,0,9999,9999,0,5,9997,0,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,5,0,3,0,3,0,1,1,1,1,1,1
W05Q01,22556,29-Sep-13,2:49:00 PM,2231247,9997,3,0,1,1,9997,9997,2,0,3,9997,0,1,9997,1,9997,9997,1,1,9999,9999,0,9997,2,0,9997,1,1,4,9997,0,5,0,1,1,#NULL!,0,5,0,2,0,4,0,1,1,2,0,1,1,5,0
W05Q01,22557,29-Sep-13,2:49:00 PM,1953893,9997,1,1,1,1,9997,6,9997,0,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22560,29-Sep-13,2:53:00 PM,1500887,1,9997,1,1,1,9997,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,3,0,5,0,3,0,1,1
W05Q01,22561,29-Sep-13,2:55:00 PM,4007543,9997,1,1,1,1,9997,6,9997,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,22565,29-Sep-13,3:05:00 PM,2210739,9997,1,1,1,1,9997,9997,7,0,9997,3,0,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,3,0,3,0,#NULL!,0,2,0,5,0,1,1,1,1,1,1,4,0,4,0
W05Q01,22568,29-Sep-13,3:07:00 PM,3496905,1,9997,1,3,0,1,9997,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,2,0,3,0,#NULL!,0,3,0,1,1,4,0,1,1,1,1,1,1,1,1
W05Q01,22571,29-Sep-13,3:14:00 PM,3129885,1,9997,1,1,1,9997,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,3,0,2,0,#NULL!,0,3,0,1,1,1,1,1,1,2,0,1,1,1,1
W05Q01,22573,29-Sep-13,3:16:00 PM,4330827,1,9997,1,5,0,1,9997,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22574,29-Sep-13,3:17:00 PM,1816779,9997,1,1,1,1,1,9997,9997,1,1,9997,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,22575,29-Sep-13,3:18:00 PM,1054888,1,9997,1,2,0,9997,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,2,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,3,0,1,1
W05Q01,22582,29-Sep-13,3:25:00 PM,4165317,1,9997,1,3,0,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,3,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,2,0
W05Q01,22583,29-Sep-13,3:26:00 PM,941500,1,9997,1,5,0,1,9997,9997,1,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,4,0,1,1,1,1,4,0,1,1,1,1,5,0
