quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02v1,Q02v2,Q02_corr,Q03v1,Q03v2,Q03_corr,Q04v1,Q04v2,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07v1,Q07v2,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11v1,Q11v2,Q11v3,Q11_corr,Q12v1,Q12v2,Q12v3,Q12v4,Q12v5,Q12_corr,Q13v1,Q13v2,Q13_corr,Q14v1,Q14v2,Q14v3,Q14_corr,Q15v1,Q15v2,Q15v3,Q15v4,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19v1,Q19v2,Q19_corr,Q20,Q20_corr
W07Q01,25971,10-Oct-13,3:57:00 PM,3102717,2,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,5,0,9997,1,1,9997,1,1,9997,9997,2,0,9997,9997,2,9997,9997,0,9997,5,0,9997,9997,5,0,9997,9997,1,9997,1,1,1,3,0,1,1,9997,5,0,3,0
W07Q01,25973,10-Oct-13,4:12:00 PM,1379640,3,0,9997,1,1,1,9997,1,3,9997,0,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,3,9997,9997,9997,9997,0,9997,1,1,9997,1,9997,1,9997,9997,1,9997,1,4,0,5,0,3,0,5,9997,0,4,0
W07Q01,25977,10-Oct-13,5:00:00 PM,1241217,5,0,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,9997,1,3,9997,9997,9997,9997,0,9997,1,1,9997,9997,1,1,9997,4,9997,9997,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,25979,10-Oct-13,5:23:00 PM,3246763,2,0,9997,5,0,9997,1,1,9997,2,0,9997,1,1,9997,1,1,9997,3,0,9997,5,0,2,9997,0,4,9997,0,9997,9997,1,1,9997,9997,9997,9997,3,0,1,9997,1,2,9997,9997,0,9997,3,9997,9997,0,1,1,1,1,2,0,9997,5,0,4,0
W07Q01,25980,10-Oct-13,5:27:00 PM,4511731,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,3,0,1,9997,1,1,9997,1,1,9997,1,9997,9997,2,0,9997,9997,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,3,0,5,0,3,0,1,9997,1,3,0
W07Q01,25982,10-Oct-13,6:16:00 PM,3346319,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,4,0,1,9997,9997,1,1,9997,9997,9997,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,25983,10-Oct-13,6:22:00 PM,1643747,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,2,9997,9997,0,9997,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,3,0,9997,5,0,1,1
W07Q01,25984,10-Oct-13,6:31:00 PM,4476831,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,5,0,9997,1,1,9997,2,0,1,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,1,9997,1,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,25986,10-Oct-13,6:40:00 PM,3727501,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,5,0,9997,1,1,9997,1,1,9997,1,9997,1,9997,9997,9997,9997,1,1,4,9997,0,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,25988,10-Oct-13,6:49:00 PM,4222295,1,1,1,9997,1,9997,1,1,3,9997,0,9997,1,1,9997,1,1,4,9997,0,9997,2,0,9997,1,1,9997,4,0,9997,9997,1,1,9997,9997,9997,9997,1,1,9997,2,0,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,25990,10-Oct-13,6:52:00 PM,2252766,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,4,0,4,9997,0,9997,1,1,1,9997,1,9997,1,1,9997,9997,1,1,9997,9997,2,9997,9997,0,9997,1,1,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,3,0,5,9997,0,1,1
W07Q01,25994,10-Oct-13,7:19:00 PM,1177993,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,2,0,9997,1,1,9997,1,1,9997,1,1,9997,4,0,1,9997,9997,1,9997,9997,1,9997,9997,1,1,9997,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,9997,5,0,3,0
W07Q01,25996,10-Oct-13,7:24:00 PM,4334678,1,1,9997,1,1,9997,1,1,3,9997,0,2,9997,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,9997,1,1,1,9997,9997,9997,9997,1,1,9997,1,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,25997,10-Oct-13,7:57:00 PM,4497629,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,1,1,9997,1,9997,3,9997,0,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,25998,10-Oct-13,8:04:00 PM,4614771,1,1,9997,1,1,9997,1,1,9997,1,1,2,9997,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,2,9997,9997,0,9997,1,9997,9997,9997,1,9997,1,1,9997,1,9997,1,5,9997,9997,9997,0,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,25999,10-Oct-13,8:04:00 PM,4555838,3,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,9997,9997,1,1,9997,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,26001,10-Oct-13,8:23:00 PM,3794894,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,2,9997,9997,0,1,9997,1,5,9997,9997,0,9997,9997,9997,1,1,1,1,1,1,1,1,9997,5,0,1,1
W07Q01,26004,10-Oct-13,8:44:00 PM,2188069,1,1,1,9997,1,9997,1,1,3,9997,0,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,2,9997,9997,0,9997,9997,4,9997,9997,0,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26006,10-Oct-13,8:49:00 PM,1658801,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,5,9997,9997,0,9997,1,9997,9997,9997,1,9997,1,1,1,9997,9997,1,2,9997,9997,9997,0,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26007,10-Oct-13,8:54:00 PM,3250989,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,5,9997,0,9997,9997,9997,1,9997,1,9997,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26008,10-Oct-13,8:58:00 PM,3246454,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,5,9997,9997,0,9997,1,9997,9997,9997,1,9997,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,5,0,3,0
W07Q01,26010,10-Oct-13,9:13:00 PM,3798658,3,0,9997,1,1,9997,1,1,1,9997,1,9997,2,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,9997,1,2,9997,9997,0,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26012,10-Oct-13,9:16:00 PM,1111057,2,0,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,5,9997,0,9997,9997,9997,1,9997,1,1,9997,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26014,10-Oct-13,9:24:00 PM,3642533,1,1,9997,1,1,9997,1,1,3,9997,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,9997,1,9997,9997,9997,1,9997,1,9997,1,1,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26016,10-Oct-13,9:33:00 PM,605899,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,2,9997,9997,0,1,9997,1,1,9997,9997,1,5,9997,9997,9997,0,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26020,10-Oct-13,9:43:00 PM,4273670,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,9997,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26026,10-Oct-13,10:18:00 PM,2488976,5,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,2,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26027,10-Oct-13,10:19:00 PM,2339029,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,9997,2,0,9997,1,9997,9997,9997,1,1,9997,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,5,0,4,0
W07Q01,26028,10-Oct-13,10:28:00 PM,2986913,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,5,0,9997,1,1,9997,1,1,9997,9997,5,0,9997,9997,2,9997,9997,0,1,9997,1,9997,9997,5,0,2,9997,9997,9997,0,1,1,1,1,1,1,5,9997,0,3,0
W07Q01,26033,10-Oct-13,11:04:00 PM,2126544,5,0,9997,3,0,9997,1,1,3,9997,0,9997,1,1,1,9997,1,1,9997,1,3,9997,0,1,9997,1,9997,3,0,1,9997,9997,1,9997,1,9997,9997,9997,1,9997,1,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26036,11-Oct-13,12:36:00 AM,4395130,1,1,9997,1,1,1,9997,1,9997,4,0,9997,2,0,1,9997,1,9997,1,1,9997,5,0,9997,1,1,9997,1,1,9997,1,9997,1,9997,9997,2,9997,9997,0,9997,5,0,9997,4,9997,0,9997,9997,9997,1,1,4,0,3,0,3,0,9997,1,1,1,1
W07Q01,26037,11-Oct-13,12:37:00 AM,3137036,1,1,9997,1,1,9997,1,1,1,9997,1,5,9997,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,5,9997,9997,0,9997,9997,9997,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26038,11-Oct-13,1:15:00 AM,958005,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,3,9997,9997,9997,9997,0,9997,1,1,1,9997,9997,1,9997,5,9997,9997,0,1,1,1,1,1,1,4,9997,0,1,1
W07Q01,26043,11-Oct-13,1:44:00 AM,3791082,2,0,9997,1,1,9997,1,1,3,9997,0,9997,1,1,1,9997,1,1,9997,1,2,9997,0,1,9997,1,9997,1,1,9997,9997,1,1,9997,1,9997,9997,9997,1,1,9997,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,26045,11-Oct-13,2:15:00 AM,4553945,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,3,0,1,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,3,0,1,1,1,1,1,9997,1,3,0
W07Q01,26049,11-Oct-13,2:29:00 AM,3252476,1,1,9997,1,1,3,9997,0,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,9997,1,9997,9997,9997,9997,1,1,1,9997,1,9997,3,9997,0,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26050,11-Oct-13,2:36:00 AM,4546760,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,2,0,1,9997,1,5,9997,9997,0,9997,9997,1,9997,9997,1,1,9997,1,9997,9997,5,0,9997,9997,1,9997,1,1,1,1,1,3,0,9997,5,0,3,0
W07Q01,26051,11-Oct-13,2:42:00 AM,4464382,1,1,1,9997,1,1,9997,1,1,9997,1,4,9997,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,9997,1,9997,9997,2,9997,9997,0,1,9997,1,9997,1,9997,1,9997,5,9997,9997,0,2,0,3,0,3,0,1,9997,1,1,1
W07Q01,26052,11-Oct-13,2:45:00 AM,1589469,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,9997,1,9997,1,9997,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26058,11-Oct-13,3:47:00 AM,3813023,1,1,1,9997,1,9997,1,1,9997,5,0,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,9997,2,9997,0,2,9997,9997,9997,9997,0,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,3,0,1,1,9997,1,1,1,1
W07Q01,26061,11-Oct-13,4:28:00 AM,4260958,4,0,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,2,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,5,9997,9997,0,9997,9997,9997,1,9997,1,9997,1,1,1,9997,9997,1,9997,9997,1,9997,1,4,0,3,0,1,1,9997,1,1,1,1
W07Q01,26062,11-Oct-13,4:56:00 AM,4471745,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,9997,2,0,9997,9997,9997,5,9997,0,9997,1,1,9997,9997,1,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26063,11-Oct-13,5:18:00 AM,4794910,1,1,1,9997,1,9997,4,0,3,9997,0,1,9997,1,9997,1,1,4,9997,0,9997,1,1,1,9997,1,1,9997,1,9997,9997,2,0,4,9997,9997,9997,9997,0,4,9997,0,9997,9997,1,1,2,9997,9997,9997,0,1,1,1,1,3,0,9997,5,0,3,0
W07Q01,26064,11-Oct-13,5:25:00 AM,4138730,4,0,9997,1,1,9997,1,1,3,9997,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,5,9997,0,5,9997,9997,0,4,9997,9997,9997,9997,0,5,9997,0,9997,5,9997,0,9997,9997,9997,5,0,6,0,5,0,3,0,9997,1,1,3,0
W07Q01,26066,11-Oct-13,5:52:00 AM,4438853,5,0,1,9997,1,4,9997,0,9997,1,1,9997,2,0,1,9997,1,9997,3,0,9999,9999,0,9997,4,0,9997,1,1,5,9997,9997,0,9997,9997,9997,1,9997,1,1,9997,1,9999,9999,9999,0,1,9997,9997,9997,1,4,0,3,0,1,1,9997,1,1,3,0
W07Q01,26068,11-Oct-13,5:59:00 AM,4008471,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,4,0,9997,9997,1,1,3,9997,9997,9997,9997,0,1,9997,1,9997,5,9997,0,1,9997,9997,9997,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,26070,11-Oct-13,6:02:00 AM,4365917,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,9997,5,0,9997,9997,3,9997,9997,0,1,9997,1,9997,9997,5,0,9997,5,9997,9997,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26071,11-Oct-13,6:06:00 AM,4718342,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26075,11-Oct-13,6:10:00 AM,3040352,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,9997,3,0,9997,9997,2,9997,9997,0,9997,1,1,1,9997,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,9997,1,1,3,0
W07Q01,26076,11-Oct-13,6:27:00 AM,4396215,1,1,9997,1,1,9997,1,1,1,9997,1,3,9997,0,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,9997,5,9997,0,1,9997,9997,9997,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,3,0,9997,5,0,1,1
W07Q01,26077,11-Oct-13,6:28:00 AM,1423374,4,0,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,4,0,1,9997,1,9997,9997,1,1,1,9997,9997,9997,9997,1,9997,1,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,5,0,1,1
W07Q01,26079,11-Oct-13,6:34:00 AM,2909204,1,1,9997,1,1,1,9997,1,3,9997,0,9997,1,1,9997,4,0,9997,1,1,1,9997,1,1,9997,1,1,9997,1,5,9997,9997,0,9997,1,9997,9997,9997,1,9997,5,0,9997,9997,2,0,9997,1,9997,9997,1,1,1,1,1,9999,0,1,9997,1,3,0
W07Q01,26080,11-Oct-13,6:38:00 AM,1230482,3,0,9997,1,1,9997,1,1,1,9997,1,9997,2,0,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,9997,2,0,9997,9997,9997,2,9997,0,3,9997,0,9997,9997,1,1,9997,9997,9997,4,0,1,1,1,1,3,0,1,9997,1,1,1
W07Q01,26085,11-Oct-13,6:57:00 AM,178319,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9997,9997,9997,9997,1,1,1,9997,1,9997,9997,2,0,1,9997,9997,9997,1,1,1,1,1,3,0,1,9997,1,1,1
W07Q01,26087,11-Oct-13,6:58:00 AM,3255692,2,0,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,9997,2,0,9997,1,9997,9997,9997,1,1,9997,1,4,9997,9997,0,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26091,11-Oct-13,7:25:00 AM,3259947,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,5,0,9997,1,1,1,9997,1,9997,2,0,9997,1,1,9997,5,9997,0,9997,9997,9997,1,9997,1,9997,4,0,9997,9997,1,1,3,9997,9997,9997,0,2,0,2,0,3,0,9997,1,1,3,0
W07Q01,26094,11-Oct-13,7:41:00 AM,4103077,1,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,2,9997,9997,0,9997,1,1,9997,1,9997,1,9997,5,9997,9997,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26097,11-Oct-13,8:31:00 AM,2475519,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,5,0,9997,4,0,1,9997,1,9997,9997,3,0,9997,9997,9997,1,9997,1,1,9997,1,3,9997,9997,0,2,9997,9997,9997,0,1,1,1,1,2,0,9997,1,1,5,0
W07Q01,26099,11-Oct-13,8:49:00 AM,4470047,1,1,9997,1,1,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,5,9997,0,9997,9997,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,4,9997,9997,0,1,1,1,1,3,0,9997,1,1,3,0
W07Q01,26103,11-Oct-13,9:41:00 AM,2924102,1,1,9997,4,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,2,0,9997,1,1,9997,9997,1,1,9997,1,9997,9997,9997,1,9997,2,0,9997,9997,1,1,9997,5,9997,9997,0,1,1,1,1,1,1,4,9997,0,3,0
W07Q01,26104,11-Oct-13,9:46:00 AM,4300750,3,0,9997,1,1,9997,1,1,9997,1,1,4,9997,0,9997,3,0,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,9997,1,1,9997,1,9997,9997,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,9997,5,0,1,1
W07Q01,26106,11-Oct-13,10:04:00 AM,584445,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,9997,1,9997,9997,9997,9997,1,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,3,0,9997,1,1,1,1
W07Q01,26108,11-Oct-13,10:31:00 AM,3527919,5,0,9997,1,1,9997,1,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,9997,5,9997,0,1,9997,1,1,9997,9997,1,9997,5,9997,9997,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26114,11-Oct-13,11:00:00 AM,4577104,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,4,0,9997,5,9997,0,9997,9997,9997,9997,1,1,1,9997,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,5,0,3,0
W07Q01,26115,11-Oct-13,11:00:00 AM,4416810,3,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,9997,2,0,3,9997,9997,9997,9997,0,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26116,11-Oct-13,11:05:00 AM,4415835,1,1,1,9997,1,1,9997,1,3,9997,0,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,9997,9997,1,1,9997,9997,9997,1,9997,1,9997,1,1,9997,9997,1,1,9997,9997,9997,4,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26118,11-Oct-13,11:21:00 AM,1856945,1,1,9997,3,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,5,0,1,9997,1,1,9997,1,9997,9997,2,0,9997,9997,1,9997,9997,1,1,9997,1,9997,3,9997,0,9997,9997,9997,1,1,2,0,3,0,3,0,9997,3,0,3,0
W07Q01,26119,11-Oct-13,11:21:00 AM,4299619,1,1,9997,1,1,1,9997,1,3,9997,0,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,5,9997,0,4,9997,9997,9997,9997,0,1,9997,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,5,0,1,1
W07Q01,26120,11-Oct-13,11:29:00 AM,262915,1,1,1,9997,1,1,9997,1,9997,1,1,9997,4,0,1,9997,1,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,9997,1,1,5,0
W07Q01,26121,11-Oct-13,11:44:00 AM,4394269,1,1,9997,1,1,9997,1,1,1,9997,1,4,9997,0,9997,5,0,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,9997,9997,1,9997,9997,9997,1,9997,1,9997,1,1,9997,9997,1,1,9997,4,9997,9997,0,1,1,1,1,1,1,1,9997,1,3,0
W07Q01,26122,11-Oct-13,11:45:00 AM,4214092,1,1,1,9997,1,4,9997,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,9997,1,1,1,9997,9997,1,9997,9997,9997,9997,1,1,1,9997,1,9997,9997,1,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1
W07Q01,26126,11-Oct-13,12:38:00 PM,2969843,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,5,9997,0,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,9997,1,4,9997,9997,9997,9997,0,9997,1,1,9999,9999,9999,0,4,9997,9997,9997,0,1,1,3,0,1,1,5,9997,0,1,1
W07Q01,26127,11-Oct-13,12:40:00 PM,3957434,3,0,9997,1,1,9997,1,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,2,9997,9997,0,9997,9997,9997,9997,1,1,9997,1,1,9997,2,9997,0,5,9997,9997,9997,0,1,1,1,1,3,0,9997,5,0,1,1
W07Q01,26128,11-Oct-13,12:52:00 PM,4450480,5,0,9997,1,1,1,9997,1,9997,1,1,1,9997,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,9997,1,1,9997,1,9997,9997,9997,1,9997,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,3,0,9997,1,1,3,0
W07Q01,26130,11-Oct-13,12:56:00 PM,1206712,1,1,1,9997,1,5,9997,0,1,9997,1,1,9997,1,9997,5,0,9997,3,0,9997,1,1,1,9997,1,9997,4,0,9997,9997,1,1,9997,9997,9997,3,9997,0,9997,1,1,1,9997,9997,1,9997,4,9997,9997,0,1,1,3,0,1,1,1,9997,1,5,0
W07Q01,26134,11-Oct-13,2:10:00 PM,4462660,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,1,1,9997,1,9997,2,9997,0,9997,9997,9997,9997,1,1,9997,1,1,1,9997,9997,1,9997,9997,9997,4,0,1,1,1,1,1,1,9997,1,1,1,1
W07Q01,26135,11-Oct-13,2:16:00 PM,4248334,1,1,2,9997,0,9997,1,1,9997,1,1,2,9997,0,9997,1,1,9997,1,1,1,9997,1,9997,1,1,1,9997,1,5,9997,9997,0,9997,9997,2,9997,9997,0,4,9997,0,4,9997,9997,0,9997,1,9997,9997,1,1,1,1,1,1,1,1,9997,1,1,1
